ASIN,"Content Update Receipt Date","Content Update Start Date","Creation Date","Current Book Format","Device Family","Device Serial Number",Marketplace,"New Book Format","Product Name",Reason,"Software Version",Status,"Third Party Device","Update Date","Update Target"
B099DRHTLX,"NOT AVAILABLE","NOT AVAILABLE",2022-05-13T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Sea of Tranquility","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B091Y4KGFH,"NOT AVAILABLE","NOT AVAILABLE",2022-05-09T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Maid: A GMA Book Club Pick","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B099DRHTLX,"NOT AVAILABLE","NOT AVAILABLE",2022-05-09T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Sea of Tranquility","NOT AVAILABLE",1221853284,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B08PY1XTB8,"NOT AVAILABLE","NOT AVAILABLE",2022-05-08T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Several People Are Typing: A GMA Book Club Pick","NOT AVAILABLE",1221853284,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B08PY1XTB8,"NOT AVAILABLE","NOT AVAILABLE",2022-05-08T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Several People Are Typing: A GMA Book Club Pick","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B091Y4KGFH,"NOT AVAILABLE","NOT AVAILABLE",2022-05-07T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Maid: A GMA Book Club Pick","NOT AVAILABLE",1221853284,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B00JV2H5I8,"NOT AVAILABLE","NOT AVAILABLE",2022-05-04T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Hansons Half-Marathon Method","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B01LWWK7WR,"NOT AVAILABLE","NOT AVAILABLE",2022-04-28T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Give a Girl a Knife","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B0018ND8B6,"NOT AVAILABLE","NOT AVAILABLE",2022-04-28T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Over the Edge of the World","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B01LWWK7WR,"NOT AVAILABLE","NOT AVAILABLE",2022-04-25T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Give a Girl a Knife","NOT AVAILABLE",1221853284,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B08JKC299M,"NOT AVAILABLE","NOT AVAILABLE",2022-04-24T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Plot","NOT AVAILABLE",1221853284,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B08JKC299M,"NOT AVAILABLE","NOT AVAILABLE",2022-04-24T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Plot","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08FLLBBP9,"NOT AVAILABLE","NOT AVAILABLE",2022-04-20T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Buddha and the Bee: Biking through America's Forgotten Roadways on an Accidental Journey of Discovery","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B098PXP11K,"NOT AVAILABLE","NOT AVAILABLE",2022-04-18T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE",Riverman,"NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08G1NJK2R,"NOT AVAILABLE","NOT AVAILABLE",2022-04-15T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Cartographers","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08G1NJK2R,"NOT AVAILABLE","NOT AVAILABLE",2022-04-14T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Cartographers","NOT AVAILABLE",1221853284,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B08FH9BV7N,"NOT AVAILABLE","NOT AVAILABLE",2022-04-04T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Madhouse at the End of the Earth","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B094GQBBPQ,"NOT AVAILABLE","NOT AVAILABLE",2022-03-23T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Very Cold People","NOT AVAILABLE",1221853284,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B094GQBBPQ,"NOT AVAILABLE","NOT AVAILABLE",2022-03-23T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Very Cold People","NOT AVAILABLE",3807140059,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B07TZYFR71,"NOT AVAILABLE","NOT AVAILABLE",2022-03-18T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Hidden Valley Road","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B07TVRR6GR,"NOT AVAILABLE","NOT AVAILABLE",2022-03-18T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Dreamland (YA edition)","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08QM8VHRT,"NOT AVAILABLE","NOT AVAILABLE",2022-03-16T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","When We Cease to Understand the World","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08L3P3VGQ,"NOT AVAILABLE","NOT AVAILABLE",2022-03-04T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE",Appleseed,"NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08SBMCSQQ,"NOT AVAILABLE","NOT AVAILABLE",2022-03-04T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Better Off Dead","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B00HYQEJAK,"NOT AVAILABLE","NOT AVAILABLE",2022-03-04T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","How You Can Run Faster Effortlessly","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B0108VD2L4,"NOT AVAILABLE","NOT AVAILABLE",2022-03-04T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Check These Out","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B093ZQCS29,"NOT AVAILABLE","NOT AVAILABLE",2022-03-01T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE",Anthem,"NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09LM328XY,"NOT AVAILABLE","NOT AVAILABLE",2022-02-28T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Summary Analysis Of Immune By Philipp Dettmer: A Journey into the Mysterious System That Keeps You Alive","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08478YC6V,"NOT AVAILABLE","NOT AVAILABLE",2022-02-16T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Ex Libris","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B07LGLF1JG,"NOT AVAILABLE","NOT AVAILABLE",2022-02-16T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Goalie Mindset Secrets: 7 Must Have Goalie Mindset Secrets You Don't Learn in School!","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08WRH53MY,"NOT AVAILABLE","NOT AVAILABLE",2022-02-14T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Lincoln Highway","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08XTNHRR5,"NOT AVAILABLE","NOT AVAILABLE",2022-02-14T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE",Immune,"NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B000FC0R7O,2021-12-30T00:00:00.00Z,2021-12-30T00:00:00.00Z,2022-02-11T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,Amazon.com,"Enhanced TypeSetting","The Lions of Lucerne","Request sent",3776400030,Failed,"NOT AVAILABLE",2021-12-30T00:00:00.00Z,"Book revision update"
B00JV2H5I8,"NOT AVAILABLE","NOT AVAILABLE",2022-02-09T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Hansons Half-Marathon Method","NOT AVAILABLE",1221066852,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B08XTNHRR5,"NOT AVAILABLE","NOT AVAILABLE",2022-02-08T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",Immune,"NOT AVAILABLE",1221066852,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B001NXK1XO,"NOT AVAILABLE","NOT AVAILABLE",2022-02-06T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Drunkard's Walk","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08B38JVKY,"NOT AVAILABLE","NOT AVAILABLE",2022-02-04T00:00:00.00Z,Mobi,EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Secret to Superhuman Strength","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08VRP55V1,"NOT AVAILABLE","NOT AVAILABLE",2022-02-04T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Our Country Friends","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B0814JSV96,"NOT AVAILABLE","NOT AVAILABLE",2022-02-04T00:00:00.00Z,Mobi,EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Science of Running","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08PF965W9,"NOT AVAILABLE","NOT AVAILABLE",2022-02-03T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE",Shape,"NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08VRP55V1,"NOT AVAILABLE","NOT AVAILABLE",2022-02-02T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Our Country Friends","NOT AVAILABLE",1221066852,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B087PL8YVQ,"NOT AVAILABLE","NOT AVAILABLE",2022-01-31T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,Amazon.com,"Enhanced TypeSetting",Chatter,"Annotation is not mapped",3776400030,Failed,"NOT AVAILABLE",2022-01-31T00:00:00.00Z,"Book revision update"
B093B4BGRK,"NOT AVAILABLE","NOT AVAILABLE",2022-01-30T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Episode 1: All Aboard","NOT AVAILABLE",1221066852,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B013X9F1IK,"NOT AVAILABLE","NOT AVAILABLE",2022-01-21T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Runners of North America","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08PK59474,"NOT AVAILABLE","NOT AVAILABLE",2022-01-19T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Leave Society","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B000FC0R7O,"NOT AVAILABLE","NOT AVAILABLE",2022-01-14T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Lions of Lucerne","NOT AVAILABLE",1220812800,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B08TRMSR3Z,"NOT AVAILABLE","NOT AVAILABLE",2022-01-13T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Cloud Cuckoo Land","NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09887KBTZ,"NOT AVAILABLE","NOT AVAILABLE",2021-12-27T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE",Klondikers,"NOT AVAILABLE",3776400030,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B000FC0R7O,2021-12-10T00:00:00.00Z,2021-12-10T00:00:00.00Z,2021-12-10T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,Amazon.com,"Enhanced TypeSetting","The Lions of Lucerne","Request sent",3776400030,Failed,"NOT AVAILABLE",2021-12-10T00:00:00.00Z,"Book revision update"
B07LGLF1JG,"NOT AVAILABLE","NOT AVAILABLE",2021-11-29T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Goalie Mindset Secrets: 7 Must Have Goalie Mindset Secrets You Don't Learn in School!","NOT AVAILABLE",1220542564,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B0865Z9S5L,"NOT AVAILABLE","NOT AVAILABLE",2021-11-07T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Lost Art of Running","NOT AVAILABLE",3763020075,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B09GYVRQWF,"NOT AVAILABLE","NOT AVAILABLE",2021-11-07T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","How To Be A Goalie Parent: A Guide For Goalie Parents Of All Levels","NOT AVAILABLE",3763020075,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B00MYEQGFI,"NOT AVAILABLE","NOT AVAILABLE",2021-11-06T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Hal Koerner's Field Guide to Ultrarunning","NOT AVAILABLE",3763020075,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08SJQSWYM,"NOT AVAILABLE","NOT AVAILABLE",2021-11-04T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Night the Lights Went Out","NOT AVAILABLE",1220542564,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B08SJQSWYM,"NOT AVAILABLE","NOT AVAILABLE",2021-11-04T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Night the Lights Went Out","NOT AVAILABLE",3763020075,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08WC6VC8S,"NOT AVAILABLE","NOT AVAILABLE",2021-11-04T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","One Track Mind: What Running 150 Miles in a Day Can Teach You About Life","NOT AVAILABLE",3763020075,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08RZ4PTSF,"NOT AVAILABLE","NOT AVAILABLE",2021-11-03T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Running Is a Kind of Dreaming","NOT AVAILABLE",3763020075,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B0955FXRLM,"NOT AVAILABLE","NOT AVAILABLE",2021-11-03T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Stronger Than the Dark: Exploring the Intimate Relationship Between Running and Depression","NOT AVAILABLE",3763020075,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08RZ4PTSF,"NOT AVAILABLE","NOT AVAILABLE",2021-11-01T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Running Is a Kind of Dreaming","NOT AVAILABLE",1220542564,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B08XP24KR8,"NOT AVAILABLE","NOT AVAILABLE",2021-10-25T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE",Fuzz,"NOT AVAILABLE",3763020075,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B005NY4QGM,"NOT AVAILABLE","NOT AVAILABLE",2021-10-09T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Color Purple","NOT AVAILABLE",3763020075,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08XP24KR8,"NOT AVAILABLE","NOT AVAILABLE",2021-10-07T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE",Fuzz,"NOT AVAILABLE",1220280420,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B0865TSTWM,"NOT AVAILABLE","NOT AVAILABLE",2021-09-29T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE",Piranesi,"NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B07FKB3V5S,"NOT AVAILABLE","NOT AVAILABLE",2021-09-26T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Extended Mind","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B000FC0R7O,"NOT AVAILABLE","NOT AVAILABLE",2021-09-26T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Lions of Lucerne","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B000FC0R7O,"NOT AVAILABLE","NOT AVAILABLE",2021-09-18T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Lions of Lucerne","NOT AVAILABLE",1220026368,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B07FKB3V5S,"NOT AVAILABLE","NOT AVAILABLE",2021-09-17T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Extended Mind","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B07FKB3V5S,"NOT AVAILABLE","NOT AVAILABLE",2021-09-04T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Extended Mind","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08LDL3PJ3,"NOT AVAILABLE","NOT AVAILABLE",2021-08-26T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Racing the Clock","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B083SN8RF7,"NOT AVAILABLE","NOT AVAILABLE",2021-08-25T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","World Travel","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B072KZWHW4,"NOT AVAILABLE","NOT AVAILABLE",2021-08-25T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Manual: A Philosopher's Guide to Life","NOT AVAILABLE",1219756132,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B0893YWV5Q,"NOT AVAILABLE","NOT AVAILABLE",2021-08-23T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Running Back in Time: Discovering the Formula to Beat the Aging Process and Get Younger","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B08681BNKV,"NOT AVAILABLE","NOT AVAILABLE",2021-08-21T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Searcher","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B07SKWFVYW,"NOT AVAILABLE","NOT AVAILABLE",2021-08-21T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Night Watchman","NOT AVAILABLE",1219756132,Failed,"cf46bcb593354554ac0d6b60551cd370","NOT AVAILABLE","NOT AVAILABLE"
B07SKWFVYW,"NOT AVAILABLE","NOT AVAILABLE",2021-08-15T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Night Watchman","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B07C3XLBHG,"NOT AVAILABLE","NOT AVAILABLE",2021-08-06T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","Indian Horse","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B07P9DC6TY,"NOT AVAILABLE","NOT AVAILABLE",2021-08-03T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Stoic Challenge: A Philosopher's Guide to Becoming Tougher, Calmer, and More Resilient","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B07MYXB26N,"NOT AVAILABLE","NOT AVAILABLE",2021-08-02T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","The Topeka School","NOT AVAILABLE",1219493988,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07MYXB26N,"NOT AVAILABLE","NOT AVAILABLE",2021-08-02T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Topeka School","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
B009U9S6FI,"NOT AVAILABLE","NOT AVAILABLE",2021-08-02T00:00:00.00Z,"Enhanced TypeSetting",ANDROID,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","Man's Search for Meaning","NOT AVAILABLE",1219493988,Failed,"aa4d86d592464abfbb95c0d1c6d4f6e7","NOT AVAILABLE","NOT AVAILABLE"
B07CL5ZLHX,"NOT AVAILABLE","NOT AVAILABLE",2021-07-30T00:00:00.00Z,"Enhanced TypeSetting",EINK,G0016T03101203AQ,"NOT AVAILABLE","NOT AVAILABLE","The Library Book","NOT AVAILABLE",3731980038,Failed,"NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE"
