created_timestamp,preferred_marketplace,country,device_family,ASIN,User Action,Context,Gesture
2024-05-04T17:49:34Z,www.amazon.com,US,Kindle E-reader,B0CDKLBD2W,Goto,In-book,Tap
2025-04-21T22:27:31Z,www.amazon.com,US,Kindle E-reader,Not Available,Close,KPP_SETTINGS,Tap
2025-05-22T23:53:11Z,www.amazon.com,US,Kindle E-reader,O6S35RM2ZUUGD5GZ4NVTFU7UOPT7RK4U,Goto,In-book,Tap
2024-11-05T22:31:58Z,www.amazon.com,US,Kindle E-reader,Not Available,KPP_CLOSE_BROWSER,Browser,Tap
2023-02-05T17:12:17Z,www.amazon.com,US,Kindle E-reader,Not Available,Home,KPP_LIBRARY,Tap
2024-12-03T04:45:33Z,www.amazon.com,US,Kindle E-reader,Not Available,KPP_CLOSE_BROWSER,Browser,Tap
2023-04-23T04:51:00Z,www.amazon.com,US,Kindle E-reader,B003L77UKC,exitBook,In-book,Tap
2023-12-11T17:11:59Z,www.amazon.com,US,Kindle E-reader,B0BR511292,Goto,In-book,Tap
2024-05-04T17:48:50Z,www.amazon.com,US,Kindle E-reader,B0CDKLBD2W,Goto,In-book,Tap
2025-07-21T04:35:39Z,www.amazon.com,US,Kindle E-reader,RBEXH5ATPIXTSXDRPADA6TMFIDDTOR4L,Goto,In-book,Tap
2025-04-27T03:30:37Z,www.amazon.com,US,Kindle E-reader,Not Available,Library,KPP_HOME,Tap
2025-06-12T21:44:41Z,www.amazon.com,US,Kindle E-reader,WE7SRD2LY7QFPPIYNFYUIFGDVUBNHMLP,Goto,In-book,Tap
2023-10-11T21:13:17Z,www.amazon.com,US,Kindle E-reader,B0CBW58P3J,exitBook,In-book,Tap
2023-05-20T03:46:09Z,www.amazon.com,US,Kindle E-reader,Not Available,Library,KPP_HOME,Tap
2023-12-15T17:48:21Z,www.amazon.com,US,Kindle E-reader,B0B9SN8K6H,exitBook,In-book,Tap
2023-05-18T03:52:46Z,www.amazon.com,US,Kindle E-reader,B00AG8GXVQ,exitBook,In-book,Tap
2024-02-29T02:00:37Z,www.amazon.com,US,Kindle E-reader,B0C1YCKNK1,Goto,In-book,Tap
2025-04-26T04:07:27Z,www.amazon.com,US,Kindle E-reader,Not Available,Home,KPP_LIBRARY,Tap
2024-02-15T03:16:45Z,www.amazon.com,US,Kindle E-reader,B07HDT9JFX,Goto,In-book,Tap
2025-04-21T02:28:26Z,www.amazon.com,US,Kindle E-reader,Not Available,exitBook,In-book,Tap
2025-04-15T21:39:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Menu,In-book,Tap
2024-03-16T03:10:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Home,KPP_HOME,Tap
2025-01-23T23:02:33Z,www.amazon.com,US,Kindle E-reader,Not Available,Goto,In-book,Tap
2024-01-05T02:03:30Z,www.amazon.com,US,Kindle E-reader,B0B7R4Q5DJ,exitBook,In-book,Tap
2025-06-24T04:14:32Z,www.amazon.com,US,Kindle E-reader,B0D9F3KFPM,exitBook,In-book,Tap
2023-03-29T21:14:08Z,www.amazon.com,US,Kindle E-reader,B0B3989NDF,exitBook,In-book,Tap
2023-07-22T03:26:53Z,www.amazon.com,US,Kindle E-reader,B0BH4QWM85,Menu,In-book,Tap
2023-12-11T17:06:53Z,www.amazon.com,US,Kindle E-reader,B0BR511292,Goto,In-book,Tap
2024-02-28T03:58:18Z,www.amazon.com,US,Kindle E-reader,Not Available,KPP_CLOSE_BROWSER,Browser,Tap
2025-01-24T21:20:17Z,www.amazon.com,US,Kindle E-reader,Not Available,exitBook,In-book,Tap
2023-12-20T05:51:43Z,www.amazon.com,US,Kindle E-reader,B08FGV64B1,Goto,In-book,Tap
2023-03-07T03:45:22Z,www.amazon.com,US,Kindle E-reader,B07TYBQJBM,exitBook,In-book,Tap
2024-05-22T03:58:35Z,www.amazon.com,US,Kindle E-reader,B092T8QDYW,exitBook,In-book,Tap
2024-01-07T21:07:08Z,www.amazon.com,US,Kindle E-reader,Not Available,Menu,KPP_HOME,Tap
2024-02-23T05:28:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Home,KPP_LIBRARY,Tap
2024-02-15T02:47:18Z,www.amazon.com,US,Kindle E-reader,B07HDT9JFX,Goto,In-book,Tap
2025-04-05T17:33:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Home,KPP_HOME,Tap
2023-08-09T02:20:03Z,www.amazon.com,US,Kindle E-reader,Not Available,Back,Settings,Tap
2024-07-24T03:21:26Z,www.amazon.com,US,Kindle E-reader,B0CH1NHWNW,exitBook,In-book,Tap
2024-01-20T04:50:07Z,www.amazon.com,US,Kindle E-reader,B0BL6271NP,exitBook,In-book,Tap
2024-06-06T21:55:48Z,www.amazon.com,US,Kindle E-reader,Not Available,Home,KPP_HOME,Tap
2025-02-19T05:20:26Z,www.amazon.com,US,Kindle E-reader,LHXKLEWH52LWXBSOBOTMRLRJ2CONAJCC,exitBook,In-book,Tap
2024-03-03T05:18:22Z,www.amazon.com,US,Kindle E-reader,B0C6KMGND1,exitBook,In-book,Tap
2025-01-26T18:31:17Z,www.amazon.com,US,Kindle E-reader,6LUZMQAT5HFFSBK25OZR3TWRUJ5BDIZS,exitBook,In-book,Tap
