created_timestamp,preferred_marketplace,country,device_family,ASIN,Previous Aa Reading Ruler Color,Current Aa Reading Ruler Color
2025-05-27T03:27:50Z,www.amazon.com,US,Kindle for Android,O6S35RM2ZUUGD5GZ4NVTFU7UOPT7RK4U,Gray,Red
