Creation Date,Amazon Marketplace,ASIN,Product Name,Browse Node,StoreUrl,Device Serial Number,Device Platform,Display Status
2025-07-04T04:14:10Z,www.amazon.com,B003F1WMCK,The Last Anniversary: A Novel (English Edition),"""Not Applicable""","""Not Applicable""",CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-07-04T04:14:10Z,www.amazon.com,B003F1WMCK,The Last Anniversary: A Novel,"""Not Applicable""","""Not Applicable""",CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-07-04T04:14:10Z,www.amazon.com,B003F1WMCK,The Last Anniversary: A Novel,"""Not Applicable""","""Not Applicable""",CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-07-03T19:11:31Z,www.amazon.com,"""Not Applicable""","""Not Applicable""","""Not Applicable""",https://www.amazon.com/reading/challenges/achievements/dp/1f73362e-7376-4a29-8a5e-d945a870d63f?ref=kc-su-hs-cp,CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-07-03T00:33:06Z,www.amazon.com,B0DT7LBVWR,Abscond: A Short Story,"""Not Applicable""","""Not Applicable""",CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-07-03T00:33:06Z,www.amazon.com,B0DT7LBVWR,Abscond: A Short Story (English Edition),"""Not Applicable""","""Not Applicable""",CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-07-03T00:33:06Z,www.amazon.com,B0DT7LBVWR,Abscond: A Short Story,"""Not Applicable""","""Not Applicable""",CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-07-01T18:14:41Z,www.amazon.com,B0DFFVHKBN,Reports of His Death Have Been Greatly Exaggerated: A Novel,"""Not Applicable""","""Not Applicable""",CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-07-01T18:14:41Z,www.amazon.com,B0DFFVHKBN,Reports of His Death Have Been Greatly Exaggerated: A Novel,"""Not Applicable""","""Not Applicable""",CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-07-01T18:14:41Z,www.amazon.com,B0DFFVHKBN,Reports of His Death Have Been Greatly Exaggerated: A Novel (English Edition),"""Not Applicable""","""Not Applicable""",CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-06-30T18:35:25Z,www.amazon.com,"""Not Applicable""","""Not Applicable""","""Not Applicable""",https://www.amazon.com/kindlerewards/push/dpd3?ref=kr_krb_dpd,CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-06-28T19:09:34Z,www.amazon.com,"""Not Applicable""","""Not Applicable""","""Not Applicable""",https://www.amazon.com/reading/challenges/achievements/dp/13a033b4-391a-446e-804e-e78591c21b6f?ref=kc-sp-gr-cp,CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-06-27T19:53:37Z,www.amazon.com,"""Not Applicable""","""Not Applicable""","""Not Applicable""",https://www.amazon.com/reading/challenges/achievements/dp/64fdd16e-52e7-431d-b5b0-1cad3d11ea09?ref=kc-sp-pw-pr,CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-06-26T22:38:45Z,www.amazon.com,B075SPBQDV,The Man Who Died (English Edition),"""Not Applicable""","""Not Applicable""",CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-06-26T22:38:45Z,www.amazon.com,B075SPBQDV,The Man Who Died,"""Not Applicable""","""Not Applicable""",CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-06-26T22:38:45Z,www.amazon.com,B075SPBQDV,The Man Who Died,"""Not Applicable""","""Not Applicable""",CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-06-26T00:22:24Z,www.amazon.com,B0DJK54HR8,Don't Let Him In: A Novel,"""Not Applicable""","""Not Applicable""",CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-06-26T00:22:24Z,www.amazon.com,B0DJK54HR8,Don't Let Him In: A Novel,"""Not Applicable""","""Not Applicable""",CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-06-26T00:22:24Z,www.amazon.com,B0DJK54HR8,Don't Let Him In: A Novel (English Edition),"""Not Applicable""","""Not Applicable""",CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
2025-06-24T19:10:36Z,www.amazon.com,"""Not Applicable""","""Not Applicable""","""Not Applicable""",https://www.amazon.com/kindle-dbs/search/?k=B0D9DSCFCC%7CB0DCF91N28%7CB0CW1KX47H%7CB0D4KNC2X3%7CB0DJRN4YF9%7CB0DKW527GX%7CB0CW1J2FDT%7CB0DHBV1HR7%7CB0D8K9JRT1%7CB0DCZMWWMP%7CB0D3CH5FZS%7CB0DBKF3TY3%7CB0D9M81H6T%7CB0DBVV6PMG%7CB0CRV8HXJX%7CB0BBC9K8C3%7CB0CTYB2221%7CB0CV28768F%7CB003BFXAQ2%7CB00V39P8K4&pd_rd_w=TXwDP&content-id=amzn1.sym.382cac5a-d583-4fa8-880c-03413ca6e712&pf_rd_p=382cac5a-d583-4fa8-880c-03413ca6e712&pd_rd_wg=qCHOf&pd_rd_r=0e89e9c7-7b4e-446d-904b-0cd8069008b8,CF46BCB593354554AC0D6B60551CD370,"""Android""","""Push Notification Sent"""
