created_timestamp,preferred_marketplace,country,device_family,ASIN,supports_auxiliary_content,has_auxiliary_content,auxiliary_content_enabled,auxiliary_content_type
2023-09-06T20:55:39Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-07-27T04:05:04Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-11-11T03:47:58Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-07-31T03:17:35Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-03-09T04:49:43Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-09-28T04:09:47Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-03-01T06:14:10Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-11-17T04:55:23Z,www.amazon.com,US,Kindle E-reader,B07WK8JZ9N,Yes,Yes,Yes,Xray
2024-08-04T20:27:12Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-03-13T05:06:53Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-02-15T22:06:59Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-05-01T03:47:31Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-03-14T04:04:21Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-07-21T04:38:33Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2024-04-01T03:33:32Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-12-26T07:11:53Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2025-04-07T02:34:31Z,www.amazon.com,US,Kindle E-reader,CDR35CJELKKDYPJWZBMD6CG3XFMVZI4U,No,No,Yes,Xray
2024-10-28T03:18:39Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2021-09-23T03:04:59Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-03-02T04:48:48Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-02-17T22:38:45Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-07-21T16:16:12Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-07-01T02:47:38Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2024-03-17T04:02:46Z,www.amazon.com,US,Kindle E-reader,B0BPNP7YQB,Yes,Yes,Yes,Xray
2024-05-22T22:06:47Z,www.amazon.com,US,Kindle E-reader,B0CDKLBD2W,Yes,Yes,Yes,Xray
2023-03-31T20:59:09Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-03-20T20:56:44Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-01-27T04:58:24Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2024-05-08T22:43:27Z,www.amazon.com,US,Kindle E-reader,B0C4PX8RD7,Yes,No,Yes,Xray
2024-04-11T22:37:18Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-06-27T21:56:24Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2025-02-18T22:04:08Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2021-08-13T02:06:15Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-03-04T05:46:06Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-09-26T01:05:06Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-10-07T03:53:46Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-12-20T03:44:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-07-26T20:35:42Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-12-02T21:12:01Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2022-03-04T05:46:09Z,www.amazon.com,US,Kindle E-reader,B08SBMCSQQ,Yes,Yes,Yes,Xray
2023-05-01T20:39:37Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2021-11-04T03:30:21Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2022-07-18T03:02:38Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-07-19T02:09:00Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-01-25T05:16:45Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-03-11T05:12:26Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-04-18T03:59:26Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,Yes,Yes,Yes,Xray
2023-02-20T03:14:18Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2022-11-15T22:07:49Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2022-05-29T19:26:11Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-10-12T16:52:37Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2024-10-02T02:49:49Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-10-20T03:08:01Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2025-01-10T04:23:08Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2022-03-11T05:00:31Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2025-03-23T03:57:07Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2024-05-18T03:01:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-08-18T02:51:49Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-06-07T04:32:18Z,www.amazon.com,US,Kindle E-reader,B00JX43A0G,Yes,Yes,Yes,Xray
2024-10-02T02:50:26Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2025-05-11T03:42:46Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-12-14T03:40:31Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-03-22T03:10:39Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-12-21T06:16:13Z,www.amazon.com,US,Kindle E-reader,B09Y467GZY,Yes,Yes,Yes,Xray
2023-04-14T03:43:19Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-10-19T04:13:07Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2022-02-07T04:54:35Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-01-16T02:24:51Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-07-23T20:01:00Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-08-07T04:39:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-05-24T03:44:27Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-03-13T04:46:36Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-01-02T05:51:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-05-27T18:07:21Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-11-14T03:41:41Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2022-05-15T02:58:36Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2024-12-06T05:09:29Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-02-28T00:50:56Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2025-01-26T21:54:03Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2025-02-21T23:04:45Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2022-02-04T04:54:58Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-10-15T22:41:53Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2025-07-06T19:59:04Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-10-24T03:21:49Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-08-23T03:15:01Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-07-30T12:17:54Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-11-15T04:02:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-12-06T03:56:03Z,www.amazon.com,US,Kindle E-reader,WHTDURZESVWW5KLTDUQAP5QTQ4MYV36N,No,No,Yes,Xray
2022-04-09T03:56:40Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-10-03T02:42:39Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-12-19T08:04:44Z,www.amazon.com,US,Kindle E-reader,B09RX45W14,Yes,Yes,Yes,Xray
2023-05-11T02:51:18Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2022-03-05T05:11:52Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-04-10T23:55:53Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-11-11T05:39:01Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2022-06-19T05:14:57Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-08-07T21:38:25Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-07-22T03:19:18Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2022-01-20T04:54:33Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-03-26T03:28:59Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-02-16T05:43:27Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-02-07T05:12:25Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-11-01T00:21:55Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-02-07T22:56:35Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-08-19T03:37:44Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2022-03-26T03:28:45Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-05-30T03:47:39Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-12-11T21:37:18Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-09-04T01:03:54Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2022-01-18T06:28:19Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-07-08T22:05:02Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-05-26T03:27:23Z,www.amazon.com,US,Kindle E-reader,B08PG6CKZJ,Yes,Yes,Yes,Xray
2023-12-23T18:12:10Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-01-30T21:30:45Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-07-17T22:39:29Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-02-17T22:31:42Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-11-13T06:45:47Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2021-10-07T03:47:29Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-04-13T18:30:20Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-03-01T04:25:55Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2024-10-22T03:14:33Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2024-05-10T03:45:48Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-05-09T03:08:26Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-05-21T04:23:09Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2022-08-29T03:04:16Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-04-12T03:46:46Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-11-11T05:40:36Z,www.amazon.com,US,Kindle E-reader,B09285Y1V4,Yes,Yes,Yes,Xray
2022-01-02T03:27:51Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-05-10T21:28:10Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-02-20T03:14:20Z,www.amazon.com,US,Kindle E-reader,B07VDJBKNJ,Yes,Yes,Yes,Xray
2022-04-14T02:56:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2021-08-22T04:06:50Z,www.amazon.com,US,Kindle E-reader,B0893YWV5Q,Yes,Yes,Yes,Xray
2023-03-29T02:39:14Z,www.amazon.com,US,Kindle E-reader,B0B3989NDF,Yes,Yes,Yes,Xray
2022-04-09T20:06:33Z,www.amazon.com,US,Kindle E-reader,B08G1NJK2R,Yes,Yes,Yes,Xray
2024-03-10T18:29:24Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-04-12T03:53:38Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-02-21T05:09:51Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-03-24T04:52:18Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2021-08-25T20:32:49Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-05-18T04:17:36Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-04-04T02:04:00Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-12-27T03:11:00Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-02-06T22:01:32Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-03-15T02:19:43Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-03-25T18:29:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-06-22T22:40:16Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2025-05-22T00:25:31Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-10-11T21:15:22Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2024-03-03T05:35:55Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-09-16T18:47:48Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-05-21T04:37:04Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-11-05T22:23:12Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-05-24T08:42:37Z,www.amazon.com,US,Kindle E-reader,B08PG6CKZJ,Yes,Yes,Yes,Xray
2024-01-29T21:13:13Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-03-19T03:53:25Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-02-17T22:51:12Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-01-07T21:09:59Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-02-01T19:51:54Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-01-31T04:34:32Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-02-01T19:36:42Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-10-22T03:57:38Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-03-01T04:19:22Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-06-15T21:47:46Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2025-04-17T03:42:47Z,www.amazon.com,US,Kindle E-reader,WVIR53TOCAWTSQCQN5QUVUTPLD2YC7AD,No,No,Yes,Xray
2023-07-18T03:10:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-12-27T04:21:13Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-01-21T04:13:58Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-04-02T03:56:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-03-03T07:05:46Z,www.amazon.com,US,Kindle E-reader,B08L3P3VGQ,Yes,Yes,Yes,Xray
2025-04-13T20:13:32Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2024-06-05T05:02:11Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2021-09-25T03:37:44Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-04-28T04:09:01Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-03-25T21:56:05Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2025-04-18T03:34:28Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-04-09T04:09:54Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-09-26T21:20:41Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-09-23T08:59:02Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2021-07-24T03:34:26Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-05-16T20:44:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2025-07-26T04:33:25Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-07-30T09:45:13Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-01-29T14:48:00Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2025-01-20T05:30:41Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-03-03T04:17:53Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-04-08T23:23:43Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2022-01-07T04:44:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2021-09-13T03:29:07Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-06-19T23:18:23Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2024-02-13T21:41:20Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-01-31T04:23:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-05-30T23:11:26Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-05-02T01:20:35Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-02-21T05:06:01Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-07-07T19:20:29Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-02-25T00:57:44Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-07-21T03:16:14Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2021-12-27T05:05:47Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2021-07-24T03:18:17Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-11-01T03:40:29Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-07-14T22:23:53Z,www.amazon.com,US,Kindle E-reader,CD2J6YLYY6SMOGLTHM77PUX5YBUTBUKC,No,No,Yes,Xray
2025-07-15T04:07:10Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2021-09-29T02:56:10Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-07-22T03:26:49Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2024-12-09T04:32:01Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2024-06-17T03:56:16Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2022-10-05T19:31:56Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2025-02-19T05:21:20Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-05-28T03:20:24Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2022-04-19T05:05:12Z,www.amazon.com,US,Kindle E-reader,B08JKC299M,Yes,Yes,Yes,Xray
2024-01-15T04:29:07Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-07-18T03:31:36Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-05-03T03:58:58Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2022-07-29T03:17:14Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2021-08-07T03:06:02Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-02-05T04:29:20Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-01-15T18:26:25Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-10-23T01:54:40Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2024-01-16T02:16:47Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-01-27T00:21:16Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2024-06-06T21:56:03Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-05-09T02:34:19Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-09-25T01:12:02Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-02-23T19:38:21Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-03-04T06:15:20Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2025-01-27T04:23:52Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-05-22T23:54:40Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2022-07-12T21:12:15Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2025-04-07T02:34:23Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2022-02-06T06:08:41Z,www.amazon.com,US,Kindle E-reader,B08PY1XTB8,Yes,Yes,Yes,Xray
2024-10-07T04:18:15Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2022-12-06T05:51:50Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-07-26T03:54:21Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-04-22T03:56:41Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-02-15T06:11:37Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-05-15T00:16:08Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-03-02T04:42:57Z,www.amazon.com,US,Kindle E-reader,B01HLY0Z0W,Yes,Yes,Yes,Xray
2025-04-21T02:34:52Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2022-02-16T22:47:46Z,www.amazon.com,US,Kindle E-reader,B08L3P3VGQ,Yes,Yes,Yes,Xray
2021-08-28T04:01:55Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-02-23T19:38:55Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-03-19T04:49:27Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-09-26T02:04:40Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2022-07-18T03:20:14Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2025-04-18T01:56:21Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-02-20T21:51:00Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2021-07-24T01:27:25Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2023-06-22T02:58:32Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2023-01-27T00:16:12Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
2025-01-05T18:49:37Z,www.amazon.com,US,Kindle E-reader,Not Available,No,No,Yes,Xray
2023-09-24T03:27:06Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,No,Yes,Xray
2022-03-03T06:21:04Z,www.amazon.com,US,Kindle E-reader,B08L3P3VGQ,Yes,Yes,Yes,Xray
2023-10-11T00:43:29Z,www.amazon.com,US,Kindle E-reader,B0CBW58P3J,Yes,Yes,Yes,Xray
2021-07-25T02:36:16Z,www.amazon.com,US,Kindle E-reader,Not Available,Yes,Yes,Yes,Xray
