device_record_time,Device Serial Number,device_type,country_of_residence,software_version,product_mode,metric_level,reason_code,Amazon Marketplace
2025-07-31T23:02:15Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-31T09:43:02Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-31T03:12:29Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-31T03:12:29Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-31T03:11:49Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-30T23:45:18Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-30T23:22:47Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-30T23:22:08Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-30T22:43:13Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-30T22:42:22Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-30T21:08:59Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-30T21:08:58Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-30T17:21:01Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-30T17:21:00Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-30T14:05:55Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-30T13:47:32Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-30T09:43:36Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-30T03:27:36Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-30T03:27:36Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-30T03:27:31Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-29T09:43:26Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-29T03:11:40Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-29T03:11:31Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-29T02:26:11Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-29T02:26:11Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-29T02:24:29Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-28T22:28:20Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-28T22:27:35Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-28T09:43:27Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-28T03:26:36Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-28T03:26:36Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-28T03:25:46Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-27T18:29:20Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-27T18:29:20Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-27T18:29:19Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-27T09:43:20Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-27T08:37:50Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-26T23:00:32Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-26T22:59:39Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-26T22:09:14Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-26T20:15:07Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-26T20:14:43Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-26T19:39:32Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-26T19:39:11Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-26T18:02:43Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-26T17:59:24Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-26T09:43:34Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-26T05:00:01Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-26T03:01:09Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-26T03:01:09Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-26T03:00:54Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-25T22:35:53Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-25T22:34:55Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-25T09:43:28Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-25T03:25:12Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-25T03:25:12Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-25T03:24:06Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-24T09:43:32Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-24T08:50:50Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-23T21:46:48Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-23T21:46:44Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-23T09:43:29Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-23T03:36:34Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-23T03:36:34Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-23T03:35:52Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-22T09:43:06Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-22T03:36:37Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-22T03:36:37Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-22T03:36:12Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-21T22:45:01Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-21T22:44:18Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-21T20:46:07Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-21T20:46:04Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-21T19:55:37Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-21T19:55:18Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-21T14:22:14Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-21T14:22:05Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-21T09:43:31Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-21T04:04:18Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-21T04:04:18Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-21T04:03:47Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-20T20:14:59Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-20T20:14:29Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-20T09:43:12Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-20T02:26:25Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-20T02:26:25Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-20T02:25:29Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-19T21:55:17Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-19T21:54:49Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-19T20:02:52Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-19T20:02:13Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-19T19:21:33Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-19T19:20:54Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-19T18:39:18Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-19T18:38:42Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-19T16:53:59Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-19T16:53:36Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-19T09:43:12Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-19T02:45:58Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-19T02:30:55Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-19T02:28:15Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-19T01:52:37Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-19T01:16:54Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-19T01:16:54Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-19T01:16:14Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-18T22:10:53Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-18T22:09:52Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-18T21:36:26Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-18T20:20:27Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-18T20:19:27Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-18T17:14:27Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-18T16:30:42Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-18T16:30:35Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-18T09:43:23Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-18T03:22:01Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-18T03:22:01Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-18T03:21:49Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-18T03:21:45Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-17T21:17:09Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-17T21:04:38Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-17T19:57:57Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-17T14:06:41Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-17T13:57:32Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-17T13:57:05Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-17T09:43:09Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-17T03:20:08Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-17T03:18:11Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-17T00:22:47Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-17T00:22:47Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-17T00:22:08Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-16T21:09:24Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-16T21:08:22Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-16T18:32:36Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-16T09:43:34Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-16T02:32:31Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-16T02:32:31Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-16T02:31:50Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-15T09:43:22Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-15T04:06:28Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-15T04:06:21Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-15T03:50:27Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-15T03:50:27Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-15T03:50:23Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-14T23:40:36Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-14T23:39:47Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-14T22:17:12Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-14T22:16:47Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-14T09:43:16Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-14T02:25:03Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-14T02:24:34Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-14T01:02:53Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-14T01:02:53Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-14T01:01:48Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-14T00:59:10Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-13T23:50:08Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-13T23:49:02Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-13T22:28:50Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-13T22:28:36Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-13T21:02:15Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-13T21:02:11Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-13T19:04:55Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-13T19:04:29Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-13T16:20:34Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-13T16:19:43Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-13T09:43:16Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-13T05:12:40Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-13T05:12:40Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-13T05:11:39Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-13T05:11:32Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-12T23:10:22Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-12T23:09:17Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-12T21:31:06Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-12T21:30:36Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-12T19:04:40Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-12T19:04:31Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-12T17:10:30Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-12T17:09:55Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-12T09:43:14Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-12T03:26:56Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-12T03:26:32Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-12T02:50:36Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-12T02:49:59Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-12T00:25:44Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-12T00:25:44Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-12T00:25:17Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
2025-07-11T20:49:19Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,SCREEN_TOUCH,Amazon.com
2025-07-11T20:48:50Z,G0016T03101203AQ,Ereader,United States,4417610025_release_5.18.1,DEFAULT,deviceAction,Not Available,Amazon.com
