created_timestamp,preferred_marketplace,country,device_family,ASIN,wakeup_reason,time_in_hibernate_ms
2023-05-01T08:42:41Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,86309000
2023-05-26T08:42:22Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,12597000
2023-06-13T22:15:02Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,48642000
2023-04-01T22:16:55Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,3861000
2023-02-02T07:33:18Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,7811000
2023-03-25T18:29:08Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,8251000
2023-04-07T03:54:36Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,68865000
2023-05-12T21:05:17Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,14641000
2023-07-01T07:57:09Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,29178000
2023-04-15T04:40:24Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,16700000
2022-12-22T06:00:45Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,11950000
2023-01-16T04:04:49Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,71906000
2023-02-17T04:03:34Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,71843000
2023-02-07T07:32:38Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,22906000
2023-05-06T19:46:50Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,39638000
2023-04-03T08:34:39Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,10048000
2023-05-29T15:59:22Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,26109000
2023-05-20T08:31:38Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,7399000
2023-01-20T07:13:41Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,83226000
2023-04-24T22:21:20Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,11253000
2022-12-22T00:54:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,60392000
2023-06-18T07:51:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,83231000
2022-12-18T22:33:20Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,51980000
2023-07-27T08:42:23Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,10471000
2023-07-09T04:12:14Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,70048000
2023-05-16T20:42:32Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,42992000
2023-02-06T23:56:50Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,57034000
2023-03-09T19:22:29Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,682000
2023-01-26T04:42:52Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,19098000
2023-05-22T02:43:35Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,9983000
2023-02-17T08:04:29Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,8745000
2023-02-09T04:16:45Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,17685000
2023-01-24T08:04:37Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,86228000
2022-12-13T04:25:08Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,72990000
2022-12-24T21:34:54Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,1861000
2023-05-13T20:02:24Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,40699000
2023-03-27T03:59:09Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,69313000
2023-06-14T23:01:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,51453000
2023-07-29T01:21:20Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,19579000
2023-04-16T18:22:46Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,34759000
2023-02-12T06:27:12Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,80325000
2023-07-23T19:52:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,40111000
2023-04-08T04:22:37Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,30774000
2023-03-20T20:42:20Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,42946000
2023-07-03T19:58:07Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,40432000
2023-01-25T21:53:59Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,49675000
2023-06-29T02:44:57Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,5383000
2023-03-11T21:33:01Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,9960000
2023-07-19T02:07:27Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,62596000
2023-02-23T19:37:59Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,41387000
2023-05-07T04:09:29Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,24952000
2023-03-11T04:56:50Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,14656000
2023-02-06T07:02:23Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,44644000
2023-02-03T03:57:00Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,16385000
2023-03-01T19:53:00Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,42332000
2023-04-28T03:35:39Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,14149000
2023-07-24T03:48:35Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,23132000
2023-05-28T04:04:15Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,15910000
2023-03-06T08:04:36Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,86219000
2023-03-31T04:18:18Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,70467000
2023-06-30T02:57:04Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,16034000
2022-12-05T08:04:25Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,7752000
2023-04-10T23:43:46Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,1377000
2023-01-30T21:30:27Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,48116000
2023-04-22T03:55:09Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,68925000
2023-06-27T08:05:40Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,11749000
2023-03-23T21:16:27Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,44925000
2023-06-15T23:18:17Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,4899000
2023-03-22T08:27:04Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,11630000
2022-12-26T20:57:12Z,www.amazon.com,US,Kindle E-reader,Not Available,USB plug in,21181000
2023-06-21T07:55:55Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,10356000
2023-01-09T04:37:04Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,73844000
2023-06-16T18:54:47Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,36622000
2023-06-27T02:51:59Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,13513000
2023-05-23T21:30:07Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,45769000
2023-05-22T07:24:35Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,8915000
2023-05-09T21:50:18Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,47160000
2023-06-24T13:07:23Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,15801000
2022-12-30T08:04:37Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,86168000
2023-06-07T07:07:19Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,8578000
2022-12-27T04:17:46Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,7994000
2023-06-13T01:23:22Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,59943000
2023-07-20T02:25:58Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,63703000
2023-06-12T08:20:38Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,10771000
2023-03-29T23:50:47Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,5587000
2023-06-03T03:25:25Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,67117000
2023-03-17T06:39:13Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,6071000
2023-02-11T08:04:35Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,86188000
2023-03-28T07:04:04Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,80385000
2023-04-09T03:59:08Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,69284000
2023-06-29T10:39:10Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,6897000
2023-07-03T07:51:58Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,10939000
2023-03-24T22:23:38Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,49162000
2023-01-02T23:21:10Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,54892000
2023-05-12T08:17:05Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,14664000
2023-07-05T20:21:39Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,41784000
2023-04-30T07:06:11Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,11035000
2023-04-13T08:17:09Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,9187000
2023-05-17T08:29:10Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,11430000
2023-07-27T19:36:04Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,39098000
2022-12-24T17:09:43Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,32626000
2023-03-13T03:50:54Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,20575000
2022-12-11T07:12:00Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,83016000
2023-04-27T07:00:45Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,8807000
2023-03-29T16:14:26Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,13869000
2022-12-27T09:21:21Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,4523000
2023-07-27T04:08:27Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,21884000
2023-02-16T04:50:58Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,19094000
2022-12-23T18:25:53Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,37180000
2023-02-02T03:22:02Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,22009000
2023-02-27T08:04:26Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,8090000
2023-01-30T08:04:37Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,86186000
2023-04-01T04:55:21Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,23781000
2022-12-26T13:35:34Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,7382000
2023-07-04T08:08:50Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,11202000
2023-03-19T04:48:25Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,72248000
2023-03-14T22:08:47Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,48268000
2023-03-04T03:24:03Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,19880000
2023-06-16T08:42:25Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,29838000
2023-03-12T20:26:58Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,44455000
2023-02-15T05:00:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,12512000
2023-05-08T19:25:02Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,38451000
2023-04-12T00:28:27Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,56529000
2023-07-07T07:58:32Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,12701000
2023-06-27T22:44:11Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,3638000
2023-03-22T03:52:15Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,68866000
2023-06-23T08:42:25Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,13406000
2023-02-14T01:41:38Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,11780000
2023-05-15T07:07:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,7804000
2023-04-19T03:55:17Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,18380000
2023-02-26T08:04:36Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,86132000
2023-03-16T08:20:43Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,14588000
2023-04-09T23:05:46Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,10257000
2023-01-31T22:20:23Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,51249000
2023-07-28T03:02:41Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,21321000
2022-12-05T00:44:34Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,59903000
2023-07-17T03:40:41Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,18062000
2023-01-10T08:04:36Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,86176000
2023-04-30T02:48:48Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,3478000
2023-06-09T08:42:41Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,86299000
2023-05-16T04:27:15Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,22779000
2023-05-18T03:45:00Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,68437000
2023-07-29T08:42:25Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,19982000
2023-05-27T08:42:27Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,9875000
2023-04-26T20:35:01Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,42655000
2023-05-27T17:58:58Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,33152000
2023-01-28T04:26:47Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,18194000
2023-02-20T07:59:52Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,8703000
2023-07-20T08:20:31Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,15141000
2023-01-29T07:19:54Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,83634000
2022-12-04T04:49:07Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,60879000
2023-06-19T07:08:35Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,18483000
2023-06-04T07:53:52Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,47738000
2023-03-21T04:20:09Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,21777000
2023-06-02T07:13:44Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,80932000
2023-04-02T03:33:54Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,9427000
2022-12-26T09:52:45Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,6400000
2023-06-07T02:55:12Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,65282000
2023-01-31T08:04:15Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,7771000
2023-05-05T02:36:11Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,64306000
2023-01-21T07:38:02Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,84703000
2022-12-29T05:26:24Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,76824000
2023-01-25T05:16:24Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,19277000
2023-04-26T02:42:49Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,4717000
2023-06-15T19:24:18Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,38297000
2023-03-10T05:03:01Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,14816000
2023-05-27T04:22:50Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,24586000
2023-07-04T19:04:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,37210000
2023-06-05T07:45:48Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,82883000
2023-02-13T19:13:07Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,39898000
2022-12-27T17:56:15Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,24939000
2023-06-17T08:18:58Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,39327000
2023-06-15T01:49:50Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,475000
2023-03-13T21:44:53Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,46742000
2023-05-10T07:44:35Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,28630000
2023-04-10T21:45:08Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,46850000
2023-03-25T15:07:55Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,23019000
2023-02-02T21:55:00Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,49738000
2023-05-25T08:32:49Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,9649000
2023-04-05T03:24:18Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,67080000
2023-02-21T15:38:55Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,27169000
2023-07-06T11:38:44Z,www.amazon.com,US,Kindle E-reader,Not Available,USB plug in,10318000
2023-01-15T04:55:26Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,74904000
2023-02-08T22:12:52Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,50682000
2023-06-23T21:21:52Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,1979000
2023-01-17T04:27:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,73165000
2023-01-12T04:26:46Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,20162000
2023-07-10T08:42:32Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,13677000
2023-07-26T20:29:04Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,42286000
2023-06-24T02:24:40Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,12903000
2023-04-24T16:01:35Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,26230000
2023-05-29T04:37:49Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,12606000
2023-01-08T04:41:38Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,74103000
2023-07-16T21:15:24Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,44919000
2023-03-16T02:33:47Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,64113000
2023-05-08T07:49:27Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,8868000
2023-04-28T22:49:29Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,3110000
2022-12-02T21:10:44Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,46941000
2023-04-26T07:56:39Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,12212000
2023-01-03T04:28:53Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,13451000
2022-12-10T07:46:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,85145000
2023-07-18T02:57:51Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,16115000
2023-03-20T01:56:26Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,61921000
2023-07-16T03:12:59Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,66407000
2023-05-06T05:10:22Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,73406000
2023-02-08T08:04:36Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,86271000
2023-04-01T19:43:35Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,39558000
2023-04-13T22:09:12Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,8377000
2022-12-07T04:06:53Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,71945000
2023-05-20T03:43:35Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,68214000
2023-06-14T03:43:14Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,14502000
2023-06-28T07:52:10Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,9501000
2023-07-21T03:15:45Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,66680000
2023-04-11T07:58:44Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,10047000
2023-02-23T07:31:32Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,84332000
2023-03-25T05:49:08Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,22748000
2023-04-20T19:25:51Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,38491000
2023-02-25T04:27:14Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,73266000
2022-12-08T04:33:19Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,73588000
2023-03-14T01:08:17Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,5910000
2023-05-18T08:22:52Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,10174000
2023-07-18T08:00:38Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,9619000
2023-05-11T02:50:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,65063000
2023-03-05T07:52:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,7281000
2023-02-05T08:04:26Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,8644000
2023-03-23T07:49:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,83131000
2023-06-11T08:42:43Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,86296000
2023-04-18T21:23:07Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,45470000
2023-03-26T07:44:40Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,9837000
2023-07-06T08:40:04Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,12630000
2023-03-20T07:37:39Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,10285000
2023-04-17T20:37:21Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,42749000
2023-04-25T03:07:14Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,11419000
2023-09-09T14:25:38Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,20480000
2023-10-17T03:17:37Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,66585000
2023-08-18T18:24:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,34812000
2023-09-01T08:42:24Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,14295000
2024-03-15T16:23:25Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,28784000
2024-07-10T03:44:29Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,12402000
2023-08-07T03:26:04Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,67288000
2023-10-06T20:17:29Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,41424000
2023-10-02T23:15:06Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,52045000
2023-09-24T07:51:34Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,7483000
2023-10-20T21:45:17Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,46678000
2024-07-16T07:03:55Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,8156000
2023-10-04T08:42:11Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,22550000
2023-08-02T08:05:37Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,84071000
2023-09-04T16:15:41Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,27093000
2023-09-22T08:42:22Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,15366000
2023-09-20T21:53:02Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,47123000
2023-09-24T03:23:44Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,61501000
2024-04-30T03:20:15Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,18206000
2023-10-01T00:01:19Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,10756000
2023-10-21T08:42:28Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,9346000
2023-10-13T08:06:39Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,29245000
2023-08-28T02:12:20Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,62878000
2023-09-28T21:23:13Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,26416000
2024-07-15T21:24:30Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,1175000
2023-10-09T08:42:40Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for Periodical download,86124000
2023-09-07T17:59:14Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,33300000
2023-08-20T08:11:59Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,84467000
2023-09-16T03:03:35Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,65781000
2023-10-12T19:00:54Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,3676000
2023-09-26T22:29:12Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,49494000
2024-07-27T17:02:01Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,29422000
2023-08-17T08:39:06Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,85909000
2023-09-21T21:02:45Z,www.amazon.com,US,Kindle E-reader,Not Available,Power button pressed,44292000
2023-09-26T07:26:40Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,8717000
2023-11-18T07:12:58Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,82760000
2023-08-13T07:58:49Z,www.amazon.com,US,Kindle E-reader,Not Available,Wakeup for ad rotation,83482000
