created_timestamp,preferred_marketplace,country,device_family,ASIN,ads_or_recommendations_type,ads_or_recommendations_asin,ad_or_recommendation_location,ad_or_recommendation_position
2024-02-28T08:11:28Z,www.amazon.com,US,Kindle E-reader,B0C1YCKNK1,Recommended for You Recommendation,B0BHTPR5BK,Lockscreen,Lockscreen
2024-05-10T03:56:42Z,www.amazon.com,US,Kindle E-reader,B0CDKLBD2W,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-04-25T07:04:10Z,www.amazon.com,US,Kindle E-reader,B0C772ZLMQ,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-05-27T17:09:46Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B0CJ9TSSYB,Lockscreen,Lockscreen
2024-02-21T22:06:04Z,www.amazon.com,US,Kindle E-reader,B0044781ZQ,Recommended for You Recommendation,B0BHTPR5BK,Lockscreen,Lockscreen
2023-10-05T04:00:34Z,www.amazon.com,US,Kindle E-reader,B0BP66G6B7,Recommended for You Recommendation,B0BQGJDHG5,Lockscreen,Lockscreen
2024-05-27T20:33:44Z,www.amazon.com,US,Kindle E-reader,B0CJ9TSSYB,More by Author Recommendation,B0CJ9TSSYB,Lockscreen,Lockscreen
2024-02-21T07:47:03Z,www.amazon.com,US,Kindle E-reader,B0044781ZQ,Recommended for You Recommendation,B0C1YHGQN1,Lockscreen,Lockscreen
2024-07-25T03:58:43Z,www.amazon.com,US,Kindle E-reader,B0C7729CF8,More by Author Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2024-06-23T08:04:43Z,www.amazon.com,US,Kindle E-reader,9AB16AE6EC24449DBFB06E5EB1561B67,More by Author Recommendation,B0BWGKNK7G,Lockscreen,Lockscreen
2024-01-31T22:08:09Z,www.amazon.com,US,Kindle E-reader,B0C592RHNC,More by Author Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2023-10-02T23:19:45Z,www.amazon.com,US,Kindle E-reader,B0BQLKNTYR,More by Author Recommendation,B0BQLKNTYR,Lockscreen,Lockscreen
2023-09-17T07:20:47Z,www.amazon.com,US,Kindle E-reader,B0BTVBH6G3,More by Author Recommendation,B074ZNXKN9,Lockscreen,Lockscreen
2023-08-03T05:08:04Z,www.amazon.com,US,Kindle E-reader,B084G9Z5C3,Recommended for You Recommendation,B0BC1R9ZT5,Lockscreen,Lockscreen
2024-03-29T17:47:32Z,www.amazon.com,US,Kindle E-reader,B0BTZRQHJM,Recommended for You Recommendation,B0BTX6JH7S,Lockscreen,Lockscreen
2024-01-30T08:11:27Z,www.amazon.com,US,Kindle E-reader,B0C592RHNC,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2024-01-22T21:35:44Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,Recommended for You Recommendation,B098PW8NP8,Lockscreen,Lockscreen
2024-07-16T07:03:56Z,www.amazon.com,US,Kindle E-reader,15072C88D12543BE9BF38E06D831641A,,,Lockscreen,Lockscreen
2024-02-23T07:26:08Z,www.amazon.com,US,Kindle E-reader,B0B72HGHW8,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-02-19T07:53:19Z,www.amazon.com,US,Kindle E-reader,B0044781ZQ,Recommended for You Recommendation,B0B9SNVC11,Lockscreen,Lockscreen
2024-04-30T08:05:47Z,www.amazon.com,US,Kindle E-reader,B092T8QDYW,Recommended for You Recommendation,B0C1Y9RMLR,Lockscreen,Lockscreen
2023-10-04T08:42:12Z,www.amazon.com,US,Kindle E-reader,B0BP66G6B7,Recommended for You Recommendation,B0B7R4Q5DJ,Lockscreen,Lockscreen
2024-07-21T08:30:29Z,www.amazon.com,US,Kindle E-reader,B0C7729CF8,,B0C5N9CZZ9,Lockscreen,Lockscreen
2024-01-15T18:56:43Z,www.amazon.com,US,Kindle E-reader,B08TF1VTGX,Recommended for You Recommendation,B0BDMPQ2FC,Lockscreen,Lockscreen
2023-12-20T05:21:38Z,www.amazon.com,US,Kindle E-reader,B0B399L6KP,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2023-12-26T07:38:01Z,www.amazon.com,US,Kindle E-reader,B09Y467GZY,More by Author Recommendation,B08BYCWK6T,Lockscreen,Lockscreen
2024-07-20T19:09:49Z,www.amazon.com,US,Kindle E-reader,B0C7729CF8,,,Lockscreen,Lockscreen
2024-01-25T07:03:34Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,Recommended for You Recommendation,B0BDMPQ2FC,Lockscreen,Lockscreen
2023-08-14T03:33:49Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,More by Author Recommendation,B09F5TTB2G,Lockscreen,Lockscreen
2024-02-12T05:27:59Z,www.amazon.com,US,Kindle E-reader,B0BDMPQ2FC,Recommended for You Recommendation,B0B9SNVC11,Lockscreen,Lockscreen
2024-07-13T19:41:44Z,www.amazon.com,US,Kindle E-reader,2C4B5A07F41247DAAF830F1590836876,,B0CGBC94N4,Lockscreen,Lockscreen
2024-05-04T18:06:42Z,www.amazon.com,US,Kindle E-reader,B0CDKLBD2W,Recommended for You Recommendation,B0C8MGS6GR,Lockscreen,Lockscreen
2024-05-20T03:51:23Z,www.amazon.com,US,Kindle E-reader,B081914PR7,Recommended for You Recommendation,B0CDB5F53V,Lockscreen,Lockscreen
2024-02-12T22:54:05Z,www.amazon.com,US,Kindle E-reader,B0BDMPQ2FC,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2023-12-14T05:03:04Z,www.amazon.com,US,Kindle E-reader,B0B9SN8K6H,Recommended for You Recommendation,B0C3ZJKK4H,Lockscreen,Lockscreen
2024-03-23T16:29:37Z,www.amazon.com,US,Kindle E-reader,Not Available,Recommended for You Recommendation,B0BXTB6HSN,Lockscreen,Lockscreen
2024-05-30T03:28:54Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B015XAEWCI,Lockscreen,Lockscreen
2024-02-01T05:28:42Z,www.amazon.com,US,Kindle E-reader,B0C592RHNC,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2023-12-18T07:39:31Z,www.amazon.com,US,Kindle E-reader,B08FGV64B1,Recommended for You Recommendation,B0BTX6JH7S,Lockscreen,Lockscreen
2023-11-12T08:11:31Z,www.amazon.com,US,Kindle E-reader,B0BR511292,Recommended for You Recommendation,B077J7SNNP,Lockscreen,Lockscreen
2023-08-07T04:50:32Z,www.amazon.com,US,Kindle E-reader,B0BH4QWM85,More by Author Recommendation,B00TYTGJ08,Lockscreen,Lockscreen
2024-07-26T03:42:04Z,www.amazon.com,US,Kindle E-reader,B0CH1NHWNW,More by Author Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2024-01-09T23:18:13Z,www.amazon.com,US,Kindle E-reader,B000JMKNV0,Recommended for You Recommendation,B0BHTPR5BK,Lockscreen,Lockscreen
2024-07-01T03:20:28Z,www.amazon.com,US,Kindle E-reader,9AB16AE6EC24449DBFB06E5EB1561B67,More by Author Recommendation,B0BWGKNK7G,Lockscreen,Lockscreen
2024-02-03T07:36:58Z,www.amazon.com,US,Kindle E-reader,B0C592RHNC,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2023-12-22T04:53:50Z,www.amazon.com,US,Kindle E-reader,B09Y467GZY,Recommended for You Recommendation,B0BR4YVRSD,Lockscreen,Lockscreen
2023-12-21T08:11:29Z,www.amazon.com,US,Kindle E-reader,B09Y467GZY,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-02-09T04:51:40Z,www.amazon.com,US,Kindle E-reader,B0B72HGHW8,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2023-09-25T03:56:35Z,www.amazon.com,US,Kindle E-reader,B0BJNKTFGH,Recommended for You Recommendation,B0BP66G6B7,Lockscreen,Lockscreen
2024-04-26T03:51:18Z,www.amazon.com,US,Kindle E-reader,B0C772ZLMQ,Recommended for You Recommendation,B0C1Y9RMLR,Lockscreen,Lockscreen
2024-07-07T08:05:58Z,www.amazon.com,US,Kindle E-reader,C36A14E8EC2F4079AD3377ED35C616AE,,,Lockscreen,Lockscreen
2023-10-23T03:40:36Z,www.amazon.com,US,Kindle E-reader,B09BV2JNWV,Recommended for You Recommendation,B0BWL68F6D,Lockscreen,Lockscreen
2024-05-06T06:15:46Z,www.amazon.com,US,Kindle E-reader,B0C4PX8RD7,Recommended for You Recommendation,B0C8MGS6GR,Lockscreen,Lockscreen
2023-11-01T00:25:53Z,www.amazon.com,US,Kindle E-reader,B0CHWJCN94,Recommended for You Recommendation,B0B7R4Q5DJ,Lockscreen,Lockscreen
2024-01-29T02:11:29Z,www.amazon.com,US,Kindle E-reader,B0C3C886FY,More by Author Recommendation,B0BWV9LM3J,Lockscreen,Lockscreen
2024-06-20T21:55:52Z,www.amazon.com,US,Kindle E-reader,096E674F00DC4192A0B7E99C3AB4A388,More by Author Recommendation,B07ZKN475X,Lockscreen,Lockscreen
2023-10-20T22:21:35Z,www.amazon.com,US,Kindle E-reader,B09BV2JNWV,More by Author Recommendation,B07BJFRWMR,Lockscreen,Lockscreen
2024-05-23T07:02:04Z,www.amazon.com,US,Kindle E-reader,B07QN87LQB,More by Author Recommendation,B015XFK4ZC,Lockscreen,Lockscreen
2024-02-07T08:11:29Z,www.amazon.com,US,Kindle E-reader,B09LHBX5KV,Recommended for You Recommendation,B0CLQVQSVL,Lockscreen,Lockscreen
2024-07-19T04:20:47Z,www.amazon.com,US,Kindle E-reader,B0C7729CF8,,,Lockscreen,Lockscreen
2024-01-15T08:11:29Z,www.amazon.com,US,Kindle E-reader,B07WG8L7WC,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2023-11-08T07:46:59Z,www.amazon.com,US,Kindle E-reader,B07CWDMQ45,Recommended for You Recommendation,B0BTVBNBPS,Lockscreen,Lockscreen
2023-12-21T18:59:56Z,www.amazon.com,US,Kindle E-reader,B09Y467GZY,Recommended for You Recommendation,B0B7R4Q5DJ,Lockscreen,Lockscreen
2023-12-31T05:04:29Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B092T8Z86W,Lockscreen,Lockscreen
2024-04-03T00:09:36Z,www.amazon.com,US,Kindle E-reader,B008J2G5Y6,Recommended for You Recommendation,B0C1X61S1F,Lockscreen,Lockscreen
2024-02-13T03:43:19Z,www.amazon.com,US,Kindle E-reader,B0BDMPQ2FC,Recommended for You Recommendation,B0B9SNVC11,Lockscreen,Lockscreen
2023-11-04T06:03:37Z,www.amazon.com,US,Kindle E-reader,B0BPX7SF89,Recommended for You Recommendation,B0BTVBNBPS,Lockscreen,Lockscreen
2023-11-03T08:13:23Z,www.amazon.com,US,Kindle E-reader,B0BPX7SF89,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2024-05-24T17:47:56Z,www.amazon.com,US,Kindle E-reader,B07QN87LQB,More by Author Recommendation,B004VSV7FY,Lockscreen,Lockscreen
2024-07-29T07:03:55Z,www.amazon.com,US,Kindle E-reader,B078R46LCY,More by Author Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2023-09-28T21:45:41Z,www.amazon.com,US,Kindle E-reader,B0BJNKTFGH,More by Author Recommendation,B00JI48X76,Lockscreen,Lockscreen
2024-07-31T21:51:29Z,www.amazon.com,US,Kindle E-reader,9CF67106DC3A4A8F90A685EE6DAA2B9F,More by Author Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2024-01-12T20:11:59Z,www.amazon.com,US,Kindle E-reader,Not Available,Recommended for You Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2024-07-12T08:11:41Z,www.amazon.com,US,Kindle E-reader,2C4B5A07F41247DAAF830F1590836876,,,Lockscreen,Lockscreen
2024-07-08T07:04:04Z,www.amazon.com,US,Kindle E-reader,C36A14E8EC2F4079AD3377ED35C616AE,,,Lockscreen,Lockscreen
2024-07-24T04:07:28Z,www.amazon.com,US,Kindle E-reader,B0C7729CF8,More by Author Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2023-08-18T00:57:10Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,Recommended for You Recommendation,B0B7R4Q5DJ,Lockscreen,Lockscreen
2024-01-25T06:18:49Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,More by Author Recommendation,B0BH4QWM85,Lockscreen,Lockscreen
2023-12-26T08:15:16Z,www.amazon.com,US,Kindle E-reader,B09Y467GZY,More by Author Recommendation,B0C2MYN135,Lockscreen,Lockscreen
2024-07-28T03:46:51Z,www.amazon.com,US,Kindle E-reader,9CF67106DC3A4A8F90A685EE6DAA2B9F,More by Author Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2024-07-08T22:22:40Z,www.amazon.com,US,Kindle E-reader,2C4B5A07F41247DAAF830F1590836876,,,Lockscreen,Lockscreen
2023-10-11T01:20:13Z,www.amazon.com,US,Kindle E-reader,B0CBW58P3J,Recommended for You Recommendation,B0BZ3G72ST,Lockscreen,Lockscreen
2023-10-12T21:13:46Z,www.amazon.com,US,Kindle E-reader,B09BV2JNWV,Recommended for You Recommendation,B0BWGJ8WQB,Lockscreen,Lockscreen
2023-08-23T04:07:59Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,More by Author Recommendation,B08T6CL58V,Lockscreen,Lockscreen
2024-04-16T08:05:55Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,More by Author Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2024-05-28T03:38:14Z,www.amazon.com,US,Kindle E-reader,B07QN87LQB,More by Author Recommendation,B0CJ9TSSYB,Lockscreen,Lockscreen
2024-06-26T05:47:35Z,www.amazon.com,US,Kindle E-reader,9AB16AE6EC24449DBFB06E5EB1561B67,More by Author Recommendation,B07ZKN475X,Lockscreen,Lockscreen
2023-08-05T07:52:23Z,www.amazon.com,US,Kindle E-reader,B0BG13PH57,Recommended for You Recommendation,B0BC1R9ZT5,Lockscreen,Lockscreen
2024-03-05T07:17:07Z,www.amazon.com,US,Kindle E-reader,B0C7RPT9B3,Recommended for You Recommendation,B0BXTB6HSN,Lockscreen,Lockscreen
2024-06-07T07:04:08Z,www.amazon.com,US,Kindle E-reader,B0B3Y9JVMK,More by Author Recommendation,B015XAEXPO,Lockscreen,Lockscreen
2024-06-01T18:07:12Z,www.amazon.com,US,Kindle E-reader,B09X34KMRM,More by Author Recommendation,B015XAEWCI,Lockscreen,Lockscreen
2023-09-17T08:42:20Z,www.amazon.com,US,Kindle E-reader,B0BTVBH6G3,More by Author Recommendation,B074S6D61M,Lockscreen,Lockscreen
2023-08-23T21:34:46Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,Recommended for You Recommendation,B0BH4L25VD,Lockscreen,Lockscreen
2024-06-07T21:48:16Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B015XAEWCI,Lockscreen,Lockscreen
2023-10-01T08:42:14Z,www.amazon.com,US,Kindle E-reader,B0BQLKNTYR,More by Author Recommendation,B072MZ4L7K,Lockscreen,Lockscreen
2024-06-09T17:00:50Z,www.amazon.com,US,Kindle E-reader,B0B3Y9JVMK,More by Author Recommendation,B015XAEWCI,Lockscreen,Lockscreen
2024-07-18T00:19:58Z,www.amazon.com,US,Kindle E-reader,Not Available,,,Lockscreen,Lockscreen
2024-07-06T07:04:13Z,www.amazon.com,US,Kindle E-reader,C36A14E8EC2F4079AD3377ED35C616AE,,,Lockscreen,Lockscreen
2024-06-20T04:45:25Z,www.amazon.com,US,Kindle E-reader,096E674F00DC4192A0B7E99C3AB4A388,More by Author Recommendation,B07ZKN475X,Lockscreen,Lockscreen
2023-10-21T08:42:29Z,www.amazon.com,US,Kindle E-reader,B09BV2JNWV,Recommended for You Recommendation,B0BZ3G72ST,Lockscreen,Lockscreen
2024-02-16T00:02:31Z,www.amazon.com,US,Kindle E-reader,B0044781ZQ,Recommended for You Recommendation,B0C1YHGQN1,Lockscreen,Lockscreen
2024-05-31T22:24:28Z,www.amazon.com,US,Kindle E-reader,B09X34KMRM,More by Author Recommendation,B015XAEWCI,Lockscreen,Lockscreen
2024-03-23T04:59:53Z,www.amazon.com,US,Kindle E-reader,B008J2G5Y6,Recommended for You Recommendation,B0BTX6JH7S,Lockscreen,Lockscreen
2023-10-14T07:36:39Z,www.amazon.com,US,Kindle E-reader,B09BV2JNWV,Recommended for You Recommendation,B0BP2K44KM,Lockscreen,Lockscreen
2024-06-09T00:00:28Z,www.amazon.com,US,Kindle E-reader,B0B3Y9JVMK,More by Author Recommendation,B015XAEWCI,Lockscreen,Lockscreen
2024-05-08T02:51:43Z,www.amazon.com,US,Kindle E-reader,B0C4PX8RD7,Recommended for You Recommendation,B0C8MJHNWR,Lockscreen,Lockscreen
2023-09-26T03:57:59Z,www.amazon.com,US,Kindle E-reader,B0BQLKNTYR,More by Author Recommendation,B0BQLKNTYR,Lockscreen,Lockscreen
2023-12-05T07:48:46Z,www.amazon.com,US,Kindle E-reader,B0C5LRCM2F,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2023-09-13T08:41:04Z,www.amazon.com,US,Kindle E-reader,B0BKKVQPLB,More by Author Recommendation,B0BKKVQPLB,Lockscreen,Lockscreen
2023-12-23T08:11:27Z,www.amazon.com,US,Kindle E-reader,B09Y467GZY,Recommended for You Recommendation,B0B7R4Q5DJ,Lockscreen,Lockscreen
2024-03-09T02:13:25Z,www.amazon.com,US,Kindle E-reader,B0BJP5QFFM,Recommended for You Recommendation,B0C1X61S1F,Lockscreen,Lockscreen
2024-06-08T08:45:08Z,www.amazon.com,US,Kindle E-reader,B0B3Y9JVMK,More by Author Recommendation,B015XAEWCI,Lockscreen,Lockscreen
2023-09-29T04:01:36Z,www.amazon.com,US,Kindle E-reader,B0BQLKNTYR,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2024-05-26T15:30:13Z,www.amazon.com,US,Kindle E-reader,B0CJ9TSSYB,More by Author Recommendation,B015XAEWCI,Lockscreen,Lockscreen
2024-02-02T05:59:44Z,www.amazon.com,US,Kindle E-reader,B0C592RHNC,Recommended for You Recommendation,B0BHTPR5BK,Lockscreen,Lockscreen
2023-12-13T08:11:27Z,www.amazon.com,US,Kindle E-reader,B0B9SN8K6H,Recommended for You Recommendation,B0BTX6JH7S,Lockscreen,Lockscreen
2024-04-04T00:26:52Z,www.amazon.com,US,Kindle E-reader,B0BXTB6HSN,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-05-09T07:04:06Z,www.amazon.com,US,Kindle E-reader,B0CDKLBD2W,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2023-10-20T03:32:33Z,www.amazon.com,US,Kindle E-reader,B09BV2JNWV,More by Author Recommendation,B09KS7K5FK,Lockscreen,Lockscreen
2024-01-25T22:06:19Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,Recommended for You Recommendation,B0BR4YVRSD,Lockscreen,Lockscreen
2024-04-23T07:04:05Z,www.amazon.com,US,Kindle E-reader,B0C772ZLMQ,Recommended for You Recommendation,B00V39P8K4,Lockscreen,Lockscreen
2024-01-18T05:16:40Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2024-07-16T08:19:22Z,www.amazon.com,US,Kindle E-reader,15072C88D12543BE9BF38E06D831641A,,,Lockscreen,Lockscreen
2023-08-16T08:19:35Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,More by Author Recommendation,B00457X7V8,Lockscreen,Lockscreen
2024-07-06T20:28:42Z,www.amazon.com,US,Kindle E-reader,C36A14E8EC2F4079AD3377ED35C616AE,,,Lockscreen,Lockscreen
2024-02-01T07:21:20Z,www.amazon.com,US,Kindle E-reader,B0C592RHNC,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2024-07-23T20:54:03Z,www.amazon.com,US,Kindle E-reader,Not Available,,,Lockscreen,Lockscreen
2023-11-04T19:41:32Z,www.amazon.com,US,Kindle E-reader,B0BPX7SF89,Recommended for You Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2024-04-02T23:26:58Z,www.amazon.com,US,Kindle E-reader,B008J2G5Y6,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2023-12-17T07:17:01Z,www.amazon.com,US,Kindle E-reader,B08FGV64B1,Recommended for You Recommendation,B0C3ZJKK4H,Lockscreen,Lockscreen
2024-06-17T04:48:14Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B0BWGKNK7G,Lockscreen,Lockscreen
2023-09-16T08:42:32Z,www.amazon.com,US,Kindle E-reader,B0BTVBH6G3,More by Author Recommendation,B074ZNXKN9,Lockscreen,Lockscreen
2023-09-19T08:42:33Z,www.amazon.com,US,Kindle E-reader,B0BTVBH6G3,More by Author Recommendation,B074ZNXKN9,Lockscreen,Lockscreen
2023-10-18T07:13:05Z,www.amazon.com,US,Kindle E-reader,B09BV2JNWV,Recommended for You Recommendation,B0B7R4Q5DJ,Lockscreen,Lockscreen
2024-04-24T03:18:02Z,www.amazon.com,US,Kindle E-reader,B0C772ZLMQ,More by Author Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2024-06-28T08:06:02Z,www.amazon.com,US,Kindle E-reader,9AB16AE6EC24449DBFB06E5EB1561B67,More by Author Recommendation,B07ZKN475X,Lockscreen,Lockscreen
2023-09-25T03:07:05Z,www.amazon.com,US,Kindle E-reader,B0BQLKNTYR,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2023-08-28T20:34:02Z,www.amazon.com,US,Kindle E-reader,B093R2CP2V,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2024-07-26T19:30:18Z,www.amazon.com,US,Kindle E-reader,B0CH1NHWNW,More by Author Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2023-09-26T01:56:38Z,www.amazon.com,US,Kindle E-reader,B0BQLKNTYR,Recommended for You Recommendation,B0BR4YVRSD,Lockscreen,Lockscreen
2024-03-07T05:14:03Z,www.amazon.com,US,Kindle E-reader,B0C7RPT9B3,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2023-12-02T08:11:28Z,www.amazon.com,US,Kindle E-reader,B0C5LRCM2F,Recommended for You Recommendation,B0BQJV98KB,Lockscreen,Lockscreen
2024-03-23T08:06:03Z,www.amazon.com,US,Kindle E-reader,B008J2G5Y6,Recommended for You Recommendation,B0C1X61S1F,Lockscreen,Lockscreen
2024-02-28T04:35:57Z,www.amazon.com,US,Kindle E-reader,B0C1YCKNK1,Recommended for You Recommendation,B0BKJJR25K,Lockscreen,Lockscreen
2024-07-08T02:12:01Z,www.amazon.com,US,Kindle E-reader,C36A14E8EC2F4079AD3377ED35C616AE,,,Lockscreen,Lockscreen
2024-02-17T20:46:18Z,www.amazon.com,US,Kindle E-reader,B0044781ZQ,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-01-29T14:51:48Z,www.amazon.com,US,Kindle E-reader,Not Available,Recommended for You Recommendation,B0BDMPQ2FC,Lockscreen,Lockscreen
2024-05-27T22:08:09Z,www.amazon.com,US,Kindle E-reader,B0CJ9TSSYB,More by Author Recommendation,B0CJ9TSSYB,Lockscreen,Lockscreen
2024-01-11T05:05:59Z,www.amazon.com,US,Kindle E-reader,B0927NRBFB,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2024-06-30T02:44:54Z,www.amazon.com,US,Kindle E-reader,9AB16AE6EC24449DBFB06E5EB1561B67,More by Author Recommendation,B07ZKN475X,Lockscreen,Lockscreen
2023-08-04T07:05:33Z,www.amazon.com,US,Kindle E-reader,B0BH4QWM85,Recommended for You Recommendation,B0B3YC57XP,Lockscreen,Lockscreen
2024-07-21T05:07:15Z,www.amazon.com,US,Kindle E-reader,B0C7729CF8,,,Lockscreen,Lockscreen
2023-10-22T05:04:18Z,www.amazon.com,US,Kindle E-reader,B09BV2JNWV,More by Author Recommendation,B07BJFRWMR,Lockscreen,Lockscreen
2023-08-27T04:00:29Z,www.amazon.com,US,Kindle E-reader,B092T947PJ,More by Author Recommendation,B0BHY38ZPH,Lockscreen,Lockscreen
2024-02-16T08:00:23Z,www.amazon.com,US,Kindle E-reader,B0044781ZQ,Recommended for You Recommendation,B0B9SNVC11,Lockscreen,Lockscreen
2023-12-15T03:45:52Z,www.amazon.com,US,Kindle E-reader,B0B9SN8K6H,More by Author Recommendation,B0BXLM3JSF,Lockscreen,Lockscreen
2024-05-30T03:37:24Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B015XFK4WU,Lockscreen,Lockscreen
2023-12-01T07:08:27Z,www.amazon.com,US,Kindle E-reader,B0BR511292,Recommended for You Recommendation,B0BQJV98KB,Lockscreen,Lockscreen
2024-01-30T05:03:50Z,www.amazon.com,US,Kindle E-reader,B0C592RHNC,More by Author Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2023-11-22T23:27:18Z,www.amazon.com,US,Kindle E-reader,Not Available,Recommended for You Recommendation,B0BTX6JH7S,Lockscreen,Lockscreen
2023-08-19T04:47:12Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,Recommended for You Recommendation,B0BKKVQPLB,Lockscreen,Lockscreen
2023-11-16T08:11:28Z,www.amazon.com,US,Kindle E-reader,B07CWDMQ45,Recommended for You Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2024-07-24T20:13:32Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2023-09-15T08:24:12Z,www.amazon.com,US,Kindle E-reader,B09721CTG1,More by Author Recommendation,B074S6D61M,Lockscreen,Lockscreen
2024-05-06T07:04:06Z,www.amazon.com,US,Kindle E-reader,B0C4PX8RD7,Recommended for You Recommendation,B00F19LJY6,Lockscreen,Lockscreen
2023-08-25T03:08:15Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,Recommended for You Recommendation,B0BKJKB1LL,Lockscreen,Lockscreen
2024-03-20T04:44:40Z,www.amazon.com,US,Kindle E-reader,B0BWGKNK7G,More by Author Recommendation,B06XJXKT3X,Lockscreen,Lockscreen
2023-12-14T07:13:04Z,www.amazon.com,US,Kindle E-reader,B0B9SN8K6H,Recommended for You Recommendation,B0BTX6JH7S,Lockscreen,Lockscreen
2024-02-15T08:11:28Z,www.amazon.com,US,Kindle E-reader,B0044781ZQ,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-01-31T08:11:28Z,www.amazon.com,US,Kindle E-reader,B0C592RHNC,Recommended for You Recommendation,B0B3Y5Q75C,Lockscreen,Lockscreen
2023-11-06T23:14:50Z,www.amazon.com,US,Kindle E-reader,B07CWDMQ45,More by Author Recommendation,B0BPX7SF89,Lockscreen,Lockscreen
2024-04-20T04:17:26Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,Recommended for You Recommendation,B07K5YV7TD,Lockscreen,Lockscreen
2024-02-06T07:23:47Z,www.amazon.com,US,Kindle E-reader,B0C7RK8P8K,Recommended for You Recommendation,B0C1YCKNK1,Lockscreen,Lockscreen
2024-07-16T03:44:32Z,www.amazon.com,US,Kindle E-reader,15072C88D12543BE9BF38E06D831641A,,B0CCSXVNYG,Lockscreen,Lockscreen
2023-10-20T07:16:50Z,www.amazon.com,US,Kindle E-reader,B09BV2JNWV,Recommended for You Recommendation,B0BZ3G72ST,Lockscreen,Lockscreen
2023-11-01T04:26:24Z,www.amazon.com,US,Kindle E-reader,Not Available,Recommended for You Recommendation,B086T6MDCS,Lockscreen,Lockscreen
