created_timestamp,preferred_marketplace,country,device_family,ASIN,ads_or_recommendations_type,ads_or_recommendations_asin,ad_or_recommendation_location,ad_or_recommendation_position
2024-03-01T01:42:37Z,www.amazon.com,US,Kindle E-reader,B0C1YCKNK1,Recommended for You Recommendation,B007RMYE9M,Lockscreen,Lockscreen
2024-04-27T18:59:56Z,www.amazon.com,US,Kindle E-reader,B0C772ZLMQ,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2023-09-24T04:43:29Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B07H7BV4MN,Lockscreen,Lockscreen
2024-07-10T20:38:41Z,www.amazon.com,US,Kindle E-reader,2C4B5A07F41247DAAF830F1590836876,,,Lockscreen,Lockscreen
2024-05-31T22:04:02Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B015XAEXPO,Lockscreen,Lockscreen
2023-12-30T05:45:22Z,www.amazon.com,US,Kindle E-reader,B003XT60E0,More by Author Recommendation,B0C2MYN135,Lockscreen,Lockscreen
2023-10-17T03:56:09Z,www.amazon.com,US,Kindle E-reader,B09BV2JNWV,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-03-01T02:45:39Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2024-07-28T21:56:07Z,www.amazon.com,US,Kindle E-reader,9CF67106DC3A4A8F90A685EE6DAA2B9F,More by Author Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2024-08-02T05:20:36Z,www.amazon.com,US,Kindle E-reader,B078R46LCY,More by Author Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2024-03-01T00:45:57Z,www.amazon.com,US,Kindle E-reader,B0C1YCKNK1,Recommended for You Recommendation,B0BHTPR5BK,Lockscreen,Lockscreen
2023-12-17T05:11:03Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B0BQGHJM5L,Lockscreen,Lockscreen
2023-08-11T07:21:36Z,www.amazon.com,US,Kindle E-reader,B0BL126WSH,More by Author Recommendation,B00457X7V8,Lockscreen,Lockscreen
2023-09-28T08:42:34Z,www.amazon.com,US,Kindle E-reader,B0BJNKTFGH,More by Author Recommendation,B0BJNKTFGH,Lockscreen,Lockscreen
2023-09-04T21:55:42Z,www.amazon.com,US,Kindle E-reader,B0BKKVQPLB,Recommended for You Recommendation,B0B7R4Q5DJ,Lockscreen,Lockscreen
2023-12-13T23:22:33Z,www.amazon.com,US,Kindle E-reader,B0B9SN8K6H,Recommended for You Recommendation,B0BR4YVRSD,Lockscreen,Lockscreen
2024-01-14T08:08:45Z,www.amazon.com,US,Kindle E-reader,B08TF1VTGX,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2023-12-04T07:58:28Z,www.amazon.com,US,Kindle E-reader,B0C5LRCM2F,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2023-09-01T08:42:25Z,www.amazon.com,US,Kindle E-reader,B092T947PJ,Recommended for You Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2023-09-07T04:52:39Z,www.amazon.com,US,Kindle E-reader,B0BBC769LV,Recommended for You Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2024-04-03T00:44:32Z,www.amazon.com,US,Kindle E-reader,Not Available,Recommended for You Recommendation,B0BNM9DGT5,Lockscreen,Lockscreen
2023-10-22T07:25:49Z,www.amazon.com,US,Kindle E-reader,B09BV2JNWV,More by Author Recommendation,B09KS7K5FK,Lockscreen,Lockscreen
2024-02-09T05:08:55Z,www.amazon.com,US,Kindle E-reader,B0B72HGHW8,Recommended for You Recommendation,B0C1X8JHZ2,Lockscreen,Lockscreen
2023-09-19T03:31:08Z,www.amazon.com,US,Kindle E-reader,B0BTVBH6G3,More by Author Recommendation,B09QRNM877,Lockscreen,Lockscreen
2023-08-19T01:41:02Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,More by Author Recommendation,B08T6CL58V,Lockscreen,Lockscreen
2023-08-03T18:53:56Z,www.amazon.com,US,Kindle E-reader,B084G9Z5C3,Recommended for You Recommendation,B0B3YC57XP,Lockscreen,Lockscreen
2023-08-24T08:42:31Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,Recommended for You Recommendation,B0BKKVQPLB,Lockscreen,Lockscreen
2024-01-10T08:11:27Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B00P42WXYU,Lockscreen,Lockscreen
2024-03-19T08:05:54Z,www.amazon.com,US,Kindle E-reader,B0BWGKNK7G,More by Author Recommendation,B06XJXKT3X,Lockscreen,Lockscreen
2024-03-30T01:05:54Z,www.amazon.com,US,Kindle E-reader,B0BTZRQHJM,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-07-15T20:01:36Z,www.amazon.com,US,Kindle E-reader,2C4B5A07F41247DAAF830F1590836876,,,Lockscreen,Lockscreen
2024-03-18T08:09:25Z,www.amazon.com,US,Kindle E-reader,B00BUP18U0,More by Author Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2023-09-20T22:15:06Z,www.amazon.com,US,Kindle E-reader,B0BTVBH6G3,More by Author Recommendation,B0072MRGYM,Lockscreen,Lockscreen
2024-01-26T07:40:05Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,Recommended for You Recommendation,B09ZRMGF7G,Lockscreen,Lockscreen
2023-08-03T19:27:36Z,www.amazon.com,US,Kindle E-reader,B084G9Z5C3,Recommended for You Recommendation,B0B9SNVC11,Lockscreen,Lockscreen
2024-02-11T17:56:04Z,www.amazon.com,US,Kindle E-reader,B0BDMPQ2FC,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2023-09-30T08:19:34Z,www.amazon.com,US,Kindle E-reader,B0BJNKTFGH,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-05-23T21:47:30Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B015XAEXPO,Lockscreen,Lockscreen
2023-09-21T04:28:02Z,www.amazon.com,US,Kindle E-reader,B0BTVBH6G3,More by Author Recommendation,B004CRSUPY,Lockscreen,Lockscreen
2023-08-28T02:42:50Z,www.amazon.com,US,Kindle E-reader,B092T947PJ,Recommended for You Recommendation,B0B7R4Q5DJ,Lockscreen,Lockscreen
2023-12-13T07:25:25Z,www.amazon.com,US,Kindle E-reader,B0B9SN8K6H,Recommended for You Recommendation,B0C3ZJKK4H,Lockscreen,Lockscreen
2024-07-02T21:59:24Z,www.amazon.com,US,Kindle E-reader,C36A14E8EC2F4079AD3377ED35C616AE,,,Lockscreen,Lockscreen
2024-02-27T22:38:23Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2023-12-27T03:48:47Z,www.amazon.com,US,Kindle E-reader,B09Y467GZY,More by Author Recommendation,B092T8Z86W,Lockscreen,Lockscreen
2024-08-01T07:03:55Z,www.amazon.com,US,Kindle E-reader,B078R46LCY,More by Author Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2023-10-01T01:54:31Z,www.amazon.com,US,Kindle E-reader,B0BQLKNTYR,Recommended for You Recommendation,B0B3YC57XP,Lockscreen,Lockscreen
2024-07-17T22:39:24Z,www.amazon.com,US,Kindle E-reader,B0CH1NHWNW,,,Lockscreen,Lockscreen
2024-03-15T18:25:33Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B00AEDDPU0,Lockscreen,Lockscreen
2024-02-02T08:11:26Z,www.amazon.com,US,Kindle E-reader,Not Available,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-05-26T22:48:58Z,www.amazon.com,US,Kindle E-reader,B0CJ9TSSYB,More by Author Recommendation,B015XFK4ZC,Lockscreen,Lockscreen
2023-12-06T08:11:30Z,www.amazon.com,US,Kindle E-reader,B0C5LRCM2F,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2024-02-15T22:52:49Z,www.amazon.com,US,Kindle E-reader,B0044781ZQ,Recommended for You Recommendation,B0BKJJR25K,Lockscreen,Lockscreen
2023-10-03T05:11:02Z,www.amazon.com,US,Kindle E-reader,B0BP66G6B7,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2023-12-19T07:24:53Z,www.amazon.com,US,Kindle E-reader,B0B399L6KP,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2023-08-29T08:41:37Z,www.amazon.com,US,Kindle E-reader,B093R2CP2V,Recommended for You Recommendation,B09D7WJVRZ,Lockscreen,Lockscreen
2024-07-27T17:29:44Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2024-02-13T08:06:05Z,www.amazon.com,US,Kindle E-reader,B0BDMPQ2FC,Recommended for You Recommendation,B0C1X8JHZ2,Lockscreen,Lockscreen
2024-02-18T08:05:14Z,www.amazon.com,US,Kindle E-reader,B0044781ZQ,Recommended for You Recommendation,B0BHTPR5BK,Lockscreen,Lockscreen
2023-08-04T04:11:56Z,www.amazon.com,US,Kindle E-reader,Not Available,Recommended for You Recommendation,B0BC1R9ZT5,Lockscreen,Lockscreen
2024-05-23T03:59:15Z,www.amazon.com,US,Kindle E-reader,B07QN87LQB,More by Author Recommendation,B015XAEWCI,Lockscreen,Lockscreen
2023-11-10T07:38:27Z,www.amazon.com,US,Kindle E-reader,B07CWDMQ45,Recommended for You Recommendation,B0BTVBNBPS,Lockscreen,Lockscreen
2024-07-27T17:07:19Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2024-01-10T07:08:36Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B00GEEB3WK,Lockscreen,Lockscreen
2024-06-04T23:17:46Z,www.amazon.com,US,Kindle E-reader,B09X34KMRM,More by Author Recommendation,B009FKTMS2,Lockscreen,Lockscreen
2024-07-12T07:04:09Z,www.amazon.com,US,Kindle E-reader,2C4B5A07F41247DAAF830F1590836876,,,Lockscreen,Lockscreen
2023-12-14T02:55:15Z,www.amazon.com,US,Kindle E-reader,B0BR511292,Recommended for You Recommendation,B0BV617FDK,Lockscreen,Lockscreen
2023-10-03T08:16:22Z,www.amazon.com,US,Kindle E-reader,B0BP66G6B7,Recommended for You Recommendation,B0B3YC57XP,Lockscreen,Lockscreen
2024-02-13T22:08:28Z,www.amazon.com,US,Kindle E-reader,B0044781ZQ,Recommended for You Recommendation,B09GJXH892,Lockscreen,Lockscreen
2023-08-09T02:32:25Z,www.amazon.com,US,Kindle E-reader,B0BL126WSH,More by Author Recommendation,B0BH4QWM85,Lockscreen,Lockscreen
2023-10-18T03:37:06Z,www.amazon.com,US,Kindle E-reader,B09BV2JNWV,Recommended for You Recommendation,B0BHL2SCGQ,Lockscreen,Lockscreen
2023-12-06T04:46:15Z,www.amazon.com,US,Kindle E-reader,B0C5LRCM2F,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-05-22T04:13:53Z,www.amazon.com,US,Kindle E-reader,B0CDKLBD2W,Recommended for You Recommendation,B0CDB5F53V,Lockscreen,Lockscreen
2024-06-08T08:12:16Z,www.amazon.com,US,Kindle E-reader,B0B3Y9JVMK,More by Author Recommendation,B015XAEXPO,Lockscreen,Lockscreen
2023-08-19T04:09:57Z,www.amazon.com,US,Kindle E-reader,B0BHY38ZPH,Recommended for You Recommendation,B0B7R4Q5DJ,Lockscreen,Lockscreen
2023-07-30T10:09:00Z,www.amazon.com,US,Kindle E-reader,B0BH4QWM85,Recommended for You Recommendation,B0BC1R9ZT5,Lockscreen,Lockscreen
2024-03-30T07:04:01Z,www.amazon.com,US,Kindle E-reader,B008J2G5Y6,Recommended for You Recommendation,B0BZMB9L3F,Lockscreen,Lockscreen
2023-09-04T20:36:07Z,www.amazon.com,US,Kindle E-reader,B0BKKVQPLB,Recommended for You Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2024-06-15T08:00:55Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B0BWGKNK7G,Lockscreen,Lockscreen
2024-02-15T03:27:45Z,www.amazon.com,US,Kindle E-reader,B0044781ZQ,More by Author Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2024-03-18T04:31:21Z,www.amazon.com,US,Kindle E-reader,B00BUP18U0,Recommended for You Recommendation,B0BXTB6HSN,Lockscreen,Lockscreen
2024-07-22T21:13:39Z,www.amazon.com,US,Kindle E-reader,Not Available,,,Lockscreen,Lockscreen
2023-09-20T07:08:42Z,www.amazon.com,US,Kindle E-reader,B0BTVBH6G3,More by Author Recommendation,B07H7BV4MN,Lockscreen,Lockscreen
2024-07-15T04:23:26Z,www.amazon.com,US,Kindle E-reader,2C4B5A07F41247DAAF830F1590836876,,,Lockscreen,Lockscreen
2024-03-23T13:14:41Z,www.amazon.com,US,Kindle E-reader,B008J2G5Y6,Recommended for You Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2023-12-17T05:49:33Z,www.amazon.com,US,Kindle E-reader,B08FGV64B1,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-02-05T04:53:10Z,www.amazon.com,US,Kindle E-reader,B0C7RK8P8K,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2024-01-04T08:11:26Z,www.amazon.com,US,Kindle E-reader,B0B7R4Q5DJ,Recommended for You Recommendation,B0BDMPQ2FC,Lockscreen,Lockscreen
2023-11-22T08:11:22Z,www.amazon.com,US,Kindle E-reader,B09YRR8DB6,Recommended for You Recommendation,B0B7R4Q5DJ,Lockscreen,Lockscreen
2024-01-06T18:57:48Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B0B7R4Q5DJ,Lockscreen,Lockscreen
2023-12-27T07:05:01Z,www.amazon.com,US,Kindle E-reader,B09Y467GZY,More by Author Recommendation,B08BYCWK6T,Lockscreen,Lockscreen
2023-09-03T03:32:09Z,www.amazon.com,US,Kindle E-reader,B0BLY7J9DC,Recommended for You Recommendation,B0B7R4Q5DJ,Lockscreen,Lockscreen
2023-12-11T19:25:15Z,www.amazon.com,US,Kindle E-reader,B0BR511292,Recommended for You Recommendation,B0C3ZJKK4H,Lockscreen,Lockscreen
2024-02-02T07:09:38Z,www.amazon.com,US,Kindle E-reader,Not Available,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2024-06-14T04:27:26Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B07ZKN475X,Lockscreen,Lockscreen
2023-09-26T07:26:40Z,www.amazon.com,US,Kindle E-reader,B0BQLKNTYR,More by Author Recommendation,B072MZ4L7K,Lockscreen,Lockscreen
2023-10-03T02:09:32Z,www.amazon.com,US,Kindle E-reader,B0BQLKNTYR,Recommended for You Recommendation,B0BNWW61CZ,Lockscreen,Lockscreen
2024-01-01T07:26:54Z,www.amazon.com,US,Kindle E-reader,B0B7R4Q5DJ,More by Author Recommendation,B09T997533,Lockscreen,Lockscreen
2024-05-25T19:02:30Z,www.amazon.com,US,Kindle E-reader,B0CJ9TSSYB,More by Author Recommendation,B015XFK4ZC,Lockscreen,Lockscreen
2024-06-01T17:43:22Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B015XAEXPO,Lockscreen,Lockscreen
2024-05-25T04:02:25Z,www.amazon.com,US,Kindle E-reader,B07QN87LQB,More by Author Recommendation,B015XAEXPO,Lockscreen,Lockscreen
2023-08-14T22:32:35Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,More by Author Recommendation,B07GNWJCM7,Lockscreen,Lockscreen
2024-06-08T07:04:05Z,www.amazon.com,US,Kindle E-reader,B0B3Y9JVMK,More by Author Recommendation,B004VSV7FY,Lockscreen,Lockscreen
2024-03-01T23:29:44Z,www.amazon.com,US,Kindle E-reader,Not Available,Recommended for You Recommendation,B0BKJJR25K,Lockscreen,Lockscreen
2024-02-13T02:43:42Z,www.amazon.com,US,Kindle E-reader,B0BDMPQ2FC,Recommended for You Recommendation,B0C1YHGQN1,Lockscreen,Lockscreen
2023-09-12T07:40:51Z,www.amazon.com,US,Kindle E-reader,B0BKKVQPLB,More by Author Recommendation,B0BKKVQPLB,Lockscreen,Lockscreen
2024-07-18T03:56:37Z,www.amazon.com,US,Kindle E-reader,B0C7729CF8,,B0CCSXVNYG,Lockscreen,Lockscreen
2024-02-19T08:09:16Z,www.amazon.com,US,Kindle E-reader,B0044781ZQ,More by Author Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2023-10-02T23:30:20Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B072MZ4L7K,Lockscreen,Lockscreen
2023-09-18T02:06:31Z,www.amazon.com,US,Kindle E-reader,B0BTVBH6G3,More by Author Recommendation,B01LYY3B0Z,Lockscreen,Lockscreen
2023-09-09T07:34:48Z,www.amazon.com,US,Kindle E-reader,B0BKKVQPLB,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2024-04-18T04:32:57Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,Recommended for You Recommendation,B0C1Y9RMLR,Lockscreen,Lockscreen
2023-10-21T05:03:10Z,www.amazon.com,US,Kindle E-reader,B09BV2JNWV,More by Author Recommendation,B09KS7K5FK,Lockscreen,Lockscreen
2023-11-16T03:36:39Z,www.amazon.com,US,Kindle E-reader,B07CWDMQ45,Recommended for You Recommendation,B0BR4YVRSD,Lockscreen,Lockscreen
2024-05-04T19:49:22Z,www.amazon.com,US,Kindle E-reader,B0CDKLBD2W,Recommended for You Recommendation,B00F19LJY6,Lockscreen,Lockscreen
2023-09-05T03:52:11Z,www.amazon.com,US,Kindle E-reader,B0BKKVQPLB,Recommended for You Recommendation,B09VL96P7G,Lockscreen,Lockscreen
2024-03-29T08:05:49Z,www.amazon.com,US,Kindle E-reader,B0BTZRQHJM,Recommended for You Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2024-03-01T22:29:19Z,www.amazon.com,US,Kindle E-reader,B0C6KMGND1,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-06-06T04:09:22Z,www.amazon.com,US,Kindle E-reader,B0BWGKNK7G,More by Author Recommendation,B004VSV7FY,Lockscreen,Lockscreen
2023-08-19T07:19:07Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,Recommended for You Recommendation,B0BBC7TBKJ,Lockscreen,Lockscreen
2024-01-21T07:29:59Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2023-08-11T21:02:37Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,More by Author Recommendation,B09F5TTB2G,Lockscreen,Lockscreen
2023-09-21T21:16:15Z,www.amazon.com,US,Kindle E-reader,B0BTVBH6G3,More by Author Recommendation,B0BPX54FD5,Lockscreen,Lockscreen
2023-08-13T07:58:49Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B07GNWJCM7,Lockscreen,Lockscreen
2024-01-16T02:37:39Z,www.amazon.com,US,Kindle E-reader,B07WG8L7WC,Recommended for You Recommendation,B0C3ZJKK4H,Lockscreen,Lockscreen
2024-01-23T08:11:26Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-06-04T03:50:01Z,www.amazon.com,US,Kindle E-reader,B09X34KMRM,More by Author Recommendation,B015XFK4ZC,Lockscreen,Lockscreen
2023-10-12T06:20:39Z,www.amazon.com,US,Kindle E-reader,B09RMQJCZJ,Recommended for You Recommendation,B0BZ3G72ST,Lockscreen,Lockscreen
2024-07-23T07:04:09Z,www.amazon.com,US,Kindle E-reader,B0C7729CF8,,,Lockscreen,Lockscreen
2023-12-12T05:52:20Z,www.amazon.com,US,Kindle E-reader,B0C5LRCM2F,Recommended for You Recommendation,B0BV617FDK,Lockscreen,Lockscreen
2024-04-23T00:09:32Z,www.amazon.com,US,Kindle E-reader,B0C772ZLMQ,Recommended for You Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2024-03-15T16:35:03Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2023-10-31T05:56:35Z,www.amazon.com,US,Kindle E-reader,B0BKH7G2X8,More by Author Recommendation,B0BKH7G2X8,Lockscreen,Lockscreen
2024-07-21T16:59:34Z,www.amazon.com,US,Kindle E-reader,B0C7729CF8,,,Lockscreen,Lockscreen
2023-12-20T07:05:26Z,www.amazon.com,US,Kindle E-reader,Not Available,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-02-08T21:36:40Z,www.amazon.com,US,Kindle E-reader,B0B72HGHW8,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2023-09-07T18:09:26Z,www.amazon.com,US,Kindle E-reader,Not Available,Recommended for You Recommendation,B09VL96P7G,Lockscreen,Lockscreen
2024-01-05T10:23:56Z,www.amazon.com,US,Kindle E-reader,B07LF64DZ2,More by Author Recommendation,B0B7R4Q5DJ,Lockscreen,Lockscreen
2023-09-04T16:57:07Z,www.amazon.com,US,Kindle E-reader,B0BKKVQPLB,More by Author Recommendation,B0BHY38ZPH,Lockscreen,Lockscreen
2023-08-06T07:19:27Z,www.amazon.com,US,Kindle E-reader,B0BG13PH57,More by Author Recommendation,B0BH4QWM85,Lockscreen,Lockscreen
2024-03-07T00:10:29Z,www.amazon.com,US,Kindle E-reader,B0C7RPT9B3,Recommended for You Recommendation,B0C1X61S1F,Lockscreen,Lockscreen
2023-10-23T21:54:46Z,www.amazon.com,US,Kindle E-reader,Not Available,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-06-04T07:04:04Z,www.amazon.com,US,Kindle E-reader,B09X34KMRM,More by Author Recommendation,B004VSV7FY,Lockscreen,Lockscreen
2024-01-27T19:17:42Z,www.amazon.com,US,Kindle E-reader,B0C3C886FY,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2024-04-28T08:09:06Z,www.amazon.com,US,Kindle E-reader,B0C772ZLMQ,More by Author Recommendation,B0CNLDXYNJ,Lockscreen,Lockscreen
2024-01-14T05:15:37Z,www.amazon.com,US,Kindle E-reader,B08TF1VTGX,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2023-10-27T08:42:34Z,www.amazon.com,US,Kindle E-reader,B0BKH7G2X8,More by Author Recommendation,B086HB36YJ,Lockscreen,Lockscreen
2024-04-29T07:04:11Z,www.amazon.com,US,Kindle E-reader,B0C772ZLMQ,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-07-23T04:38:15Z,www.amazon.com,US,Kindle E-reader,B0C7729CF8,,,Lockscreen,Lockscreen
2024-01-01T10:51:42Z,www.amazon.com,US,Kindle E-reader,B0B7R4Q5DJ,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-03-01T05:36:18Z,www.amazon.com,US,Kindle E-reader,B0C6KMGND1,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2024-05-27T21:35:32Z,www.amazon.com,US,Kindle E-reader,B0CJ9TSSYB,More by Author Recommendation,B0CJ9TSSYB,Lockscreen,Lockscreen
2024-05-21T05:03:02Z,www.amazon.com,US,Kindle E-reader,B081914PR7,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-01-18T07:41:02Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2023-10-12T04:14:47Z,www.amazon.com,US,Kindle E-reader,B0CBW58P3J,Recommended for You Recommendation,B098PW8NP8,Lockscreen,Lockscreen
2023-12-23T18:40:03Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B09Y467GZY,Lockscreen,Lockscreen
2024-04-20T07:04:08Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,Recommended for You Recommendation,B0C7729CF8,Lockscreen,Lockscreen
2024-06-05T07:04:07Z,www.amazon.com,US,Kindle E-reader,B0CDKLBD2W,More by Author Recommendation,B0BSVTGTD5,Lockscreen,Lockscreen
2024-03-10T04:52:05Z,www.amazon.com,US,Kindle E-reader,B0BJP5QFFM,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-06-09T21:52:27Z,www.amazon.com,US,Kindle E-reader,B0B3Y9JVMK,More by Author Recommendation,B004VSV7FY,Lockscreen,Lockscreen
2024-02-10T04:07:54Z,www.amazon.com,US,Kindle E-reader,B0B72HGHW8,Recommended for You Recommendation,B0BPNP7YQB,Lockscreen,Lockscreen
2024-05-27T07:04:04Z,www.amazon.com,US,Kindle E-reader,B0CJ9TSSYB,More by Author Recommendation,B015XAEWCI,Lockscreen,Lockscreen
2023-10-14T04:53:36Z,www.amazon.com,US,Kindle E-reader,B09BV2JNWV,Recommended for You Recommendation,B015VACH54,Lockscreen,Lockscreen
2024-07-21T07:19:04Z,www.amazon.com,US,Kindle E-reader,B0C7729CF8,,B0BHD5H27D,Lockscreen,Lockscreen
2024-06-02T04:17:57Z,www.amazon.com,US,Kindle E-reader,B09X34KMRM,More by Author Recommendation,B015XFK4ZC,Lockscreen,Lockscreen
2024-05-29T03:34:27Z,www.amazon.com,US,Kindle E-reader,Not Available,More by Author Recommendation,B0CJ9TSSYB,Lockscreen,Lockscreen
2024-01-06T17:36:14Z,www.amazon.com,US,Kindle E-reader,B0B7R4Q5DJ,Recommended for You Recommendation,B0BKJJR25K,Lockscreen,Lockscreen
2024-06-08T22:51:59Z,www.amazon.com,US,Kindle E-reader,B0B3Y9JVMK,More by Author Recommendation,B015XAEXPO,Lockscreen,Lockscreen
2023-11-15T07:19:14Z,www.amazon.com,US,Kindle E-reader,Not Available,Recommended for You Recommendation,B0B7R4Q5DJ,Lockscreen,Lockscreen
2024-06-08T01:27:42Z,www.amazon.com,US,Kindle E-reader,B0B3Y9JVMK,More by Author Recommendation,B015XAEWCI,Lockscreen,Lockscreen
2023-11-28T06:31:38Z,www.amazon.com,US,Kindle E-reader,B0BR511292,Recommended for You Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2024-05-06T04:36:10Z,www.amazon.com,US,Kindle E-reader,B0C4PX8RD7,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
2024-01-27T04:29:43Z,www.amazon.com,US,Kindle E-reader,B0C3C886FY,Recommended for You Recommendation,B0BR4YVRSD,Lockscreen,Lockscreen
2024-07-13T19:24:01Z,www.amazon.com,US,Kindle E-reader,Not Available,,,Lockscreen,Lockscreen
2024-02-08T05:51:06Z,www.amazon.com,US,Kindle E-reader,B09LHBX5KV,Recommended for You Recommendation,B0C1X8JHZ2,Lockscreen,Lockscreen
2023-11-09T08:11:21Z,www.amazon.com,US,Kindle E-reader,B07CWDMQ45,Recommended for You Recommendation,B0BJSGV831,Lockscreen,Lockscreen
2024-06-11T04:41:03Z,www.amazon.com,US,Kindle E-reader,B002C7Z57C,More by Author Recommendation,B004VSV7FY,Lockscreen,Lockscreen
2023-09-07T08:35:11Z,www.amazon.com,US,Kindle E-reader,B0BBC769LV,Recommended for You Recommendation,B0B7R4Q5DJ,Lockscreen,Lockscreen
2023-12-04T04:19:28Z,www.amazon.com,US,Kindle E-reader,B0C5LRCM2F,Recommended for You Recommendation,B0BBC9K8C3,Lockscreen,Lockscreen
