created_timestamp,preferred_marketplace,country,device_family,ASIN,sync_experience,sync_action
2025-04-17T22:02:04Z,www.amazon.com,US,Kindle E-reader,WVIR53TOCAWTSQCQN5QUVUTPLD2YC7AD,Sync is Performed,Navigate to Furthest Page Read
2024-10-07T04:18:01Z,www.amazon.com,US,Kindle E-reader,Not Available,Sync is Performed,Manual Sync Action Clicked Before Opening the Book
2025-03-26T03:31:52Z,www.amazon.com,US,Kindle E-reader,Not Available,Sync is Performed,manual_sync_action_SmartSync_C_progressbar
2025-04-17T03:42:43Z,www.amazon.com,US,Kindle E-reader,WVIR53TOCAWTSQCQN5QUVUTPLD2YC7AD,Sync is Performed,Manual Sync Action Clicked Before Opening the Book
2025-03-26T03:31:52Z,www.amazon.com,US,Kindle E-reader,Not Available,Sync is Performed,Manual Sync Action Clicked Before Opening the Book
2025-04-18T03:26:31Z,www.amazon.com,US,Kindle E-reader,Not Available,Sync is Performed,manual_sync_action_SmartSync_C_progressbar
2025-05-27T22:16:32Z,www.amazon.com,US,Kindle E-reader,O6S35RM2ZUUGD5GZ4NVTFU7UOPT7RK4U,Sync is Performed,reader_manual_sync_action_SmartSync_C_
2025-02-10T23:23:34Z,www.amazon.com,US,Kindle E-reader,WZ34AC3Z6QKT765I3B5YQEO3U3BZXKLN,Sync is Performed,Navigate to Furthest Page Read
2024-08-27T05:08:45Z,www.amazon.com,US,Kindle E-reader,Not Available,Sync is Performed,Manual Sync Action Clicked Before Opening the Book
2025-04-21T22:27:39Z,www.amazon.com,US,Kindle E-reader,Not Available,Sync is Performed,manual_sync_action_
2025-04-21T22:27:39Z,www.amazon.com,US,Kindle E-reader,Not Available,Sync is Performed,manual_sync_action_SmartSync_C_
2025-06-01T23:27:05Z,www.amazon.com,US,Kindle E-reader,JNMIUTPQKYQ7HRUKCLKJX5RHPE3OAK4B,Sync is Performed,Already at Furthest Page Read
2025-07-26T04:32:40Z,www.amazon.com,US,Kindle E-reader,Not Available,Sync is Performed,manual_sync_action_
2024-08-18T15:03:17Z,www.amazon.com,US,Kindle E-reader,6C1EF968A24F49B0BF68A0FC5BA314DC,Sync is Performed,reader_manual_sync_action_SmartSync_C_progressbar
2025-06-11T03:14:11Z,www.amazon.com,US,Kindle E-reader,Not Available,Sync is Performed,manual_sync_action_
2025-05-06T03:35:13Z,www.amazon.com,US,Kindle E-reader,Not Available,Sync is Performed,manual_sync_action_
2024-11-17T04:28:02Z,www.amazon.com,US,Kindle E-reader,Not Available,Sync is Performed,Manual Sync Action Clicked Before Opening the Book
2025-01-21T23:11:34Z,www.amazon.com,US,Kindle E-reader,B0CC1J32NG,Sync is Performed,Navigate to Furthest Page Read
2024-08-27T05:01:08Z,www.amazon.com,US,Kindle E-reader,Not Available,Sync is Performed,manual_sync_action_SmartSync_C_progressbar
2024-09-22T01:44:32Z,www.amazon.com,US,Kindle E-reader,Not Available,Sync is Performed,manual_sync_action_SmartSync_C_progressbar
