warranty_start_date,warranty_expiration_date,warranty_type,extended_warranty_purchase_date,sale_channel,extended_warranty_status_code,extended_warranty_ASIN,extended_warranty_ASIN_product_name,cancellation_date,extended_warranty_order_id,extended_warranty_marketplace,device_serial_number,device_ASIN,device_ASIN_product_name,device_order_id,device_marketplace,claim_registration_date,claim_amount,claim_currency,replacement_code,claim_type_code,claim_reason_code
2021-07-22T00:00:00Z,2022-07-25T00:00:00Z,LIMITED_WARRANTY,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,G0016T03101203AQ,Not Available,Not Available,114-6484176-6171443,Amazon.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
