created_timestamp,preferred_marketplace,country,device_family,last_used_ASIN,kindle_software_version,action_performed,item_position,user_action_type,campiaign_page_position
2024-01-12T05:33:59Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-07-18T03:01:54Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-11-28T05:05:13Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4131230058,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-06-14T03:44:36Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-05-15T03:48:27Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,com.amazon.library.actions.return_borrowed_book_action,Action Performed in First Book of the Campaign,book_detail_view_action,1
2024-08-16T23:44:07Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Menu Option Selected,Action Performed in Second Book of the Campaign,tap,1
2023-05-27T22:34:23Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,com.amazon.library.actions.remove_this_sample,Selected Campaign Header,book_detail_view_action,1
2024-01-15T04:29:28Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-10-02T02:50:20Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4289730037,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-03-11T05:12:23Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-05-11T04:56:29Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Menu Option Selected,Action Performed in Fifth Book of the Campaign,tap,1
2024-11-07T03:39:13Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4289730037,Book Selected,Action Performed in Third Book of the Campaign,tap,1
2023-02-15T21:56:52Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Information Page Invoked,Action Performed in Second Book of the Campaign,hold,1
2024-08-17T18:25:24Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Book Selected,Selected Campaign Header,tap,1
2023-03-15T02:09:56Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.mark_book_as_read,Selected Campaign Header,book_detail_view_action,1
2024-05-06T05:22:27Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-03-08T22:27:46Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Menu Option Selected,Selected Campaign Header,tap,1
2024-08-17T19:58:50Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Book Selected,Selected Campaign Header,tap,1
2024-03-08T22:29:42Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Menu Option Selected,Selected Campaign Header,tap,1
2025-04-03T02:27:56Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Selected Campaign Header,tap,1
2023-01-12T05:32:31Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Action Performed in First Book of the Campaign,tap,1
2025-06-11T03:11:49Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,com.amazon.library.actions.return_borrowed_book_action,Action Performed in First Book of the Campaign,book_detail_view_action,1
2023-03-11T23:15:32Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-01-12T05:32:18Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Action Performed in First Book of the Campaign,tap,1
2025-03-01T21:59:22Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Selected Campaign Header,tap,1
2024-02-23T05:29:16Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-01-12T05:34:29Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Delete Book From Library,Action Performed in Fifth Book of the Campaign,book_detail_view_action,1
2022-12-27T00:58:08Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Selected Campaign Header,tap,1
2024-01-10T04:35:05Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2024-11-17T04:17:46Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4320330039,Tap on Card Title,Selected Campaign Header,tap,1
2023-05-11T02:51:10Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Selected Campaign Header,tap,1
2022-12-13T04:29:12Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,asin_horizontal_scroll_3_7,Selected Campaign Header,ForwardHorizontalScroll,1
2023-04-10T23:44:25Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Selected Campaign Header,tap,1
2024-08-01T04:00:03Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4246270033,Book Selected,Action Performed in Fourth Book of the Campaign,tap,1
2023-03-30T03:49:11Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2022-12-02T21:11:41Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2025-06-11T03:10:43Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-03-03T05:18:48Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,com.amazon.library.actions.return_borrowed_book_action,Action Performed in Fourth Book of the Campaign,book_detail_view_action,1
2025-03-14T02:49:00Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-10-12T16:53:35Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4097540002,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-05-28T04:04:43Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Tap on Card Title,Selected Campaign Header,tap,1
2024-01-20T04:50:34Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Book Selected,Selected Campaign Header,tap,1
2023-03-09T04:49:39Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-07-26T03:54:37Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Book Selected,Selected Campaign Header,tap,1
2024-03-01T02:30:12Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2025-06-24T04:40:26Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Menu Option Selected,Selected Campaign Header,tap,1
2023-05-27T18:04:31Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Selected Campaign Header,tap,1
2025-04-18T03:27:40Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2025-07-06T19:59:00Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-01-13T04:35:11Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Action Performed in First Book of the Campaign,tap,1
2024-11-17T04:26:15Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4320330039,Tap on Card Title,Selected Campaign Header,tap,1
2025-05-11T03:42:30Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Menu Option Selected,Selected Campaign Header,tap,1
2024-08-17T18:23:05Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Menu Option Selected,Selected Campaign Header,tap,1
2023-06-12T03:23:25Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-06-05T05:01:43Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,asin_horizontal_scroll_3_7,Selected Campaign Header,ForwardHorizontalScroll,1
2023-05-29T17:18:09Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Selected Campaign Header,tap,1
2025-04-26T04:07:41Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Tap on Card Title,Selected Campaign Header,tap,4
2024-02-23T05:29:03Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Menu Option Selected,Action Performed in First Book of the Campaign,tap,1
2023-03-15T02:09:54Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Selected Campaign Header,tap,1
2023-04-28T03:39:12Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,asin_horizontal_scroll_1_4,Selected Campaign Header,BackwardHorizontalScroll,1
2023-03-14T04:00:31Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Selected Campaign Header,tap,1
2023-03-17T06:39:38Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Tap on Card Title,Selected Campaign Header,tap,1
2023-01-12T05:34:43Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Delete Book From Library,6,book_detail_view_action,1
2023-03-11T22:08:16Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2024-05-11T21:19:21Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2024-08-09T03:15:22Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-05-27T22:34:39Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Delete Book From Library,Selected Campaign Header,book_detail_view_action,1
2024-11-14T03:41:26Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4320330039,Book Selected,Selected Campaign Header,tap,1
2023-04-09T04:00:55Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2025-02-26T23:53:56Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Selected Campaign Header,tap,1
2025-07-10T21:30:32Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Menu Option Selected,Selected Campaign Header,tap,1
2023-07-26T20:35:49Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-09-01T15:58:39Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-01-26T04:45:47Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,asin_horizontal_scroll_6_10,Selected Campaign Header,ForwardHorizontalScroll,1
2023-07-30T09:45:06Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-03-10T18:29:09Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,asin_horizontal_scroll_3_7,Selected Campaign Header,BackwardHorizontalScroll,1
2024-02-04T03:09:19Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Menu Option Selected,Selected Campaign Header,tap,1
2024-03-10T18:29:10Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,asin_horizontal_scroll_1_4,Selected Campaign Header,BackwardHorizontalScroll,1
2024-11-17T04:29:46Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4320330039,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-08-09T03:15:28Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-08-17T18:23:10Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2022-12-16T04:25:01Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-04-09T23:13:47Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,com.amazon.library.actions.return_borrowed_book_action,Action Performed in First Book of the Campaign,book_detail_view_action,1
2023-04-28T03:39:39Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Selected Campaign Header,tap,1
2023-07-30T12:17:45Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-06-11T03:37:53Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Book Selected,Action Performed in Third Book of the Campaign,tap,1
2025-03-26T04:04:44Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-06-22T22:39:53Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,com.amazon.library.actions.return_borrowed_book_action,Action Performed in Second Book of the Campaign,book_detail_view_action,1
2024-06-05T05:01:47Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Menu Option Selected,Action Performed in Fourth Book of the Campaign,tap,1
2024-02-04T03:09:57Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,com.amazon.library.actions.return_borrowed_book_action,Action Performed in First Book of the Campaign,book_detail_view_action,1
2023-03-10T05:12:54Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-10-11T21:13:23Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4097540002,Book Selected,Action Performed in Third Book of the Campaign,tap,1
2023-04-04T01:56:23Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,com.amazon.library.actions.mark_book_as_unread,Selected Campaign Header,book_detail_view_action,1
2024-08-17T19:58:53Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-05-09T03:36:22Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,com.amazon.library.actions.return_borrowed_book_action,Action Performed in Fifth Book of the Campaign,book_detail_view_action,1
2023-08-04T04:10:55Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Book Selected,Selected Campaign Header,tap,1
2023-06-03T03:25:39Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,asin_horizontal_scroll_1_4,Selected Campaign Header,BackwardHorizontalScroll,1
2024-06-05T05:01:55Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,com.amazon.library.actions.return_borrowed_book_action,Action Performed in Fourth Book of the Campaign,book_detail_view_action,1
2024-04-30T03:20:39Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2024-05-11T04:57:59Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2022-12-26T13:57:33Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in Third Book of the Campaign,tap,2
2023-05-01T20:39:23Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-03-15T02:09:59Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Selected Campaign Header,tap,1
2025-06-11T03:11:41Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Menu Option Selected,Action Performed in First Book of the Campaign,tap,1
2023-05-29T17:17:56Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Selected Campaign Header,tap,1
2024-03-10T18:30:45Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2023-02-20T21:39:48Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2023-02-05T04:31:25Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-12-01T04:09:32Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4131230058,Book Selected,Action Performed in First Book of the Campaign,tap,1
2025-01-16T00:02:22Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Menu Option Selected,Selected Campaign Header,tap,1
2025-06-19T03:15:26Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Menu Option Selected,Selected Campaign Header,tap,1
2025-01-16T00:02:31Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2023-08-09T02:20:22Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Menu Option Selected,Selected Campaign Header,tap,1
2025-03-23T03:56:44Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,com.amazon.library.actions.permanently_delete_item,Action Performed in Second Book of the Campaign,book_detail_view_action,1
2023-05-18T03:52:58Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2022-12-13T04:29:24Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,asin_horizontal_scroll_6_10,Selected Campaign Header,ForwardHorizontalScroll,1
2025-01-05T04:53:10Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4320330039,Menu Option Selected,Selected Campaign Header,tap,1
2025-07-10T21:30:36Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2023-02-20T21:39:43Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Information Page Invoked,Selected Campaign Header,hold,1
2023-04-12T00:29:25Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in Third Book of the Campaign,tap,1
2025-03-25T21:55:37Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Selected Campaign Header,tap,1
2023-02-21T04:50:06Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Selected Campaign Header,tap,1
2025-06-24T22:43:14Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-01-01T04:43:04Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2025-03-01T21:58:17Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Menu Option Selected,Selected Campaign Header,tap,1
2024-12-07T06:25:49Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4320330039,asin_horizontal_scroll_3_7,Selected Campaign Header,ForwardHorizontalScroll,1
2023-07-21T22:47:51Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2024-06-11T04:37:27Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Menu Option Selected,Selected Campaign Header,tap,1
2024-09-27T03:50:17Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4289730037,Book Selected,Selected Campaign Header,tap,1
2024-05-11T04:55:59Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Book Selected,Action Performed in Fifth Book of the Campaign,tap,1
2023-02-21T04:49:37Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2023-07-23T03:36:34Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-08-09T03:15:59Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,com.amazon.library.actions.permanently_delete_item,Action Performed in Second Book of the Campaign,book_detail_view_action,1
2023-07-22T03:26:45Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Book Selected,Selected Campaign Header,tap,1
2024-07-08T22:01:46Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4246270033,Book Selected,Selected Campaign Header,tap,1
2025-05-06T03:24:40Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Tap on Card Title,Selected Campaign Header,tap,2
2025-06-16T02:54:46Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Action Performed in First Book of the Campaign,tap,1
2025-01-20T18:48:54Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Tap on Card Title,Selected Campaign Header,tap,1
2023-03-31T04:24:47Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Action Performed in Second Book of the Campaign,tap,1
2025-02-21T22:57:03Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2023-08-28T17:51:40Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4097540002,Tap on Card Title,Selected Campaign Header,tap,1
2023-03-14T04:04:18Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2025-02-21T22:53:25Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-04-14T21:14:33Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Selected Campaign Header,tap,1
2023-01-12T05:34:22Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Action Performed in Fifth Book of the Campaign,tap,1
2024-03-10T18:30:52Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Book Selected,Action Performed in Third Book of the Campaign,tap,1
2024-05-01T03:47:25Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-06-07T02:55:19Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Selected Campaign Header,tap,1
2023-04-21T03:40:29Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-05-18T04:05:40Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Action Performed in Second Book of the Campaign,tap,1
2024-01-08T04:17:34Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Book Selected,Selected Campaign Header,tap,1
2023-01-03T05:07:37Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Action Performed in First Book of the Campaign,tap,1
2025-03-25T21:58:05Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Selected Campaign Header,tap,1
2024-07-01T22:21:26Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4246270033,Book Selected,Selected Campaign Header,tap,1
2024-03-03T05:18:59Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,com.amazon.library.actions.return_borrowed_book_action,6,book_detail_view_action,1
2023-02-13T19:13:44Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in Fourth Book of the Campaign,tap,1
2025-05-22T00:16:35Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-03-15T02:19:11Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Tap on Card Title,Selected Campaign Header,tap,1
2024-08-24T04:49:01Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Menu Option Selected,Selected Campaign Header,tap,1
2024-08-09T03:15:34Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Menu Option Selected,Action Performed in First Book of the Campaign,tap,1
2023-06-22T22:39:50Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Action Performed in Second Book of the Campaign,tap,1
2025-06-11T03:11:29Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,com.amazon.library.actions.download_book,Action Performed in First Book of the Campaign,book_detail_view_action,1
2025-06-11T03:15:45Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Selected Campaign Header,tap,1
2025-03-25T21:57:43Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Selected Campaign Header,tap,1
2025-03-26T03:32:39Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Selected Campaign Header,tap,1
2024-08-09T03:14:47Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-03-15T02:10:01Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2022-12-13T04:30:23Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,asin_horizontal_scroll_1_4,Selected Campaign Header,BackwardHorizontalScroll,1
2024-02-05T04:41:14Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-05-09T03:36:46Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-12-06T05:09:24Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4320330039,Book Selected,Selected Campaign Header,tap,1
2024-02-27T22:28:21Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Book Selected,Selected Campaign Header,tap,1
2022-12-20T03:44:53Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Selected Campaign Header,tap,1
2025-06-23T23:48:44Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Action Performed in Second Book of the Campaign,tap,2
2023-06-30T22:47:12Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Action Performed in First Book of the Campaign,tap,1
2022-12-27T00:58:11Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2024-01-10T04:34:31Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Menu Option Selected,Selected Campaign Header,tap,1
2023-01-30T21:31:25Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Tap on Card Title,Selected Campaign Header,tap,3
2024-03-01T04:25:43Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2025-02-28T00:52:35Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2025-03-25T21:57:49Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Menu Option Selected,Selected Campaign Header,tap,1
2022-12-16T05:17:10Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-08-09T03:16:24Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Tap on Card Title,Selected Campaign Header,tap,1
