created_timestamp,preferred_marketplace,country,device_family,last_used_ASIN,kindle_software_version,action_performed,item_position,user_action_type,campiaign_page_position
2023-02-08T22:13:16Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2024-03-03T05:19:18Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-08-27T03:10:50Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4097540002,asin_horizontal_scroll_1_4,Selected Campaign Header,BackwardHorizontalScroll,1
2023-03-07T03:34:24Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2023-03-03T04:18:01Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Action Performed in First Book of the Campaign,tap,1
2024-01-05T21:13:22Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Book Selected,Selected Campaign Header,tap,1
2025-06-23T23:48:57Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Tap on Card Title,Selected Campaign Header,tap,2
2023-03-31T04:29:37Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Selected Campaign Header,tap,1
2023-08-09T02:25:20Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-03-30T05:07:44Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Action Performed in Second Book of the Campaign,tap,1
2025-03-27T01:48:11Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-06-14T03:44:04Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,asin_horizontal_scroll_1_4,Selected Campaign Header,BackwardHorizontalScroll,1
2024-08-20T04:00:04Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2023-08-09T02:25:02Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Menu Option Selected,Action Performed in Second Book of the Campaign,tap,1
2023-03-30T05:08:07Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,com.amazon.library.actions.remove_this_sample,Action Performed in Second Book of the Campaign,book_detail_view_action,1
2025-04-13T20:09:23Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Menu Option Selected,Selected Campaign Header,tap,1
2025-03-28T03:59:57Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Action Performed in First Book of the Campaign,tap,1
2025-05-31T03:47:52Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Selected Campaign Header,tap,1
2023-05-28T04:07:34Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Selected Campaign Header,tap,1
2022-12-27T04:18:04Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Action Performed in Fourth Book of the Campaign,tap,1
2024-08-09T03:14:34Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2023-10-19T04:11:24Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4097540002,asin_horizontal_scroll_6_10,Selected Campaign Header,ForwardHorizontalScroll,1
2024-08-16T23:45:36Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Book Selected,Action Performed in Third Book of the Campaign,tap,14
2023-01-12T05:32:55Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,asin_horizontal_scroll_3_7,Selected Campaign Header,ForwardHorizontalScroll,1
2025-07-01T02:37:32Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Menu Option Selected,Selected Campaign Header,tap,1
2024-02-05T04:41:20Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-01-26T21:02:26Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Tap on Card Title,Selected Campaign Header,tap,1
2023-08-04T04:19:15Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Book Selected,Selected Campaign Header,tap,1
2023-05-15T20:39:00Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-05-27T18:06:56Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Selected Campaign Header,tap,1
2024-09-01T18:54:25Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Book Selected,Selected Campaign Header,tap,1
2023-07-21T22:47:48Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,Menu Option Selected,Selected Campaign Header,tap,1
2024-02-08T21:24:09Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Menu Option Selected,Selected Campaign Header,tap,1
2025-03-25T21:55:56Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Selected Campaign Header,tap,1
2024-05-08T23:15:46Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,Menu Option Selected,Selected Campaign Header,tap,1
2023-01-27T00:21:11Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-05-16T20:43:45Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2025-01-04T20:08:29Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4320330039,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-03-11T22:14:20Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2024-03-03T05:18:56Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Menu Option Selected,6,tap,1
2023-04-10T02:51:20Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Selected Campaign Header,tap,1
2023-03-13T05:06:48Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2023-02-21T04:49:49Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Selected Campaign Header,tap,1
2024-01-16T02:16:08Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Menu Option Selected,Selected Campaign Header,tap,1
2023-02-21T05:09:26Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2025-06-27T21:56:19Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2025-05-15T00:14:54Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2023-07-21T23:03:08Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4064600031,com.amazon.library.actions.return_borrowed_book_action,Action Performed in Fourth Book of the Campaign,book_detail_view_action,1
2024-04-29T21:02:57Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4212840015,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2024-12-07T06:25:55Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4320330039,asin_horizontal_scroll_6_10,Selected Campaign Header,ForwardHorizontalScroll,1
2024-03-04T22:35:32Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Book Selected,Action Performed in First Book of the Campaign,tap,1
2024-01-16T02:19:23Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2025-06-12T23:37:32Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Menu Option Selected,Action Performed in First Book of the Campaign,tap,1
2023-05-18T03:53:06Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in First Book of the Campaign,tap,1
2025-06-11T03:09:24Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Menu Option Selected,Selected Campaign Header,tap,1
2023-10-22T03:50:23Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4126890001,Tap on Card Title,Selected Campaign Header,tap,1
2023-01-17T04:44:15Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2025-04-13T20:10:00Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Menu Option Selected,Action Performed in Second Book of the Campaign,tap,1
2023-04-14T21:14:23Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Action Performed in Second Book of the Campaign,tap,1
2025-06-11T03:08:48Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2023-02-21T04:49:58Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,Menu Option Selected,Selected Campaign Header,tap,1
2023-04-28T22:55:48Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Selected Campaign Header,tap,1
2023-05-20T03:44:30Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in First Book of the Campaign,tap,1
2025-07-27T18:29:58Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,asin_horizontal_scroll_4-9,Selected Campaign Header,ForwardHorizontalScroll,2
2023-04-21T03:40:04Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2024-08-09T03:14:21Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Menu Option Selected,Selected Campaign Header,tap,1
2025-01-05T04:53:15Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4320330039,com.amazon.library.actions.permanently_delete_item,Selected Campaign Header,book_detail_view_action,1
2023-03-03T04:18:08Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Action Performed in First Book of the Campaign,book_detail_view_action,1
2023-02-21T04:50:13Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3889340042,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2024-01-18T04:44:46Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Menu Option Selected,Action Performed in Second Book of the Campaign,tap,1
2024-01-19T05:06:00Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Book Selected,Action Performed in First Book of the Campaign,tap,1
2025-01-20T05:30:36Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Action Performed in Fifth Book of the Campaign,tap,1
2024-01-08T04:17:23Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4142850042,Menu Option Selected,Action Performed in First Book of the Campaign,tap,1
2023-06-23T21:26:41Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Book Selected,Action Performed in First Book of the Campaign,tap,1
2025-06-23T23:49:32Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,asin_horizontal_scroll_4-9,Selected Campaign Header,ForwardHorizontalScroll,4
2023-06-30T22:46:30Z,www.amazon.com,US,Kindle E-reader,Not Applicable,3924980005,Menu Option Selected,Action Performed in First Book of the Campaign,tap,1
2025-04-18T03:27:12Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4351860007,Book Selected,Action Performed in Second Book of the Campaign,tap,1
2024-08-09T03:15:11Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,com.amazon.library.actions.return_borrowed_book_action,Selected Campaign Header,book_detail_view_action,1
2024-08-09T03:16:08Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4270250001,Menu Option Selected,Action Performed in Second Book of the Campaign,tap,1
2025-07-01T02:37:35Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4417610025,Menu Option Selected,Selected Campaign Header,tap,1
2024-03-15T02:58:27Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4169610030,Book Selected,Selected Campaign Header,tap,1
2023-10-11T21:14:15Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4097540002,com.amazon.library.actions.return_borrowed_book_action,Action Performed in Second Book of the Campaign,book_detail_view_action,1
2023-11-28T04:41:04Z,www.amazon.com,US,Kindle E-reader,Not Applicable,4131230058,asin_horizontal_scroll_3_7,Selected Campaign Header,ForwardHorizontalScroll,1
