created_timestamp,preferred_marketplace,device_family,card_name,card_position
2023-05-14T17:40:42Z,www.amazon.com,Kindle for Android,,1
2022-12-16T05:11:48Z,www.amazon.com,Kindle for Android,,11
2022-12-16T05:10:33Z,www.amazon.com,Kindle for Android,More like [book title],7
2023-05-14T17:41:17Z,www.amazon.com,Kindle for Android,Recommended for you in Kindle Unlimited,2
2023-02-15T06:02:26Z,www.amazon.com,Kindle for Android,Recommended for you,10
2022-12-18T22:27:18Z,www.amazon.com,Kindle for Android,Based on your reading in Kindle Unlimited,4
2023-07-04T18:22:42Z,www.amazon.com,Kindle for Android,Upcoming releases for you,5
2022-12-16T05:11:36Z,www.amazon.com,Kindle for Android,,11
2023-06-06T01:34:33Z,www.amazon.com,Kindle for Android,More like your recent books,2
2023-01-03T21:32:43Z,www.amazon.com,Kindle for Android,More like [book title],1
2023-05-02T01:03:56Z,www.amazon.com,Kindle for Android,Recommended for you,1
2022-12-18T22:27:44Z,www.amazon.com,Kindle for Android,Follow the author,11
2023-02-28T00:03:06Z,www.amazon.com,Kindle for Android,,3
2023-01-07T06:14:27Z,www.amazon.com,Kindle for Android,More like [book title],1
2022-12-25T19:31:14Z,www.amazon.com,Kindle for Android,,2
2023-02-15T06:02:27Z,www.amazon.com,Kindle for Android,,11
2022-12-16T13:32:09Z,www.amazon.com,Kindle for Android,,12
2022-12-16T05:11:07Z,www.amazon.com,Kindle for Android,,6
2023-07-04T18:29:10Z,www.amazon.com,Kindle for Android,,6
2022-12-25T19:31:17Z,www.amazon.com,Kindle for Android,More like [book title],2
2023-07-03T15:17:31Z,www.amazon.com,Kindle for Android,More like [book title],1
2023-06-28T23:55:35Z,www.amazon.com,Kindle for Android,More like [book title],1
2023-04-21T03:43:49Z,www.amazon.com,Kindle for Android,Upcoming releases for you,2
2023-02-28T19:20:16Z,www.amazon.com,Kindle for Android,More like [book title],4
2022-12-18T22:27:47Z,www.amazon.com,Kindle for Android,,13
2022-12-25T19:30:54Z,www.amazon.com,Kindle for Android,More like your recent books,3
2023-06-08T21:27:06Z,www.amazon.com,Kindle for Android,More like [book title],3
2023-05-02T01:03:57Z,www.amazon.com,Kindle for Android,,2
2023-03-30T03:47:05Z,www.amazon.com,Kindle for Android,Based on your reading,2
2022-12-16T13:32:09Z,www.amazon.com,Kindle for Android,,11
2023-03-25T18:13:36Z,www.amazon.com,Kindle for Android,More like [book title],2
2023-02-20T12:46:38Z,www.amazon.com,Kindle for Android,Recommended for you in Kindle Unlimited,2
2022-12-20T19:00:38Z,www.amazon.com,Kindle for Android,More like [book title],8
2023-07-06T18:55:56Z,www.amazon.com,Kindle for Android,,1
2023-06-08T21:27:54Z,www.amazon.com,Kindle for Android,,1
2023-02-20T19:12:15Z,www.amazon.com,Kindle for Android,Upcoming releases for you,2
2023-05-14T17:41:17Z,www.amazon.com,Kindle for Android,,1
2023-05-02T01:24:40Z,www.amazon.com,Kindle for Android,,7
2022-12-25T19:31:23Z,www.amazon.com,Kindle for Android,More like [book title],1
2023-02-27T23:51:15Z,www.amazon.com,Kindle for Android,Upcoming releases for you,2
2023-07-21T15:52:15Z,www.amazon.com,Kindle for Android,,1
2022-12-25T19:31:18Z,www.amazon.com,Kindle for Android,More like [book title],1
2023-01-19T05:43:08Z,www.amazon.com,Kindle for Android,,9
2023-06-09T03:44:10Z,www.amazon.com,Kindle for Android,,1
2023-06-06T01:41:37Z,www.amazon.com,Kindle for Android,,5
2023-04-30T21:03:31Z,www.amazon.com,Kindle for Android,Recommended for you,1
2023-06-14T22:23:18Z,www.amazon.com,Kindle for Android,,1
2022-12-18T22:27:18Z,www.amazon.com,Kindle for Android,,3
2023-02-28T19:19:55Z,www.amazon.com,Kindle for Android,,1
2022-12-20T19:00:34Z,www.amazon.com,Kindle for Android,Based on your reading in Kindle Unlimited,5
2023-07-04T20:46:50Z,www.amazon.com,Kindle for Android,More like [book title],2
2023-07-04T18:22:20Z,www.amazon.com,Kindle for Android,More like [book title],2
2023-01-19T05:31:30Z,www.amazon.com,Kindle for Android,More like [book title],5
2023-02-28T19:20:18Z,www.amazon.com,Kindle for Android,,5
2023-04-21T03:42:18Z,www.amazon.com,Kindle for Android,,3
2023-02-05T20:50:53Z,www.amazon.com,Kindle for Android,,1
2023-03-07T03:52:49Z,www.amazon.com,Kindle for Android,,11
2023-02-20T03:00:36Z,www.amazon.com,Kindle for Android,,3
2023-06-30T22:46:51Z,www.amazon.com,Kindle for Android,More like [book title],1
2023-05-15T03:08:28Z,www.amazon.com,Kindle for Android,,2
2022-12-20T19:00:41Z,www.amazon.com,Kindle for Android,Expand your reading horizons,11
2023-03-05T04:56:27Z,www.amazon.com,Kindle for Android,More by [author name],8
2023-07-03T15:17:31Z,www.amazon.com,Kindle for Android,More like [book title],2
2023-01-19T05:31:55Z,www.amazon.com,Kindle for Android,,1
2023-04-04T23:12:22Z,www.amazon.com,Kindle for Android,,2
2023-02-28T19:19:55Z,www.amazon.com,Kindle for Android,Expand your reading horizons,2
2023-07-23T16:48:38Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-03-05T04:56:05Z,www.amazon.com,Kindle for Android,More like [book title],5
2023-06-06T01:41:39Z,www.amazon.com,Kindle for Android,,6
2023-06-06T01:41:35Z,www.amazon.com,Kindle for Android,,3
2022-12-16T05:11:48Z,www.amazon.com,Kindle for Android,,13
2023-02-15T06:18:42Z,www.amazon.com,Kindle for Android,,9
2023-02-15T06:02:18Z,www.amazon.com,Kindle for Android,Reading Insights,6
2022-12-16T05:11:35Z,www.amazon.com,Kindle for Android,Follow the author,10
2023-03-09T03:07:43Z,www.amazon.com,Kindle for Android,,4
2023-07-16T21:08:58Z,www.amazon.com,Kindle for Android,More like [book title],1
2023-04-30T21:04:06Z,www.amazon.com,Kindle for Android,,2
2023-02-15T06:18:43Z,www.amazon.com,Kindle for Android,Based on your reading in Kindle Unlimited,5
2023-04-28T19:53:56Z,www.amazon.com,Kindle for Android,Recommended for you,1
2023-03-09T03:07:17Z,www.amazon.com,Kindle for Android,More like [book title],2
2023-07-04T18:22:20Z,www.amazon.com,Kindle for Android,More like [book title],1
2023-04-21T03:42:02Z,www.amazon.com,Kindle for Android,,2
2023-02-27T23:51:15Z,www.amazon.com,Kindle for Android,Expand your reading horizons,1
2023-04-28T19:56:58Z,www.amazon.com,Kindle for Android,Recommended for you,1
2023-04-21T03:41:49Z,www.amazon.com,Kindle for Android,,2
2023-03-07T03:52:24Z,www.amazon.com,Kindle for Android,,3
2023-03-30T03:46:57Z,www.amazon.com,Kindle for Android,Based on your reading,2
2022-12-25T19:31:03Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-05-14T17:40:31Z,www.amazon.com,Kindle for Android,,1
2023-01-19T05:34:56Z,www.amazon.com,Kindle for Android,More by [author name],2
2023-05-14T17:40:31Z,www.amazon.com,Kindle for Android,Recommended for you in Kindle Unlimited,2
2023-01-19T05:34:56Z,www.amazon.com,Kindle for Android,,1
2022-12-20T19:00:34Z,www.amazon.com,Kindle for Android,,4
2023-02-20T03:01:44Z,www.amazon.com,Kindle for Android,Based on your reading in Kindle Unlimited,5
2023-02-27T23:51:02Z,www.amazon.com,Kindle for Android,More like [book title],3
2022-12-16T05:10:33Z,www.amazon.com,Kindle for Android,More like [book title],8
2022-12-14T17:44:35Z,www.amazon.com,Kindle for Android,,2
2022-12-18T22:25:55Z,www.amazon.com,Kindle for Android,,2
2023-07-23T16:49:50Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-02-20T03:01:50Z,www.amazon.com,Kindle for Android,,7
2023-04-30T21:04:18Z,www.amazon.com,Kindle for Android,,2
2023-03-07T03:51:56Z,www.amazon.com,Kindle for Android,,3
2023-02-28T19:20:58Z,www.amazon.com,Kindle for Android,More by [author name],11
2022-12-16T04:20:44Z,www.amazon.com,Kindle for Android,Based on your reading in Kindle Unlimited,3
2023-05-15T03:08:10Z,www.amazon.com,Kindle for Android,,3
2022-12-16T05:09:52Z,www.amazon.com,Kindle for Android,More like your recent books,5
2023-07-16T21:08:58Z,www.amazon.com,Kindle for Android,,1
2023-12-12T19:43:35Z,www.amazon.com,Kindle for Android,,2
2023-12-09T16:55:35Z,www.amazon.com,Kindle for Android,,1
2023-10-07T01:15:15Z,www.amazon.com,Kindle for Android,,2
2023-12-20T05:54:59Z,www.amazon.com,Kindle for Android,,1
2023-12-12T19:39:34Z,www.amazon.com,Kindle for Android,,1
2024-06-13T02:03:43Z,www.amazon.com,Kindle for Android,Quick reads for you,9
2024-07-08T22:00:33Z,www.amazon.com,Kindle for Android,Reading Insights,2
2024-07-17T23:29:56Z,www.amazon.com,Kindle for Android,,3
2024-01-10T05:02:50Z,www.amazon.com,Kindle for Android,More like [book title],4
2023-10-11T00:20:12Z,www.amazon.com,Kindle for Android,,3
2023-08-28T17:50:07Z,www.amazon.com,Kindle for Android,,1
2024-07-17T19:47:27Z,www.amazon.com,Kindle for Android,,1
2024-07-14T00:00:23Z,www.amazon.com,Kindle for Android,,1
2024-01-26T04:47:31Z,www.amazon.com,Kindle for Android,,2
2023-11-11T13:11:04Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-05-05T18:17:41Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-10-11T00:20:12Z,www.amazon.com,Kindle for Android,,4
2024-06-17T11:54:07Z,www.amazon.com,Kindle for Android,Recommended for you,1
2023-08-09T02:23:16Z,www.amazon.com,Kindle for Android,,1
2023-12-20T05:54:40Z,www.amazon.com,Kindle for Android,,1
2024-01-10T05:02:00Z,www.amazon.com,Kindle for Android,,3
2024-04-10T02:44:09Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-07-17T23:30:14Z,www.amazon.com,Kindle for Android,,1
2023-08-14T23:28:39Z,www.amazon.com,Kindle for Android,,6
2023-11-12T23:36:00Z,www.amazon.com,Kindle for Android,More like [book title],5
2023-08-28T17:50:07Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-06-13T02:01:41Z,www.amazon.com,Kindle for Android,,3
2023-12-23T03:47:56Z,www.amazon.com,Kindle for Android,,2
2023-09-28T01:24:21Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-12-27T00:57:13Z,www.amazon.com,Kindle for Android,,1
2024-01-08T03:23:21Z,www.amazon.com,Kindle for Android,,1
2024-01-10T05:01:53Z,www.amazon.com,Kindle for Android,,2
2023-10-05T04:17:08Z,www.amazon.com,Kindle for Android,,2
2024-06-13T02:03:14Z,www.amazon.com,Kindle for Android,,10
2024-06-17T18:17:43Z,www.amazon.com,Kindle for Android,Recommended for you,1
2024-06-17T11:57:53Z,www.amazon.com,Kindle for Android,,1
2024-01-10T05:02:33Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-12-20T05:54:52Z,www.amazon.com,Kindle for Android,,3
2024-04-27T15:44:16Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-06-17T11:57:53Z,www.amazon.com,Kindle for Android,Recommended for you,1
2023-10-07T01:15:22Z,www.amazon.com,Kindle for Android,,1
2023-10-11T00:34:17Z,www.amazon.com,Kindle for Android,,4
2024-02-03T21:53:47Z,www.amazon.com,Kindle for Android,,1
2023-12-20T05:57:44Z,www.amazon.com,Kindle for Android,,1
2024-01-10T05:01:40Z,www.amazon.com,Kindle for Android,,3
2023-12-27T00:57:35Z,www.amazon.com,Kindle for Android,,1
2023-11-08T18:54:49Z,www.amazon.com,Kindle for Android,Expand your reading horizons,3
2023-12-31T05:08:09Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-01-26T04:49:27Z,www.amazon.com,Kindle for Android,Reading Insights,2
2023-12-27T02:39:57Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-06-15T21:42:42Z,www.amazon.com,Kindle for Android,,1
2023-08-09T02:23:50Z,www.amazon.com,Kindle for Android,,7
2023-11-12T23:37:12Z,www.amazon.com,Kindle for Android,Reading Insights,2
2023-12-18T01:44:59Z,www.amazon.com,Kindle for Android,,1
2023-10-11T00:34:17Z,www.amazon.com,Kindle for Android,,6
2023-12-12T19:43:24Z,www.amazon.com,Kindle for Android,,1
2024-01-08T18:50:57Z,www.amazon.com,Kindle for Android,,2
2023-11-12T23:35:26Z,www.amazon.com,Kindle for Android,,1
2023-08-07T21:27:41Z,www.amazon.com,Kindle for Android,,13
2023-12-12T19:40:24Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-12-20T06:02:10Z,www.amazon.com,Kindle for Android,More like [book title],6
2023-10-24T03:06:11Z,www.amazon.com,Kindle for Android,,1
2024-01-08T03:23:37Z,www.amazon.com,Kindle for Android,,1
2023-10-11T00:34:17Z,www.amazon.com,Kindle for Android,,3
2023-12-27T00:54:32Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-08-14T23:28:38Z,www.amazon.com,Kindle for Android,,4
2024-06-08T15:17:46Z,www.amazon.com,Kindle for Android,,1
2023-10-11T00:20:34Z,www.amazon.com,Kindle for Android,More like [book title],10
2023-11-12T23:36:01Z,www.amazon.com,Kindle for Android,More like [book title],6
2024-01-26T04:47:48Z,www.amazon.com,Kindle for Android,More like [book title],3
2024-01-26T04:49:52Z,www.amazon.com,Kindle for Android,,1
2024-01-04T03:41:19Z,www.amazon.com,Kindle for Android,,2
2024-07-18T18:31:38Z,www.amazon.com,Kindle for Android,Reading Insights,2
2024-07-31T10:17:31Z,www.amazon.com,Kindle for Android,Books trending this month,2
2024-06-17T11:58:11Z,www.amazon.com,Kindle for Android,Recommended for you,1
2023-11-27T05:46:21Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-07-18T18:31:48Z,www.amazon.com,Kindle for Android,,1
2024-01-08T04:01:43Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-12-27T02:39:57Z,www.amazon.com,Kindle for Android,,2
2024-01-26T04:51:02Z,www.amazon.com,Kindle for Android,,1
2024-01-04T03:41:18Z,www.amazon.com,Kindle for Android,,1
2024-01-26T04:53:52Z,www.amazon.com,Kindle for Android,,1
2023-12-27T00:57:35Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-10-07T03:39:41Z,www.amazon.com,Kindle for Android,,1
2024-07-01T18:02:08Z,www.amazon.com,Kindle for Android,,1
2023-11-12T23:37:09Z,www.amazon.com,Kindle for Android,,1
2024-07-13T23:59:50Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-01-08T03:23:22Z,www.amazon.com,Kindle for Android,,2
2024-01-26T04:49:26Z,www.amazon.com,Kindle for Android,,1
2024-07-02T19:48:56Z,www.amazon.com,Kindle for Android,,1
2024-06-17T11:58:23Z,www.amazon.com,Kindle for Android,More like [book title],4
2023-10-05T04:15:01Z,www.amazon.com,Kindle for Android,,1
2023-08-07T21:27:18Z,www.amazon.com,Kindle for Android,,5
2024-01-26T04:53:56Z,www.amazon.com,Kindle for Android,,1
2024-06-15T23:00:50Z,www.amazon.com,Kindle for Android,,1
2023-12-23T03:47:56Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-06-15T21:42:24Z,www.amazon.com,Kindle for Android,Recommended for you,1
2023-08-07T21:27:26Z,www.amazon.com,Kindle for Android,More like [book title],9
2024-07-08T22:00:33Z,www.amazon.com,Kindle for Android,,1
2023-12-27T02:39:56Z,www.amazon.com,Kindle for Android,,1
2023-08-14T23:28:41Z,www.amazon.com,Kindle for Android,,11
2024-06-13T02:01:41Z,www.amazon.com,Kindle for Android,,1
2023-10-11T00:33:48Z,www.amazon.com,Kindle for Android,More like [book title],11
2024-06-01T17:21:58Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-12-23T18:19:36Z,www.amazon.com,Kindle for Android,,2
2023-12-12T19:40:24Z,www.amazon.com,Kindle for Android,,2
2023-12-12T19:39:57Z,www.amazon.com,Kindle for Android,,1
2023-12-24T23:14:42Z,www.amazon.com,Kindle for Android,,1
2024-04-27T15:43:17Z,www.amazon.com,Kindle for Android,,1
2024-01-10T05:01:40Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-02-20T22:51:54Z,www.amazon.com,Kindle for Android,Reading Insights,2
2023-08-07T21:27:25Z,www.amazon.com,Kindle for Android,,8
2023-10-11T00:33:48Z,www.amazon.com,Kindle for Android,Upcoming releases for you,12
2024-01-10T05:01:52Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-07-14T00:00:17Z,www.amazon.com,Kindle for Android,,1
2024-01-26T04:53:52Z,www.amazon.com,Kindle for Android,Reading Insights,2
2023-10-11T00:33:51Z,www.amazon.com,Kindle for Android,More like [book title],9
2024-01-26T04:53:56Z,www.amazon.com,Kindle for Android,Reading Insights,2
2024-07-14T23:59:55Z,www.amazon.com,Kindle for Android,,1
2024-02-22T18:05:12Z,www.amazon.com,Kindle for Android,,1
2024-06-17T11:58:19Z,www.amazon.com,Kindle for Android,Reading Insights,2
2024-02-20T22:52:14Z,www.amazon.com,Kindle for Android,,1
2024-04-10T02:44:08Z,www.amazon.com,Kindle for Android,,1
2023-11-27T05:47:00Z,www.amazon.com,Kindle for Android,,1
2024-05-05T18:17:41Z,www.amazon.com,Kindle for Android,More like [book title],2
2023-10-11T00:34:17Z,www.amazon.com,Kindle for Android,,5
2023-12-12T19:43:34Z,www.amazon.com,Kindle for Android,,1
2024-05-05T18:17:40Z,www.amazon.com,Kindle for Android,,1
2023-10-24T03:06:11Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-06-13T02:02:37Z,www.amazon.com,Kindle for Android,Reading Insights,2
2024-07-08T22:00:33Z,www.amazon.com,Kindle for Android,,3
2023-12-09T16:55:35Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-07-02T19:49:04Z,www.amazon.com,Kindle for Android,Quick reads for you,2
2023-11-04T05:45:12Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-03-28T03:50:51Z,www.amazon.com,Kindle for Android,,1
2023-10-11T00:34:17Z,www.amazon.com,Kindle for Android,,1
2024-06-13T02:03:46Z,www.amazon.com,Kindle for Android,,13
2024-06-13T02:02:51Z,www.amazon.com,Kindle for Android,Follow the author,8
2024-06-15T23:00:48Z,www.amazon.com,Kindle for Android,Recommended for you,1
2023-10-07T01:15:22Z,www.amazon.com,Kindle for Android,,2
2024-02-20T22:52:27Z,www.amazon.com,Kindle for Android,,1
2023-08-09T02:23:06Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-01-08T03:23:37Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-07-14T00:00:25Z,www.amazon.com,Kindle for Android,,1
2023-11-14T13:26:11Z,www.amazon.com,Kindle for Android,,1
2024-03-28T16:33:19Z,www.amazon.com,Kindle for Android,More like [book title],2
2023-12-09T16:55:15Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-11-28T06:12:52Z,www.amazon.com,Kindle for Android,,1
2023-11-04T05:45:11Z,www.amazon.com,Kindle for Android,,1
2024-07-31T10:17:31Z,www.amazon.com,Kindle for Android,,1
2024-07-14T23:59:55Z,www.amazon.com,Kindle for Android,Reading Insights,2
2023-10-11T00:34:16Z,www.amazon.com,Kindle for Android,More like [book title],11
2023-08-09T02:23:37Z,www.amazon.com,Kindle for Android,,3
2024-06-15T23:00:50Z,www.amazon.com,Kindle for Android,Reading Insights,2
2023-12-20T05:54:52Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-12-31T05:08:08Z,www.amazon.com,Kindle for Android,,1
2024-06-13T02:02:39Z,www.amazon.com,Kindle for Android,,3
2023-12-09T16:53:31Z,www.amazon.com,Kindle for Android,Recommended for you,2
2023-08-14T23:28:41Z,www.amazon.com,Kindle for Android,,13
2023-12-20T05:57:44Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-03-28T03:50:52Z,www.amazon.com,Kindle for Android,Reading Insights,2
2024-02-20T22:52:14Z,www.amazon.com,Kindle for Android,Reading Insights,2
2024-06-01T17:21:23Z,www.amazon.com,Kindle for Android,,1
2023-08-07T21:27:22Z,www.amazon.com,Kindle for Android,,6
2023-11-28T06:12:39Z,www.amazon.com,Kindle for Android,Recommended for you,2
2024-06-17T11:58:33Z,www.amazon.com,Kindle for Android,Expand your reading horizons,8
2024-07-02T19:49:04Z,www.amazon.com,Kindle for Android,,1
2023-12-24T23:14:42Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-07-26T21:49:28Z,www.amazon.com,Kindle for Android,,1
2023-12-23T18:19:36Z,www.amazon.com,Kindle for Android,,3
2023-12-20T05:54:52Z,www.amazon.com,Kindle for Android,,1
2023-11-22T18:00:00Z,www.amazon.com,Kindle for Android,,1
2023-12-20T05:58:46Z,www.amazon.com,Kindle for Android,,4
2023-11-12T23:37:09Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-08-28T18:18:47Z,www.amazon.com,Kindle for Android,,1
2024-02-20T22:51:54Z,www.amazon.com,Kindle for Android,,1
2024-01-10T05:02:00Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-12-27T00:52:06Z,www.amazon.com,Kindle for Android,,1
2024-06-15T23:00:50Z,www.amazon.com,Kindle for Android,Recommended for you,1
2024-06-13T02:03:14Z,www.amazon.com,Kindle for Android,Quick reads for you,9
2024-02-21T00:50:35Z,www.amazon.com,Kindle for Android,,1
2024-06-13T02:01:32Z,www.amazon.com,Kindle for Android,Recommended for you,1
2024-05-05T18:17:47Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-08-09T02:23:37Z,www.amazon.com,Kindle for Android,,4
2023-08-09T02:24:03Z,www.amazon.com,Kindle for Android,More like [book title],11
2024-06-15T21:36:23Z,www.amazon.com,Kindle for Android,Reading Insights,2
2024-05-31T03:34:37Z,www.amazon.com,Kindle for Android,More like [book title],3
2023-12-12T19:40:24Z,www.amazon.com,Kindle for Android,,3
2023-08-14T23:28:40Z,www.amazon.com,Kindle for Android,,8
2024-06-17T18:17:43Z,www.amazon.com,Kindle for Android,,1
2023-12-27T02:39:48Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-06-15T21:36:22Z,www.amazon.com,Kindle for Android,,1
2023-12-12T19:40:05Z,www.amazon.com,Kindle for Android,,1
2024-04-27T15:43:18Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-11-12T23:37:12Z,www.amazon.com,Kindle for Android,More like [book title],3
2024-07-17T23:29:55Z,www.amazon.com,Kindle for Android,,3
2023-11-12T23:35:37Z,www.amazon.com,Kindle for Android,,1
2024-07-23T01:13:36Z,www.amazon.com,Kindle for Android,Recommended for you,1
2023-08-09T02:23:52Z,www.amazon.com,Kindle for Android,More like [book title],9
2023-12-23T18:19:36Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-12-31T05:08:09Z,www.amazon.com,Kindle for Android,,2
2024-07-01T18:02:10Z,www.amazon.com,Kindle for Android,Quick reads for you,2
2024-04-15T20:44:41Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-01-10T05:03:02Z,www.amazon.com,Kindle for Android,,8
2024-01-26T04:47:31Z,www.amazon.com,Kindle for Android,,3
2024-07-17T23:30:04Z,www.amazon.com,Kindle for Android,,1
2023-11-08T18:54:49Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-01-10T05:02:52Z,www.amazon.com,Kindle for Android,More like [book title],5
2024-01-26T04:53:56Z,www.amazon.com,Kindle for Android,More like [book title],3
2024-02-03T21:53:48Z,www.amazon.com,Kindle for Android,More like [book title],3
2023-08-14T23:28:41Z,www.amazon.com,Kindle for Android,More like [book title],10
2023-12-18T01:47:26Z,www.amazon.com,Kindle for Android,,1
2024-07-17T23:29:56Z,www.amazon.com,Kindle for Android,,1
2023-08-07T21:26:38Z,www.amazon.com,Kindle for Android,Reading Insights,2
2024-01-10T05:01:52Z,www.amazon.com,Kindle for Android,,1
2023-12-09T16:53:31Z,www.amazon.com,Kindle for Android,,1
2024-07-18T18:31:44Z,www.amazon.com,Kindle for Android,,1
2023-12-31T05:08:13Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-11-28T06:12:52Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-10-11T00:33:51Z,www.amazon.com,Kindle for Android,Recommended for you in Prime Reading,8
2023-11-12T23:35:28Z,www.amazon.com,Kindle for Android,,2
2024-06-17T11:59:20Z,www.amazon.com,Kindle for Android,,3
2024-06-17T11:59:20Z,www.amazon.com,Kindle for Android,Recommended for you,1
2024-06-15T21:42:21Z,www.amazon.com,Kindle for Android,Recommended for you,1
2023-11-12T23:36:05Z,www.amazon.com,Kindle for Android,,7
2024-07-12T19:17:42Z,www.amazon.com,Kindle for Android,,2
2024-07-12T19:17:42Z,www.amazon.com,Kindle for Android,,1
2024-07-17T23:30:05Z,www.amazon.com,Kindle for Android,,3
2023-10-11T00:34:17Z,www.amazon.com,Kindle for Android,Recommended for you in Prime Reading,8
2023-11-14T13:26:08Z,www.amazon.com,Kindle for Android,,1
2024-06-15T23:00:49Z,www.amazon.com,Kindle for Android,Reading Insights,2
2023-11-08T18:54:56Z,www.amazon.com,Kindle for Android,,1
2024-02-04T03:54:07Z,www.amazon.com,Kindle for Android,More like [book title],3
2023-12-27T00:57:13Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-12-20T05:54:32Z,www.amazon.com,Kindle for Android,,1
2023-08-07T21:27:11Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-07-13T23:59:43Z,www.amazon.com,Kindle for Android,,1
2024-06-17T11:58:03Z,www.amazon.com,Kindle for Android,,1
2024-06-13T02:01:32Z,www.amazon.com,Kindle for Android,,1
2023-12-27T02:40:05Z,www.amazon.com,Kindle for Android,Reading Insights,1
2024-07-14T23:59:55Z,www.amazon.com,Kindle for Android,,4
2023-12-18T01:45:00Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-11-22T17:59:50Z,www.amazon.com,Kindle for Android,,1
2023-08-14T23:28:40Z,www.amazon.com,Kindle for Android,More like [book title],9
2024-07-13T23:59:50Z,www.amazon.com,Kindle for Android,,2
2024-07-01T18:02:11Z,www.amazon.com,Kindle for Android,Reading Insights,3
2024-01-26T04:47:30Z,www.amazon.com,Kindle for Android,,1
2024-06-15T21:42:36Z,www.amazon.com,Kindle for Android,Recommended for you,1
2024-01-26T04:47:48Z,www.amazon.com,Kindle for Android,,1
2024-04-27T15:44:16Z,www.amazon.com,Kindle for Android,,1
2023-11-22T18:00:00Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-11-04T05:45:12Z,www.amazon.com,Kindle for Android,,2
2024-06-17T11:58:19Z,www.amazon.com,Kindle for Android,,1
2024-06-13T02:01:41Z,www.amazon.com,Kindle for Android,Reading Insights,2
2024-04-15T20:44:40Z,www.amazon.com,Kindle for Android,,1
2024-07-01T17:46:08Z,www.amazon.com,Kindle for Android,Reading Insights,2
2024-04-15T20:44:41Z,www.amazon.com,Kindle for Android,More like [book title],2
2023-12-12T19:43:35Z,www.amazon.com,Kindle for Android,,3
2023-10-11T00:34:16Z,www.amazon.com,Kindle for Android,Upcoming releases for you,12
2023-11-27T05:47:00Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-11-27T05:46:21Z,www.amazon.com,Kindle for Android,,2
2023-08-07T21:27:28Z,www.amazon.com,Kindle for Android,More like [book title],10
2024-05-05T18:17:47Z,www.amazon.com,Kindle for Android,,1
2024-06-13T02:01:33Z,www.amazon.com,Kindle for Android,,3
2024-01-26T04:47:31Z,www.amazon.com,Kindle for Android,Reading Insights,1
2023-12-12T19:39:57Z,www.amazon.com,Kindle for Android,,2
2023-12-20T05:54:40Z,www.amazon.com,Kindle for Android,,2
2023-12-20T05:58:48Z,www.amazon.com,Kindle for Android,More like [book title],5
2024-06-15T23:00:50Z,www.amazon.com,Kindle for Android,,3
2024-07-25T23:20:05Z,www.amazon.com,Kindle for Android,More like [book title],2
2023-12-27T02:39:48Z,www.amazon.com,Kindle for Android,,2
