created_timestamp,preferred_marketplace,country,device_family,content_id,connection _type,connection_state,connection_setting_changed
2024-01-22T08:15:28Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-22T07:04:21Z,www.amazon.com,US,Kindle E-reader,B0CDKLBD2W,wireless,wifi,by user
2024-02-28T04:37:08Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-08-12T04:09:06Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-12-09T04:27:46Z,www.amazon.com,US,Kindle E-reader,B0C5LRCM2F,wireless,wifi,by user
2023-11-11T04:10:40Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-01-13T08:11:41Z,www.amazon.com,US,Kindle E-reader,B08TF1VTGX,wireless,wifi,by user
2023-10-10T08:43:33Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-03-31T07:05:22Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-10-24T22:33:08Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2023-11-15T07:20:24Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-08T02:52:53Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-07-11T03:14:58Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-04-08T23:25:50Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-01-15T08:12:55Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-02-15T02:33:31Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2024-03-08T04:12:18Z,www.amazon.com,US,Kindle E-reader,B0C7RPT9B3,wireless,wifi,by user
2024-04-03T00:21:01Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-10-06T08:46:19Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-27T18:32:10Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-10-11T02:23:09Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-03-10T22:27:01Z,www.amazon.com,US,Kindle E-reader,B0BPNP7YQB,wireless,wifi,by user
2023-10-31T23:34:39Z,www.amazon.com,US,Kindle E-reader,B0BKH7G2X8,wireless,wifi,by user
2023-11-01T03:10:50Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-12-01T04:45:46Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-07-01T21:30:04Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-04-26T23:50:42Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-10-03T02:57:52Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-06-02T04:00:27Z,www.amazon.com,US,Kindle E-reader,B09X34KMRM,wireless,wifi,by user
2023-08-11T08:42:36Z,www.amazon.com,US,Kindle E-reader,B0BL126WSH,wireless,wifi,by user
2024-04-08T05:23:25Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-06-17T03:56:14Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-12-24T08:11:48Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2023-12-21T08:11:44Z,www.amazon.com,US,Kindle E-reader,B09Y467GZY,wireless,wifi,by user
2023-10-31T23:18:13Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-06-05T04:37:34Z,www.amazon.com,US,Kindle E-reader,B09X34KMRM,wireless,wifi,by user
2024-05-18T08:07:37Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-03-30T01:17:56Z,www.amazon.com,US,Kindle E-reader,B0BTZRQHJM,wireless,wifi,by user
2024-02-28T22:06:00Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-07-02T22:00:35Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-06-13T02:31:36Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-03-15T02:50:07Z,www.amazon.com,US,Kindle E-reader,B0BPNP7YQB,wireless,wifi,by user
2023-12-26T04:12:56Z,www.amazon.com,US,Kindle E-reader,B09Y467GZY,wireless,wifi,by user
2023-11-09T05:02:15Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-14T07:08:14Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-07-02T04:51:52Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-03-29T17:14:32Z,www.amazon.com,US,Kindle E-reader,B0BTZRQHJM,wireless,wifi,by user
2024-07-30T04:00:24Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-03-15T03:26:31Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,automatically after an update
2023-12-09T08:11:49Z,www.amazon.com,US,Kindle E-reader,B0C5LRCM2F,wireless,wifi,by user
2024-05-15T03:44:42Z,www.amazon.com,US,Kindle E-reader,B0CDKLBD2W,wireless,wifi,by user
2023-11-11T03:47:05Z,www.amazon.com,US,Kindle E-reader,B07CWDMQ45,wireless,wifi,by user
2024-02-10T08:12:42Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-03-31T03:20:38Z,www.amazon.com,US,Kindle E-reader,B008J2G5Y6,wireless,wifi,by user
2023-07-29T08:42:34Z,www.amazon.com,US,Kindle E-reader,B084G9Z5C3,wireless,wifi,by user
2023-12-17T05:50:43Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-10-21T08:46:44Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-12-30T08:12:38Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-04-07T05:04:15Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-07-28T21:42:15Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-04-08T22:59:57Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2024-02-14T04:41:57Z,www.amazon.com,US,Kindle E-reader,B0044781ZQ,wireless,wifi,by user
2024-01-26T08:15:13Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-06-13T07:04:25Z,www.amazon.com,US,Kindle E-reader,B0BWGKNK7G,wireless,wifi,by user
2023-12-21T06:13:32Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2023-12-08T08:15:16Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-09-07T20:37:28Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-12-27T08:11:41Z,www.amazon.com,US,Kindle E-reader,B09Y467GZY,wireless,wifi,by user
2024-02-29T21:33:31Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-12-14T02:54:31Z,www.amazon.com,US,Kindle E-reader,B0B9SN8K6H,wireless,wifi,by user
2024-07-17T22:39:26Z,www.amazon.com,US,Kindle E-reader,B0CH1NHWNW,wireless,wifi,by user
2023-08-07T03:48:09Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-01-23T08:11:39Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,wireless,wifi,by user
2024-04-10T03:59:26Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-04-08T05:51:42Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-20T07:04:26Z,www.amazon.com,US,Kindle E-reader,B081914PR7,wireless,wifi,by user
2024-03-02T08:12:28Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-10-04T08:42:37Z,www.amazon.com,US,Kindle E-reader,B0BP66G6B7,wireless,wifi,by user
2023-10-01T02:58:38Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-01-10T08:11:44Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2023-12-19T04:28:52Z,www.amazon.com,US,Kindle E-reader,B08FGV64B1,wireless,wifi,by user
2024-05-11T20:41:07Z,www.amazon.com,US,Kindle E-reader,B0CDKLBD2W,wireless,none,by user
2024-02-16T00:03:41Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-10-30T21:33:56Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-08-14T08:42:34Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,wireless,wifi,by user
2024-07-03T03:20:35Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-01-21T11:50:20Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,wireless,wifi,by user
2024-07-21T04:38:07Z,www.amazon.com,US,Kindle E-reader,B0C7729CF8,wireless,wifi,by user
2024-07-12T03:26:09Z,www.amazon.com,US,Kindle E-reader,2C4B5A07F41247DAAF830F1590836876,wireless,wifi,by user
2024-04-02T21:26:05Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-04-08T23:16:54Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2024-06-05T03:37:43Z,www.amazon.com,US,Kindle E-reader,B09X34KMRM,wireless,wifi,by user
2024-03-03T18:52:27Z,www.amazon.com,US,Kindle E-reader,B0C6KMGND1,wireless,wifi,by user
2024-03-19T07:04:23Z,www.amazon.com,US,Kindle E-reader,B0BWGKNK7G,wireless,wifi,by user
2023-09-21T04:29:12Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-22T03:54:42Z,www.amazon.com,US,Kindle E-reader,B092T8QDYW,wireless,wifi,by user
2023-12-12T05:53:30Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-09-28T21:23:24Z,www.amazon.com,US,Kindle E-reader,B0BJNKTFGH,wireless,wifi,by user
2024-01-27T04:41:50Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-11-11T04:37:31Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-02-07T08:15:29Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-08-12T04:17:44Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-13T02:57:05Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-10-31T20:36:31Z,www.amazon.com,US,Kindle E-reader,B0BKH7G2X8,wireless,wifi,by user
2024-02-20T08:11:45Z,www.amazon.com,US,Kindle E-reader,B0CLQVQSVL,wireless,wifi,by user
2023-12-22T04:15:48Z,www.amazon.com,US,Kindle E-reader,B09Y467GZY,wireless,wifi,by user
2024-02-08T20:35:11Z,www.amazon.com,US,Kindle E-reader,B09LHBX5KV,wireless,wifi,by user
2023-08-25T20:39:29Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,wireless,wifi,by user
2024-04-22T04:54:17Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-09-28T08:42:41Z,www.amazon.com,US,Kindle E-reader,B0BJNKTFGH,wireless,wifi,by user
2023-08-22T08:43:00Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,wireless,wifi,by user
2023-12-14T08:11:39Z,www.amazon.com,US,Kindle E-reader,B0B9SN8K6H,wireless,wifi,by user
2024-04-22T03:35:02Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,wireless,wifi,by user
2023-09-30T08:43:40Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-11-28T08:11:40Z,www.amazon.com,US,Kindle E-reader,B0BR511292,wireless,wifi,by user
2024-04-27T03:37:58Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2023-12-08T06:06:37Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-10-06T08:42:36Z,www.amazon.com,US,Kindle E-reader,B0BP66G6B7,wireless,wifi,by user
2023-08-07T04:03:45Z,www.amazon.com,US,Kindle E-reader,B0BG13PH57,wireless,wifi,by user
2024-01-18T03:55:57Z,www.amazon.com,US,Kindle E-reader,B07WG8L7WC,wireless,wifi,by user
2023-09-04T21:37:54Z,www.amazon.com,US,Kindle E-reader,B0BKKVQPLB,wireless,wifi,by user
2024-01-05T21:12:53Z,www.amazon.com,US,Kindle E-reader,B07LF64DZ2,wireless,wifi,by user
2024-01-27T17:58:13Z,www.amazon.com,US,Kindle E-reader,B0C3C886FY,wireless,wifi,by user
2024-07-02T02:59:38Z,www.amazon.com,US,Kindle E-reader,C36A14E8EC2F4079AD3377ED35C616AE,wireless,wifi,by user
2024-05-07T20:44:10Z,www.amazon.com,US,Kindle E-reader,B0C4PX8RD7,wireless,wifi,by user
2023-08-24T03:39:30Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2024-01-05T08:16:01Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-11-15T08:11:44Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2024-03-10T04:53:14Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-25T04:55:21Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-10-26T04:23:35Z,www.amazon.com,US,Kindle E-reader,B0BP6S1S57,wireless,wifi,by user
2023-10-03T04:44:19Z,www.amazon.com,US,Kindle E-reader,B0BP66G6B7,wireless,wifi,by user
2023-10-22T03:47:55Z,www.amazon.com,US,Kindle E-reader,B09BV2JNWV,wireless,wifi,by user
2023-12-15T08:11:47Z,www.amazon.com,US,Kindle E-reader,B0B9SN8K6H,wireless,wifi,by user
2024-05-27T21:52:16Z,www.amazon.com,US,Kindle E-reader,B0CJ9TSSYB,wireless,wifi,by user
2023-09-12T08:42:46Z,www.amazon.com,US,Kindle E-reader,B0BKKVQPLB,wireless,wifi,by user
2024-05-21T21:39:29Z,www.amazon.com,US,Kindle E-reader,B092T8QDYW,wireless,wifi,by user
2024-01-22T20:52:59Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,wireless,wifi,by user
2023-09-06T21:24:28Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-04-02T23:00:37Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2024-02-21T08:11:42Z,www.amazon.com,US,Kindle E-reader,B0044781ZQ,wireless,wifi,by user
2024-05-07T07:04:22Z,www.amazon.com,US,Kindle E-reader,B0C4PX8RD7,wireless,wifi,by user
2024-06-08T09:04:29Z,www.amazon.com,US,Kindle E-reader,B0B3Y9JVMK,wireless,wifi,by user
2024-05-18T02:59:54Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2024-04-05T04:52:18Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-27T22:09:19Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-01-22T04:50:15Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-04-24T08:07:51Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-08-26T04:23:14Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-12-19T08:11:46Z,www.amazon.com,US,Kindle E-reader,B0B399L6KP,wireless,wifi,by user
2023-09-27T03:51:04Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-23T21:17:11Z,www.amazon.com,US,Kindle E-reader,B07QN87LQB,wireless,wifi,by user
2024-06-16T04:08:49Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-08-28T17:53:26Z,www.amazon.com,US,Kindle E-reader,B092T947PJ,wireless,none,by user
2024-06-07T02:55:30Z,www.amazon.com,US,Kindle E-reader,B0B3Y9JVMK,wireless,wifi,by user
2024-01-02T08:12:36Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-02-07T04:12:54Z,www.amazon.com,US,Kindle E-reader,B09LHBX5KV,wireless,wifi,by user
2024-05-02T07:08:11Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-04-11T04:16:02Z,www.amazon.com,US,Kindle E-reader,B092T8QDYW,wireless,wifi,by user
2024-04-04T04:02:28Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-02-26T08:16:32Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-01-11T03:53:07Z,www.amazon.com,US,Kindle E-reader,B0927NRBFB,wireless,wifi,by user
2024-06-09T03:45:09Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-06-11T07:04:22Z,www.amazon.com,US,Kindle E-reader,B002C7Z57C,wireless,wifi,by user
2024-03-15T16:24:45Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-01-04T05:48:52Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-12-27T07:06:53Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-19T07:08:19Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2024-07-25T01:00:41Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-11T22:39:07Z,www.amazon.com,US,Kindle E-reader,B0C97G1ZR6,wireless,wifi,by user
2024-08-01T03:17:50Z,www.amazon.com,US,Kindle E-reader,9CF67106DC3A4A8F90A685EE6DAA2B9F,wireless,wifi,by user
2023-08-18T03:00:32Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,wireless,wifi,by user
2024-04-23T00:10:42Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-11-29T05:02:19Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-04T04:07:39Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-06-20T11:28:18Z,www.amazon.com,US,Kindle E-reader,096E674F00DC4192A0B7E99C3AB4A388,wireless,wifi,by user
2023-11-05T08:47:03Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-07-25T20:40:29Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-08-28T08:42:36Z,www.amazon.com,US,Kindle E-reader,B092T947PJ,wireless,wifi,by user
2023-08-19T01:42:12Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-07-24T20:13:35Z,www.amazon.com,US,Kindle E-reader,B0C7729CF8,wireless,wifi,by user
2024-02-08T04:18:16Z,www.amazon.com,US,Kindle E-reader,B09LHBX5KV,wireless,wifi,by user
2024-01-17T02:05:29Z,www.amazon.com,US,Kindle E-reader,B07WG8L7WC,wireless,wifi,by user
2023-08-22T22:07:11Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-04-08T06:49:54Z,www.amazon.com,US,Kindle E-reader,B007RMYE9M,wireless,wifi,by user
2023-10-06T04:22:27Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-01-26T04:57:46Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-06-14T04:39:45Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-02-18T08:12:37Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-01-13T05:04:24Z,www.amazon.com,US,Kindle E-reader,B08TF1VTGX,wireless,wifi,by user
2024-02-12T21:13:36Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-03-30T01:07:04Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-04-26T03:52:28Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-02-14T22:47:13Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2024-04-01T04:47:58Z,www.amazon.com,US,Kindle E-reader,B007RMYE9M,wireless,wifi,by user
2024-02-29T08:12:56Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-08-15T03:53:56Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,wireless,wifi,by user
2024-05-22T22:23:46Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-03-17T04:30:39Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-08-25T20:59:28Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-11-15T06:09:09Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-01-11T05:07:09Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-08-11T08:46:56Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-09-04T21:56:52Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-15T03:54:57Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-01-24T08:11:47Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,wireless,wifi,by user
2024-01-29T02:12:39Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-12-13T05:22:02Z,www.amazon.com,US,Kindle E-reader,B0C5LRCM2F,wireless,wifi,by user
2023-08-06T07:20:37Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-09-28T08:46:35Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-01-01T08:11:44Z,www.amazon.com,US,Kindle E-reader,B0B7R4Q5DJ,wireless,wifi,by user
2023-12-17T08:12:45Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-02-04T08:11:40Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2024-07-08T21:42:39Z,www.amazon.com,US,Kindle E-reader,C36A14E8EC2F4079AD3377ED35C616AE,wireless,wifi,by user
2023-08-16T08:42:39Z,www.amazon.com,US,Kindle E-reader,B08T6CL58V,wireless,wifi,by user
2023-10-01T04:54:24Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-09-25T03:30:42Z,www.amazon.com,US,Kindle E-reader,B0BQLKNTYR,wireless,wifi,by user
2024-02-24T08:15:26Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-06-20T07:04:28Z,www.amazon.com,US,Kindle E-reader,096E674F00DC4192A0B7E99C3AB4A388,wireless,wifi,by user
2024-05-27T17:09:48Z,www.amazon.com,US,Kindle E-reader,B0CJ9TSSYB,wireless,wifi,by user
2024-02-23T08:13:40Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-03-15T04:29:53Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-07-23T04:05:45Z,www.amazon.com,US,Kindle E-reader,B0C7729CF8,wireless,wifi,by user
2024-03-20T07:04:20Z,www.amazon.com,US,Kindle E-reader,B0BWGKNK7G,wireless,wifi,by user
2024-02-05T04:41:04Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2023-12-10T08:12:39Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-02-22T08:11:40Z,www.amazon.com,US,Kindle E-reader,B0044781ZQ,wireless,wifi,by user
2023-12-12T04:47:08Z,www.amazon.com,US,Kindle E-reader,B0C5LRCM2F,wireless,wifi,by user
2023-11-20T08:15:43Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-11-06T08:13:21Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-09-28T21:46:51Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-06-08T01:03:08Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-03-01T00:22:37Z,www.amazon.com,US,Kindle E-reader,B0C1YCKNK1,wireless,wifi,by user
2024-07-18T22:09:16Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-02-02T04:57:54Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-11-19T08:11:45Z,www.amazon.com,US,Kindle E-reader,B07CWDMQ45,wireless,wifi,by user
2024-04-01T03:26:14Z,www.amazon.com,US,Kindle E-reader,B0BWGKNK7G,wireless,wifi,by user
2023-08-09T02:18:04Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-02-29T01:45:43Z,www.amazon.com,US,Kindle E-reader,B0C1YCKNK1,wireless,wifi,by user
2024-04-03T00:32:46Z,www.amazon.com,US,Kindle E-reader,B008J2G5Y6,wireless,wifi,by user
2024-01-06T08:11:40Z,www.amazon.com,US,Kindle E-reader,B0B7R4Q5DJ,wireless,wifi,by user
2023-10-05T14:12:51Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2023-10-02T23:20:55Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-27T01:25:08Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-03-09T05:17:39Z,www.amazon.com,US,Kindle E-reader,B0BJP5QFFM,wireless,wifi,by user
2024-02-27T22:58:24Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-08-12T04:14:56Z,www.amazon.com,US,Kindle E-reader,Not Available,airplane_mode,disabled,automatically after an update
2024-02-04T00:26:08Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2024-03-29T04:26:03Z,www.amazon.com,US,Kindle E-reader,B0BTZRQHJM,wireless,wifi,by user
2024-04-25T03:31:12Z,www.amazon.com,US,Kindle E-reader,B0C772ZLMQ,wireless,wifi,by user
2024-04-05T03:38:42Z,www.amazon.com,US,Kindle E-reader,B0BQGHJM5L,wireless,wifi,by user
2024-02-08T08:12:36Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-02-29T03:01:51Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-11-04T19:42:42Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-02-29T03:55:45Z,www.amazon.com,US,Kindle E-reader,B0C1YCKNK1,wireless,wifi,by user
2023-10-10T03:38:51Z,www.amazon.com,US,Kindle E-reader,B0BBC9K8C3,wireless,wifi,by user
2023-10-31T05:57:45Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-07-11T03:39:40Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-05-31T04:48:48Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-04-15T07:05:44Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-02-13T02:51:25Z,www.amazon.com,US,Kindle E-reader,B0BDMPQ2FC,wireless,wifi,by user
2023-08-04T04:39:38Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-04-26T23:56:49Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,automatically after an update
2023-09-07T17:59:23Z,www.amazon.com,US,Kindle E-reader,B0BBC769LV,wireless,wifi,by user
2023-11-16T03:11:33Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,wifi,by user
2024-01-25T08:11:46Z,www.amazon.com,US,Kindle E-reader,B0BJSGV831,wireless,wifi,by user
2024-07-18T22:37:26Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-12-11T17:23:29Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2024-07-12T03:26:05Z,www.amazon.com,US,Kindle E-reader,Not Available,wireless,none,by user
2023-08-09T08:42:43Z,www.amazon.com,US,Kindle E-reader,B0BL126WSH,wireless,wifi,by user
