ApplicationId,DeviceOSVersion,DeviceLocale,NotificationSettingLastModified,Timezone,NotificationsEnabled,KindleRecommendationsChannelEnabled,YourAccountChannelEnabled,HelpfulTipsChannelEnabled,SpecialDealsChannelEnabled,KindleDailyDealsChannelEnabled
cf46bcb593354554ac0d6b60551cd370,16,en_US,2025-07-27T18:32,America/Chicago,Yes,Yes,Yes,Yes,Yes,No
