device_record_time,Device Serial Number,country_of_residence,app_package_name,app_version_name,app_version_code,device_type,device_profile_type,app_profile_type,launch_count,duration_milliseconds,software_version,metric_level,product_mode,reason_code,metric_source,start_time,Amazon Marketplace
2025-06-10T02:12:46Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1127000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-10T01:53:59Z,Amazon.com
2025-06-10T01:54:03Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,2000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-10T01:54:01Z,Amazon.com
2025-06-10T01:32:21Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1551000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-10T01:06:30Z,Amazon.com
2025-06-10T01:06:36Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,4000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-10T01:06:32Z,Amazon.com
2025-06-09T04:57:28Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1566000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-09T04:31:22Z,Amazon.com
2025-06-09T04:31:22Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,Not Available,Not Available,Ereader,Not Available,Not Available,1,39000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-09T04:30:43Z,Amazon.com
2025-06-09T04:31:14Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,Not Available,Not Available,Ereader,Not Available,Not Available,1,32000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-09T04:30:42Z,Amazon.com
2025-06-09T04:30:46Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,127000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-09T04:28:39Z,Amazon.com
2025-06-09T04:28:39Z,G0016T03101203AQ,United States,com.lab126.browser,Not Available,Not Available,Ereader,Not Available,Not Available,1,9000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-09T04:28:30Z,Amazon.com
2025-06-09T04:28:33Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,3421000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-09T03:31:32Z,Amazon.com
2025-06-09T03:31:42Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,8000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-09T03:31:34Z,Amazon.com
2025-06-06T03:53:04Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1541000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-06T03:27:23Z,Amazon.com
2025-06-06T03:27:27Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,2000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-06T03:27:25Z,Amazon.com
2025-06-03T04:12:35Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1344000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-03T03:50:11Z,Amazon.com
2025-06-03T03:50:15Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,2000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-03T03:50:13Z,Amazon.com
2025-06-02T22:53:59Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,2266000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-02T22:16:13Z,Amazon.com
2025-06-02T22:16:17Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,2000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-02T22:16:15Z,Amazon.com
2025-06-02T03:00:53Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,973000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-02T02:44:40Z,Amazon.com
2025-06-02T02:44:43Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,1000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-02T02:44:42Z,Amazon.com
2025-06-02T02:42:17Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,6786000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-02T00:49:11Z,Amazon.com
2025-06-02T00:49:14Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,1000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-02T00:49:13Z,Amazon.com
2025-06-02T00:45:38Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,458000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-01T23:52:22Z,Amazon.com
2025-06-02T00:45:38Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,2738000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-01T23:52:22Z,Amazon.com
2025-06-01T23:52:25Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,1000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-01T23:52:24Z,Amazon.com
2025-06-01T23:44:56Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1091000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-01T23:26:45Z,Amazon.com
2025-06-01T23:26:49Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,2000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-01T23:26:47Z,Amazon.com
2025-06-01T03:35:54Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,2319000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-01T02:57:15Z,Amazon.com
2025-06-01T02:57:19Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,2000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-01T02:57:17Z,Amazon.com
2025-06-01T02:34:10Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,2808000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-01T01:47:22Z,Amazon.com
2025-06-01T01:47:26Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,2000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-06-01T01:47:24Z,Amazon.com
2025-05-31T22:16:29Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,4957000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-31T20:53:52Z,Amazon.com
2025-05-31T20:53:57Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,3000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-31T20:53:54Z,Amazon.com
2025-05-31T15:23:28Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1899000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-31T14:51:49Z,Amazon.com
2025-05-31T14:51:58Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,7000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-31T14:51:51Z,Amazon.com
2025-05-31T04:16:52Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1737000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-31T03:47:55Z,Amazon.com
2025-05-31T03:47:55Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,Not Available,Not Available,Ereader,Not Available,Not Available,1,20000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-31T03:47:35Z,Amazon.com
2025-05-31T03:47:52Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,Not Available,Not Available,Ereader,Not Available,Not Available,1,18000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-31T03:47:34Z,Amazon.com
2025-05-31T03:47:39Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1871000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-31T03:16:28Z,Amazon.com
2025-05-31T03:16:36Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,6000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-31T03:16:30Z,Amazon.com
2025-05-31T01:48:25Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,2490000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-31T01:06:55Z,Amazon.com
2025-05-31T01:06:59Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,2000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-31T01:06:57Z,Amazon.com
2025-05-30T03:09:27Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,924000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-30T02:54:03Z,Amazon.com
2025-05-30T02:54:12Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,7000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-30T02:54:05Z,Amazon.com
2025-05-30T01:59:58Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1844000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-30T01:29:14Z,Amazon.com
2025-05-30T01:29:14Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,Not Available,Not Available,Ereader,Not Available,Not Available,1,9000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-30T01:29:05Z,Amazon.com
2025-05-30T01:29:12Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,Not Available,Not Available,Ereader,Not Available,Not Available,1,8000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-30T01:29:04Z,Amazon.com
2025-05-30T01:29:07Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,502000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-30T01:20:45Z,Amazon.com
2025-05-30T01:20:45Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,Not Available,Not Available,Ereader,Not Available,Not Available,1,61000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-30T01:19:44Z,Amazon.com
2025-05-30T01:20:44Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,Not Available,Not Available,Ereader,Not Available,Not Available,1,61000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-30T01:19:43Z,Amazon.com
2025-05-30T01:19:47Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,13000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-30T01:19:34Z,Amazon.com
2025-05-30T01:19:38Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,2000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-30T01:19:36Z,Amazon.com
2025-05-28T03:44:00Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1419000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-28T03:20:21Z,Amazon.com
2025-05-28T03:20:21Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,Not Available,Not Available,Ereader,Not Available,Not Available,1,46000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-28T03:19:35Z,Amazon.com
2025-05-28T03:20:18Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,Not Available,Not Available,Ereader,Not Available,Not Available,1,43000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-28T03:19:35Z,Amazon.com
2025-05-28T03:19:38Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,743000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-28T03:07:15Z,Amazon.com
2025-05-28T03:07:32Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,16000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-28T03:07:16Z,Amazon.com
2025-05-27T22:48:41Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,882000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-27T22:33:59Z,Amazon.com
2025-05-27T22:33:59Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,Not Available,Not Available,Ereader,Not Available,Not Available,1,437000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-27T22:26:42Z,Amazon.com
2025-05-27T22:33:57Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,Not Available,Not Available,Ereader,Not Available,Not Available,1,435000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-27T22:26:42Z,Amazon.com
2025-05-27T22:26:48Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1175000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-27T22:07:13Z,Amazon.com
2025-05-27T22:07:16Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,1000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-27T22:07:15Z,Amazon.com
2025-05-27T00:40:48Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,2448000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-26T23:52:06Z,Amazon.com
2025-05-27T00:40:48Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,474000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-26T23:52:06Z,Amazon.com
2025-05-26T23:52:09Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,1000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-26T23:52:08Z,Amazon.com
2025-05-26T23:07:55Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1298000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-26T22:46:17Z,Amazon.com
2025-05-26T22:46:20Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,1000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-26T22:46:19Z,Amazon.com
2025-05-26T22:22:49Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,650000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-26T22:11:59Z,Amazon.com
2025-05-26T22:12:03Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,2000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-26T22:12:01Z,Amazon.com
2025-05-26T21:47:15Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1845000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-26T21:16:30Z,Amazon.com
2025-05-26T21:16:34Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,2000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-26T21:16:32Z,Amazon.com
2025-05-26T16:02:17Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1253000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-26T15:41:24Z,Amazon.com
2025-05-26T15:41:28Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,2000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-26T15:41:26Z,Amazon.com
2025-05-25T03:16:03Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1928000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-25T02:43:55Z,Amazon.com
2025-05-25T02:43:58Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,1000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-25T02:43:57Z,Amazon.com
2025-05-24T19:19:54Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1894000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-24T18:48:20Z,Amazon.com
2025-05-24T18:48:23Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,1000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-24T18:48:22Z,Amazon.com
2025-05-24T04:16:26Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1923000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-24T03:44:23Z,Amazon.com
2025-05-24T03:44:23Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,Not Available,Not Available,Ereader,Not Available,Not Available,1,230000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-24T03:40:33Z,Amazon.com
2025-05-24T03:44:20Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,Not Available,Not Available,Ereader,Not Available,Not Available,1,229000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-24T03:40:31Z,Amazon.com
2025-05-24T03:40:34Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,8000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-24T03:40:26Z,Amazon.com
2025-05-24T03:40:26Z,G0016T03101203AQ,United States,com.lab126.browser,Not Available,Not Available,Ereader,Not Available,Not Available,1,27000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-24T03:39:59Z,Amazon.com
2025-05-24T03:40:02Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,2490000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-24T02:58:32Z,Amazon.com
2025-05-24T02:58:39Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,5000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-24T02:58:34Z,Amazon.com
2025-05-23T22:16:32Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1478000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-23T21:51:54Z,Amazon.com
2025-05-23T21:51:57Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,2000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-23T21:51:55Z,Amazon.com
2025-05-23T04:22:44Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1167000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-23T04:03:17Z,Amazon.com
2025-05-23T04:03:28Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,9000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-23T04:03:19Z,Amazon.com
2025-05-23T00:42:41Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,323000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-22T23:54:37Z,Amazon.com
2025-05-23T00:42:41Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,2561000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-22T23:54:37Z,Amazon.com
2025-05-22T23:54:37Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,Not Available,Not Available,Ereader,Not Available,Not Available,1,14000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-22T23:54:23Z,Amazon.com
2025-05-22T23:54:35Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,Not Available,Not Available,Ereader,Not Available,Not Available,1,13000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-22T23:54:22Z,Amazon.com
2025-05-22T23:54:27Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,123000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-22T23:52:24Z,Amazon.com
2025-05-22T23:52:27Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,1000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-22T23:52:26Z,Amazon.com
2025-05-22T03:57:21Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,2043000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-22T03:23:18Z,Amazon.com
2025-05-22T03:23:23Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,3000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-22T03:23:20Z,Amazon.com
2025-05-22T00:44:23Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1135000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-22T00:25:28Z,Amazon.com
2025-05-22T00:25:28Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,Not Available,Not Available,Ereader,Not Available,Not Available,1,7000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-22T00:25:21Z,Amazon.com
2025-05-22T00:25:26Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,Not Available,Not Available,Ereader,Not Available,Not Available,1,6000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-22T00:25:20Z,Amazon.com
2025-05-22T00:25:24Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,526000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-22T00:16:38Z,Amazon.com
2025-05-22T00:16:38Z,G0016T03101203AQ,United States,com.lab126.KPPMainApp,Not Available,Not Available,Ereader,Not Available,Not Available,1,31000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-22T00:16:07Z,Amazon.com
2025-05-22T00:16:35Z,G0016T03101203AQ,United States,com.lab126.KPP_HOME,Not Available,Not Available,Ereader,Not Available,Not Available,1,29000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-22T00:16:06Z,Amazon.com
2025-05-22T00:16:11Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1705000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-21T23:31:35Z,Amazon.com
2025-05-22T00:16:11Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,971000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-21T23:31:35Z,Amazon.com
2025-05-21T23:31:39Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,2000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-21T23:31:37Z,Amazon.com
2025-05-21T22:01:29Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1806000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-21T21:31:23Z,Amazon.com
2025-05-21T21:31:30Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,5000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-21T21:31:25Z,Amazon.com
2025-05-21T05:21:19Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,2492000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-21T04:39:47Z,Amazon.com
2025-05-21T04:39:50Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,1000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-21T04:39:49Z,Amazon.com
2025-05-21T04:31:43Z,G0016T03101203AQ,United States,com.lab126.booklet.reader,Not Available,Not Available,Ereader,Not Available,Not Available,1,1027000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-21T04:14:36Z,Amazon.com
2025-05-21T04:14:40Z,G0016T03101203AQ,United States,com.lab126.blanket.ad_screensaver,Not Available,Not Available,Ereader,Not Available,Not Available,1,3000,4417610025_release_5.18.1,appAction,DEFAULT,APP,APP,2025-05-21T04:14:37Z,Amazon.com
