ASIN,country,created_timestamp,preferred_marketplace,device_family,card_position,kindle_app_version
B09QMHZ53K,US,2023-01-12T05:35:48Z,www.amazon.com,Kindle for Android,2,1285403200
Not Available,US,2023-06-08T21:27:01Z,www.amazon.com,Kindle for Android,1,1285530600
Not Available,US,2022-12-31T23:09:09Z,www.amazon.com,Kindle for Android,2,1285403200
Not Available,US,2023-02-15T06:18:29Z,www.amazon.com,Kindle for Android,12,1285428200
Not Available,US,2023-04-28T19:54:12Z,www.amazon.com,Kindle for Android,1,1285492200
Not Available,US,2023-04-21T03:42:18Z,www.amazon.com,Kindle for Android,3,1285479400
Not Available,US,2023-02-20T03:01:44Z,www.amazon.com,Kindle for Android,5,1285428200
Not Available,US,2023-01-19T05:31:30Z,www.amazon.com,Kindle for Android,5,1285403200
Not Available,US,2023-04-30T21:04:18Z,www.amazon.com,Kindle for Android,1,1285492200
Not Available,US,2023-02-20T03:02:01Z,www.amazon.com,Kindle for Android,11,1285428200
Not Available,US,2023-05-14T17:41:17Z,www.amazon.com,Kindle for Android,2,1285505000
Not Available,US,2023-02-15T06:18:43Z,www.amazon.com,Kindle for Android,3,1285428200
Not Available,US,2023-02-15T06:18:30Z,www.amazon.com,Kindle for Android,10,1285428200
Not Available,US,2023-07-04T18:29:02Z,www.amazon.com,Kindle for Android,5,1285544000
Not Available,US,2023-07-23T16:48:38Z,www.amazon.com,Kindle for Android,1,1285544000
Not Available,US,2023-07-21T15:52:15Z,www.amazon.com,Kindle for Android,2,1285544000
Not Available,US,2023-02-15T06:01:53Z,www.amazon.com,Kindle for Android,1,1285428200
Not Available,US,2023-03-09T03:04:57Z,www.amazon.com,Kindle for Android,1,1285441000
Not Available,US,2023-05-15T03:22:00Z,www.amazon.com,Kindle for Android,1,1285505000
Not Available,US,2023-03-09T03:27:06Z,www.amazon.com,Kindle for Android,4,1285441000
Not Available,US,2023-04-21T03:42:02Z,www.amazon.com,Kindle for Android,2,1285479400
Not Available,US,2023-05-02T01:03:57Z,www.amazon.com,Kindle for Android,2,1285492200
Not Available,US,2023-03-09T03:07:17Z,www.amazon.com,Kindle for Android,1,1285441000
Not Available,US,2023-06-28T23:55:47Z,www.amazon.com,Kindle for Android,1,1285544000
Not Available,US,2022-12-25T19:44:44Z,www.amazon.com,Kindle for Android,1,1285389800
Not Available,US,2023-06-14T22:23:06Z,www.amazon.com,Kindle for Android,1,1285543400
Not Available,US,2023-06-06T01:34:33Z,www.amazon.com,Kindle for Android,2,1285530600
Not Available,US,2023-03-09T03:07:17Z,www.amazon.com,Kindle for Android,2,1285441000
Not Available,US,2023-02-15T06:00:45Z,www.amazon.com,Kindle for Android,1,1285428200
Not Available,US,2023-02-15T06:18:43Z,www.amazon.com,Kindle for Android,6,1285428200
Not Available,US,2023-02-28T00:03:06Z,www.amazon.com,Kindle for Android,3,1285441000
Not Available,US,2023-05-02T01:24:40Z,www.amazon.com,Kindle for Android,7,1285492200
Not Available,US,2023-03-07T03:52:30Z,www.amazon.com,Kindle for Android,8,1285441000
Not Available,US,2023-03-13T19:33:02Z,www.amazon.com,Kindle for Android,1,1285453800
Not Available,US,2023-01-12T05:36:24Z,www.amazon.com,Kindle for Android,1,1285403200
Not Available,US,2023-02-15T06:18:29Z,www.amazon.com,Kindle for Android,11,1285428200
Not Available,US,2023-03-07T03:52:49Z,www.amazon.com,Kindle for Android,11,1285441000
Not Available,US,2023-03-31T16:15:19Z,www.amazon.com,Kindle for Android,2,1285466600
Not Available,US,2023-04-13T03:00:42Z,www.amazon.com,Kindle for Android,2,1285479400
Not Available,US,2023-03-25T18:13:42Z,www.amazon.com,Kindle for Android,1,1285466600
Not Available,US,2023-07-04T18:22:28Z,www.amazon.com,Kindle for Android,3,1285544000
Not Available,US,2023-07-16T21:08:58Z,www.amazon.com,Kindle for Android,2,1285544000
B09RTYQW2S,US,2023-04-30T21:04:06Z,www.amazon.com,Kindle for Android,1,1285492200
Not Available,US,2022-12-25T19:31:14Z,www.amazon.com,Kindle for Android,2,1285389800
Not Available,US,2023-05-20T03:52:18Z,www.amazon.com,Kindle for Android,1,1285517800
Not Available,US,2023-02-15T06:01:42Z,www.amazon.com,Kindle for Android,2,1285428200
Not Available,US,2023-02-05T20:51:05Z,www.amazon.com,Kindle for Android,1,1285415400
Not Available,US,2023-04-04T23:12:22Z,www.amazon.com,Kindle for Android,1,1285466600
Not Available,US,2023-01-12T05:36:15Z,www.amazon.com,Kindle for Android,2,1285403200
Not Available,US,2023-03-07T03:52:30Z,www.amazon.com,Kindle for Android,7,1285441000
Not Available,US,2023-02-15T06:02:19Z,www.amazon.com,Kindle for Android,7,1285428200
Not Available,US,2023-02-28T19:20:51Z,www.amazon.com,Kindle for Android,10,1285441000
Not Available,US,2023-02-28T19:20:30Z,www.amazon.com,Kindle for Android,8,1285441000
Not Available,US,2023-01-19T05:31:30Z,www.amazon.com,Kindle for Android,8,1285403200
Not Available,US,2023-07-05T17:30:45Z,www.amazon.com,Kindle for Android,1,1285544000
Not Available,US,2023-07-06T18:55:28Z,www.amazon.com,Kindle for Android,1,1285544000
Not Available,US,2023-01-19T05:31:55Z,www.amazon.com,Kindle for Android,2,1285403200
Not Available,US,2023-02-27T23:51:02Z,www.amazon.com,Kindle for Android,2,1285441000
Not Available,US,2023-06-06T01:41:29Z,www.amazon.com,Kindle for Android,1,1285530600
Not Available,US,2023-12-20T06:02:10Z,www.amazon.com,Kindle for Android,6,1285649600
Not Available,US,2023-08-14T23:28:28Z,www.amazon.com,Kindle for Android,2,1285569000
Not Available,US,2023-10-05T04:17:08Z,www.amazon.com,Kindle for Android,2,1285620200
Not Available,US,2023-11-28T06:12:52Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2023-11-12T23:35:55Z,www.amazon.com,Kindle for Android,2,1285633000
Not Available,US,2024-06-13T02:03:14Z,www.amazon.com,Kindle for Android,10,1285812200
Not Available,US,2024-03-28T16:33:18Z,www.amazon.com,Kindle for Android,1,1285735400
Not Available,US,2024-07-13T23:59:50Z,www.amazon.com,Kindle for Android,2,1285825000
Not Available,US,2023-12-17T04:07:38Z,www.amazon.com,Kindle for Android,1,1285649600
28C62463866C4CC99233564ED847A1A5,US,2024-07-18T18:31:48Z,www.amazon.com,Kindle for Android,1,1285825000
Not Available,US,2023-11-08T18:54:56Z,www.amazon.com,Kindle for Android,1,1285633000
Not Available,US,2024-05-05T18:17:47Z,www.amazon.com,Kindle for Android,1,1285773800
Not Available,US,2023-08-14T23:28:41Z,www.amazon.com,Kindle for Android,10,1285569000
Not Available,US,2023-08-09T02:23:40Z,www.amazon.com,Kindle for Android,5,1285569000
Not Available,US,2023-12-20T05:54:59Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-12-23T03:47:56Z,www.amazon.com,Kindle for Android,3,1285649600
Not Available,US,2023-08-09T02:23:37Z,www.amazon.com,Kindle for Android,4,1285569000
Not Available,US,2024-01-10T05:03:00Z,www.amazon.com,Kindle for Android,7,1285649600
Not Available,US,2023-11-28T06:12:39Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-01-26T04:53:56Z,www.amazon.com,Kindle for Android,2,1285671400
Not Available,US,2024-07-17T23:29:55Z,www.amazon.com,Kindle for Android,1,1285825000
Not Available,US,2023-11-08T18:54:49Z,www.amazon.com,Kindle for Android,1,1285633000
Not Available,US,2023-10-07T01:15:15Z,www.amazon.com,Kindle for Android,2,1285620200
Not Available,US,2024-02-03T21:53:48Z,www.amazon.com,Kindle for Android,3,1285671400
Not Available,US,2023-10-24T03:06:04Z,www.amazon.com,Kindle for Android,1,1285633000
Not Available,US,2024-07-18T18:31:38Z,www.amazon.com,Kindle for Android,2,1285825000
Not Available,US,2024-01-10T05:02:00Z,www.amazon.com,Kindle for Android,2,1285649600
B093R2CP2V,US,2023-08-28T17:50:07Z,www.amazon.com,Kindle for Android,2,1285584000
Not Available,US,2023-11-12T23:36:05Z,www.amazon.com,Kindle for Android,7,1285633000
Not Available,US,2024-06-15T21:42:21Z,www.amazon.com,Kindle for Android,1,1285812200
Not Available,US,2023-10-05T04:17:08Z,www.amazon.com,Kindle for Android,1,1285620200
Not Available,US,2023-12-18T01:47:26Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-10-11T00:33:48Z,www.amazon.com,Kindle for Android,13,1285620200
Not Available,US,2023-12-12T19:43:35Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-08-09T02:23:55Z,www.amazon.com,Kindle for Android,10,1285569000
Not Available,US,2023-08-14T23:28:40Z,www.amazon.com,Kindle for Android,7,1285569000
Not Available,US,2024-01-26T04:51:02Z,www.amazon.com,Kindle for Android,1,1285659200
Not Available,US,2024-05-05T18:17:41Z,www.amazon.com,Kindle for Android,2,1285773800
Not Available,US,2023-08-07T21:26:38Z,www.amazon.com,Kindle for Android,2,1285556200
B08FGV64B1,US,2023-12-20T05:54:40Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-01-08T03:23:22Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2024-06-17T11:58:36Z,www.amazon.com,Kindle for Android,9,1285812200
Not Available,US,2024-01-04T03:41:19Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2024-01-10T05:02:55Z,www.amazon.com,Kindle for Android,6,1285649600
Not Available,US,2024-06-17T18:17:43Z,www.amazon.com,Kindle for Android,2,1285812200
Not Available,US,2024-05-31T03:34:37Z,www.amazon.com,Kindle for Android,3,1285799400
Not Available,US,2023-12-27T00:54:32Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2023-09-28T01:24:20Z,www.amazon.com,Kindle for Android,1,1285607400
2C4B5A07F41247DAAF830F1590836876,US,2024-07-14T23:59:55Z,www.amazon.com,Kindle for Android,3,1285825000
Not Available,US,2024-07-13T23:59:43Z,www.amazon.com,Kindle for Android,1,1285825000
Not Available,US,2023-12-12T19:40:05Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-01-26T04:53:52Z,www.amazon.com,Kindle for Android,1,1285671400
Not Available,US,2023-12-12T19:43:35Z,www.amazon.com,Kindle for Android,2,1285649600
B09YRR8DB6,US,2023-11-22T17:59:50Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-12-18T01:45:00Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2023-10-07T01:15:13Z,www.amazon.com,Kindle for Android,1,1285620200
Not Available,US,2023-08-07T21:27:25Z,www.amazon.com,Kindle for Android,8,1285556200
Not Available,US,2024-06-13T02:03:43Z,www.amazon.com,Kindle for Android,9,1285812200
Not Available,US,2023-12-20T05:54:52Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2023-11-14T13:26:11Z,www.amazon.com,Kindle for Android,1,1285649600
28C62463866C4CC99233564ED847A1A5,US,2024-07-12T19:18:39Z,www.amazon.com,Kindle for Android,1,1285825000
Not Available,US,2024-05-31T03:34:37Z,www.amazon.com,Kindle for Android,2,1285799400
Not Available,US,2024-01-08T03:23:37Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-11-28T06:12:38Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-01-26T04:49:27Z,www.amazon.com,Kindle for Android,2,1285659200
B0BR511292,US,2023-11-27T05:47:00Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-01-10T05:01:52Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-07-17T23:30:04Z,www.amazon.com,Kindle for Android,1,1285825000
Not Available,US,2023-11-28T06:12:52Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-01-08T18:50:57Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-12-23T18:19:36Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2024-04-10T02:44:08Z,www.amazon.com,Kindle for Android,1,1285748200
28C62463866C4CC99233564ED847A1A5,US,2024-07-31T14:27:48Z,www.amazon.com,Kindle for Android,1,1285838400
Not Available,US,2024-01-10T05:01:53Z,www.amazon.com,Kindle for Android,3,1285649600
Not Available,US,2023-12-18T01:47:31Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-01-26T04:47:43Z,www.amazon.com,Kindle for Android,1,1285659200
28C62463866C4CC99233564ED847A1A5,US,2024-07-31T14:27:48Z,www.amazon.com,Kindle for Android,2,1285838400
Not Available,US,2023-11-14T13:26:11Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2024-04-15T20:44:40Z,www.amazon.com,Kindle for Android,1,1285761000
Not Available,US,2023-12-09T16:53:48Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-06-01T17:21:24Z,www.amazon.com,Kindle for Android,2,1285799400
Not Available,US,2024-06-13T02:02:41Z,www.amazon.com,Kindle for Android,5,1285812200
Not Available,US,2023-12-23T03:47:56Z,www.amazon.com,Kindle for Android,1,1285649600
B0BR511292,US,2023-11-12T23:39:17Z,www.amazon.com,Kindle for Android,1,1285633000
Not Available,US,2024-06-15T21:42:36Z,www.amazon.com,Kindle for Android,1,1285812200
Not Available,US,2023-12-23T18:19:39Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-08-07T21:27:24Z,www.amazon.com,Kindle for Android,7,1285556200
Not Available,US,2023-11-12T23:35:37Z,www.amazon.com,Kindle for Android,1,1285633000
Not Available,US,2023-09-28T01:24:21Z,www.amazon.com,Kindle for Android,2,1285607400
Not Available,US,2023-10-11T00:34:17Z,www.amazon.com,Kindle for Android,9,1285620200
Not Available,US,2023-12-27T02:39:48Z,www.amazon.com,Kindle for Android,3,1285649600
Not Available,US,2023-10-07T01:15:28Z,www.amazon.com,Kindle for Android,3,1285620200
Not Available,US,2023-12-27T02:39:57Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-08-07T21:27:16Z,www.amazon.com,Kindle for Android,3,1285556200
Not Available,US,2024-06-13T02:02:44Z,www.amazon.com,Kindle for Android,6,1285812200
Not Available,US,2023-12-20T05:54:52Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-06-13T02:01:32Z,www.amazon.com,Kindle for Android,1,1285812200
Not Available,US,2023-12-20T05:58:48Z,www.amazon.com,Kindle for Android,5,1285649600
B07CWDMQ45,US,2023-11-11T13:11:04Z,www.amazon.com,Kindle for Android,1,1285633000
Not Available,US,2023-11-14T13:26:08Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-11-12T23:36:05Z,www.amazon.com,Kindle for Android,8,1285633000
Not Available,US,2023-08-14T23:28:41Z,www.amazon.com,Kindle for Android,13,1285569000
Not Available,US,2023-11-12T23:37:09Z,www.amazon.com,Kindle for Android,1,1285633000
Not Available,US,2023-11-12T23:35:58Z,www.amazon.com,Kindle for Android,4,1285633000
Not Available,US,2023-08-09T02:23:06Z,www.amazon.com,Kindle for Android,2,1285569000
Not Available,US,2023-11-12T23:35:58Z,www.amazon.com,Kindle for Android,3,1285633000
Not Available,US,2024-06-15T23:00:50Z,www.amazon.com,Kindle for Android,1,1285812200
Not Available,US,2024-01-26T04:47:48Z,www.amazon.com,Kindle for Android,3,1285659200
Not Available,US,2024-06-13T02:01:41Z,www.amazon.com,Kindle for Android,1,1285812200
B0C7729CF8,US,2024-07-26T21:49:28Z,www.amazon.com,Kindle for Android,1,1285825000
Not Available,US,2023-12-20T05:58:46Z,www.amazon.com,Kindle for Android,4,1285649600
Not Available,US,2024-06-15T21:42:24Z,www.amazon.com,Kindle for Android,2,1285812200
Not Available,US,2023-12-23T03:47:56Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2024-07-01T18:02:11Z,www.amazon.com,Kindle for Android,3,1285825000
Not Available,US,2024-01-26T04:49:26Z,www.amazon.com,Kindle for Android,1,1285659200
Not Available,US,2023-12-09T16:55:15Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-05-05T18:17:40Z,www.amazon.com,Kindle for Android,1,1285773800
B0C5LRCM2F,US,2023-12-12T19:39:34Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-06-13T02:03:44Z,www.amazon.com,Kindle for Android,11,1285812200
B09S3WWY98,US,2024-01-10T05:02:33Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-02-03T21:53:47Z,www.amazon.com,Kindle for Android,1,1285671400
B0BP6S1S57,US,2023-10-24T03:06:11Z,www.amazon.com,Kindle for Android,1,1285633000
Not Available,US,2024-02-20T22:52:05Z,www.amazon.com,Kindle for Android,1,1285684200
Not Available,US,2024-05-05T18:17:41Z,www.amazon.com,Kindle for Android,1,1285773800
B09Q2F1X14,US,2023-12-27T00:57:13Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2024-07-01T17:46:08Z,www.amazon.com,Kindle for Android,1,1285825000
Not Available,US,2023-08-07T21:26:37Z,www.amazon.com,Kindle for Android,1,1285556200
Not Available,US,2023-10-24T03:06:06Z,www.amazon.com,Kindle for Android,2,1285633000
B0C5LRCM2F,US,2023-12-12T19:39:57Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2024-03-28T03:50:52Z,www.amazon.com,Kindle for Android,2,1285722600
Not Available,US,2023-12-09T16:53:31Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2023-10-11T00:33:48Z,www.amazon.com,Kindle for Android,11,1285620200
Not Available,US,2024-01-26T04:49:27Z,www.amazon.com,Kindle for Android,3,1285659200
Not Available,US,2024-07-18T18:31:44Z,www.amazon.com,Kindle for Android,1,1285825000
Not Available,US,2024-01-26T04:47:30Z,www.amazon.com,Kindle for Android,1,1285659200
Not Available,US,2023-10-11T00:20:25Z,www.amazon.com,Kindle for Android,9,1285620200
Not Available,US,2023-10-05T04:15:01Z,www.amazon.com,Kindle for Android,2,1285620200
Not Available,US,2023-11-12T23:35:26Z,www.amazon.com,Kindle for Android,1,1285633000
Not Available,US,2023-11-12T23:36:00Z,www.amazon.com,Kindle for Android,5,1285633000
Not Available,US,2024-01-26T04:47:31Z,www.amazon.com,Kindle for Android,3,1285659200
Not Available,US,2024-07-17T23:29:56Z,www.amazon.com,Kindle for Android,1,1285825000
Not Available,US,2023-10-11T00:20:18Z,www.amazon.com,Kindle for Android,6,1285620200
Not Available,US,2024-04-27T15:43:17Z,www.amazon.com,Kindle for Android,1,1285761000
Not Available,US,2023-12-27T02:39:57Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2023-08-28T17:49:23Z,www.amazon.com,Kindle for Android,1,1285584000
Not Available,US,2023-10-11T00:33:48Z,www.amazon.com,Kindle for Android,12,1285620200
B09Y467GZY,US,2023-12-24T23:14:42Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-02-20T22:51:54Z,www.amazon.com,Kindle for Android,2,1285684200
B09YRR8DB6,US,2023-11-22T18:00:00Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2024-02-20T22:51:53Z,www.amazon.com,Kindle for Android,1,1285684200
Not Available,US,2024-06-17T11:58:03Z,www.amazon.com,Kindle for Android,1,1285812200
Not Available,US,2024-07-14T00:00:23Z,www.amazon.com,Kindle for Android,1,1285825000
C36A14E8EC2F4079AD3377ED35C616AE,US,2024-07-08T22:00:33Z,www.amazon.com,Kindle for Android,1,1285825000
Not Available,US,2024-01-26T04:49:52Z,www.amazon.com,Kindle for Android,1,1285659200
Not Available,US,2024-06-17T11:58:19Z,www.amazon.com,Kindle for Android,3,1285812200
Not Available,US,2024-01-08T03:23:21Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-08-07T21:27:18Z,www.amazon.com,Kindle for Android,5,1285556200
Not Available,US,2024-05-31T03:45:04Z,www.amazon.com,Kindle for Android,1,1285799400
Not Available,US,2023-10-07T01:15:22Z,www.amazon.com,Kindle for Android,1,1285620200
Not Available,US,2024-02-04T03:54:07Z,www.amazon.com,Kindle for Android,1,1285671400
Not Available,US,2023-12-12T19:40:24Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-11-04T05:45:12Z,www.amazon.com,Kindle for Android,1,1285633000
Not Available,US,2024-03-28T16:33:19Z,www.amazon.com,Kindle for Android,1,1285735400
Not Available,US,2024-01-10T05:01:40Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2024-06-13T02:01:41Z,www.amazon.com,Kindle for Android,2,1285812200
Not Available,US,2023-10-11T00:20:12Z,www.amazon.com,Kindle for Android,4,1285620200
Not Available,US,2023-08-14T23:28:41Z,www.amazon.com,Kindle for Android,11,1285569000
Not Available,US,2024-06-01T17:21:23Z,www.amazon.com,Kindle for Android,1,1285799400
B09Y467GZY,US,2023-12-27T00:52:06Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-04-10T02:44:09Z,www.amazon.com,Kindle for Android,2,1285748200
Not Available,US,2023-10-11T00:33:51Z,www.amazon.com,Kindle for Android,8,1285620200
Not Available,US,2023-12-20T06:02:10Z,www.amazon.com,Kindle for Android,5,1285649600
Not Available,US,2024-06-17T11:58:11Z,www.amazon.com,Kindle for Android,1,1285812200
Not Available,US,2024-07-02T19:49:04Z,www.amazon.com,Kindle for Android,1,1285825000
Not Available,US,2023-12-27T00:54:32Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-10-11T00:21:01Z,www.amazon.com,Kindle for Android,13,1285620200
Not Available,US,2024-06-15T23:00:50Z,www.amazon.com,Kindle for Android,3,1285812200
Not Available,US,2023-12-27T02:39:47Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-08-07T21:27:41Z,www.amazon.com,Kindle for Android,12,1285556200
Not Available,US,2024-06-01T17:21:24Z,www.amazon.com,Kindle for Android,1,1285799400
Not Available,US,2023-08-09T02:23:06Z,www.amazon.com,Kindle for Android,3,1285569000
Not Available,US,2023-12-27T02:39:48Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-03-28T16:33:19Z,www.amazon.com,Kindle for Android,2,1285735400
Not Available,US,2024-06-17T11:59:20Z,www.amazon.com,Kindle for Android,1,1285812200
Not Available,US,2023-10-11T00:20:41Z,www.amazon.com,Kindle for Android,11,1285620200
Not Available,US,2024-02-20T22:52:14Z,www.amazon.com,Kindle for Android,2,1285684200
Not Available,US,2024-06-13T02:03:43Z,www.amazon.com,Kindle for Android,10,1285812200
Not Available,US,2024-07-31T10:17:51Z,www.amazon.com,Kindle for Android,1,1285838400
Not Available,US,2023-08-28T17:49:14Z,www.amazon.com,Kindle for Android,1,1285584000
Not Available,US,2023-12-18T01:44:59Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-04-27T03:24:15Z,www.amazon.com,Kindle for Android,2,1285761000
B0B6B4WPSF,US,2023-12-12T19:43:24Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-12-27T00:54:34Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-10-11T00:20:06Z,www.amazon.com,Kindle for Android,1,1285620200
Not Available,US,2023-10-05T04:14:07Z,www.amazon.com,Kindle for Android,1,1285620200
Not Available,US,2024-07-17T23:30:05Z,www.amazon.com,Kindle for Android,2,1285825000
Not Available,US,2024-07-13T23:59:50Z,www.amazon.com,Kindle for Android,1,1285825000
Not Available,US,2024-07-17T23:30:14Z,www.amazon.com,Kindle for Android,1,1285825000
Not Available,US,2023-08-14T23:28:39Z,www.amazon.com,Kindle for Android,6,1285569000
Not Available,US,2023-10-11T00:33:51Z,www.amazon.com,Kindle for Android,9,1285620200
Not Available,US,2023-08-07T21:26:38Z,www.amazon.com,Kindle for Android,3,1285556200
Not Available,US,2024-06-15T21:42:24Z,www.amazon.com,Kindle for Android,1,1285812200
Not Available,US,2024-01-26T04:53:56Z,www.amazon.com,Kindle for Android,1,1285671400
Not Available,US,2024-06-17T11:58:28Z,www.amazon.com,Kindle for Android,5,1285812200
Not Available,US,2023-08-07T21:27:38Z,www.amazon.com,Kindle for Android,11,1285556200
2C4B5A07F41247DAAF830F1590836876,US,2024-07-12T19:17:42Z,www.amazon.com,Kindle for Android,2,1285825000
Not Available,US,2023-11-08T18:54:49Z,www.amazon.com,Kindle for Android,3,1285633000
Not Available,US,2023-12-12T19:40:24Z,www.amazon.com,Kindle for Android,3,1285649600
Not Available,US,2023-12-31T05:08:09Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-03-28T03:50:51Z,www.amazon.com,Kindle for Android,1,1285722600
Not Available,US,2023-10-11T00:33:51Z,www.amazon.com,Kindle for Android,10,1285620200
B08FGV64B1,US,2023-12-20T05:54:40Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2024-06-15T23:00:48Z,www.amazon.com,Kindle for Android,1,1285812200
Not Available,US,2023-12-20T05:58:43Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-11-27T05:46:20Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-01-26T04:53:51Z,www.amazon.com,Kindle for Android,1,1285671400
Not Available,US,2024-07-18T18:31:38Z,www.amazon.com,Kindle for Android,3,1285825000
2C4B5A07F41247DAAF830F1590836876,US,2024-07-14T23:59:55Z,www.amazon.com,Kindle for Android,4,1285825000
Not Available,US,2023-11-08T18:54:49Z,www.amazon.com,Kindle for Android,2,1285633000
Not Available,US,2023-11-28T06:12:39Z,www.amazon.com,Kindle for Android,2,1285649600
B09YRR8DB6,US,2023-11-22T18:00:00Z,www.amazon.com,Kindle for Android,3,1285649600
Not Available,US,2024-04-27T03:24:14Z,www.amazon.com,Kindle for Android,1,1285761000
Not Available,US,2024-07-17T23:30:05Z,www.amazon.com,Kindle for Android,3,1285825000
Not Available,US,2023-08-09T02:24:03Z,www.amazon.com,Kindle for Android,11,1285569000
Not Available,US,2023-08-09T02:23:05Z,www.amazon.com,Kindle for Android,1,1285569000
Not Available,US,2023-12-12T19:40:24Z,www.amazon.com,Kindle for Android,2,1285649600
Not Available,US,2023-12-23T18:19:36Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-08-09T02:23:16Z,www.amazon.com,Kindle for Android,1,1285569000
Not Available,US,2024-06-15T21:36:22Z,www.amazon.com,Kindle for Android,1,1285812200
Not Available,US,2023-12-31T05:08:08Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2023-08-14T23:28:40Z,www.amazon.com,Kindle for Android,9,1285569000
Not Available,US,2024-06-15T23:00:50Z,www.amazon.com,Kindle for Android,2,1285812200
Not Available,US,2023-12-27T02:40:08Z,www.amazon.com,Kindle for Android,1,1285649600
B0C7729CF8,US,2024-07-25T23:20:05Z,www.amazon.com,Kindle for Android,1,1285825000
Not Available,US,2023-10-11T00:34:17Z,www.amazon.com,Kindle for Android,1,1285620200
B0CDKLBD2W,US,2024-05-05T21:11:17Z,www.amazon.com,Kindle for Android,1,1285773800
Not Available,US,2023-10-11T00:34:17Z,www.amazon.com,Kindle for Android,6,1285620200
Not Available,US,2024-01-10T05:02:00Z,www.amazon.com,Kindle for Android,3,1285649600
Not Available,US,2024-07-01T18:02:08Z,www.amazon.com,Kindle for Android,1,1285825000
Not Available,US,2024-01-26T04:47:31Z,www.amazon.com,Kindle for Android,2,1285659200
Not Available,US,2024-02-04T03:54:07Z,www.amazon.com,Kindle for Android,3,1285671400
Not Available,US,2023-12-12T19:43:34Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-06-15T21:36:23Z,www.amazon.com,Kindle for Android,2,1285812200
Not Available,US,2024-01-08T18:50:56Z,www.amazon.com,Kindle for Android,1,1285649600
Not Available,US,2024-06-08T15:17:46Z,www.amazon.com,Kindle for Android,1,1285799400
Not Available,US,2023-12-27T02:39:56Z,www.amazon.com,Kindle for Android,1,1285649600
