ASIN,Product Name,Annotation Type,Customer modified date on device,Device Serial Number,ContentType,Format,Creation Date,LastUpdatedDate,Highlight,Version,Selection Type,Note,Is Deleted
FL3NEUQ2GAR53VPJA4427F67PPROIYBM,Not Available,kindle.continuous_read,2025-08-01T04:17:11Z,G0016T03101203AQ,PDOC,YJBinary,2025-08-01T04:17:13Z,2025-08-01T04:17:13Z,Not Available,Not Available,Not Available,Not Available,No
FL3NEUQ2GAR53VPJA4427F67PPROIYBM,Not Available,kindle.most_recent_read,2025-08-01T04:17:11Z,G0016T03101203AQ,PDOC,YJBinary,2025-08-01T04:17:13Z,2025-08-01T04:17:13Z,Not Available,Not Available,Not Available,Not Available,No
FL3NEUQ2GAR53VPJA4427F67PPROIYBM,Not Available,kindle.last_read,2025-08-01T04:17:11Z,G0016T03101203AQ,PDOC,YJBinary,2025-08-01T04:17:13Z,2025-08-01T04:17:13Z,Not Available,Not Available,Not Available,Not Available,No
SEZPDYLSFM2BYZQJNVIF2P5X74LX7RKR,Not Available,kindle.continuous_read,2025-08-01T04:46:40Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-31T04:21:03Z,2025-08-01T04:46:44Z,Not Available,Not Available,Not Available,Not Available,No
SEZPDYLSFM2BYZQJNVIF2P5X74LX7RKR,Not Available,kindle.most_recent_read,2025-08-01T04:46:40Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-31T04:21:03Z,2025-08-01T04:46:44Z,Not Available,Not Available,Not Available,Not Available,No
SEZPDYLSFM2BYZQJNVIF2P5X74LX7RKR,Not Available,kindle.last_read,2025-08-01T04:46:40Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-31T04:21:03Z,2025-08-01T04:46:44Z,Not Available,Not Available,Not Available,Not Available,No
CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,Not Available,kindle.continuous_read,2025-07-31T03:13:35Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-27T19:19:12Z,2025-07-31T03:13:37Z,Not Available,Not Available,Not Available,Not Available,No
CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,Not Available,kindle.most_recent_read,2025-07-31T03:13:35Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-27T19:19:12Z,2025-07-31T03:13:37Z,Not Available,Not Available,Not Available,Not Available,No
CYYIMAPVWFZQZ7XVINNTFI6QPBWGZ245,Not Available,kindle.last_read,2025-07-31T03:13:35Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-27T19:19:12Z,2025-07-31T03:13:37Z,Not Available,Not Available,Not Available,Not Available,No
LLUQMOFNTTDE4U47XIA344P55IEPDQDW,Not Available,kindle.continuous_read,2025-07-27T02:14:55Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-26T05:07:34Z,2025-07-27T02:14:59Z,Not Available,Not Available,Not Available,Not Available,No
LLUQMOFNTTDE4U47XIA344P55IEPDQDW,Not Available,kindle.most_recent_read,2025-07-27T02:14:55Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-26T05:07:34Z,2025-07-27T02:14:59Z,Not Available,Not Available,Not Available,Not Available,No
LLUQMOFNTTDE4U47XIA344P55IEPDQDW,Not Available,kindle.last_read,2025-07-27T02:14:55Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-26T05:07:34Z,2025-07-27T02:14:59Z,Not Available,Not Available,Not Available,Not Available,No
KGYWKIBH5PNSEB3YPUA5KDHPGPGI5X4V,Not Available,kindle.continuous_read,2025-07-21T19:55:59Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-21T04:38:23Z,2025-07-21T19:55:59Z,Not Available,Not Available,Not Available,Not Available,No
KGYWKIBH5PNSEB3YPUA5KDHPGPGI5X4V,Not Available,kindle.most_recent_read,2025-07-21T19:55:59Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-21T04:38:23Z,2025-07-21T19:55:59Z,Not Available,Not Available,Not Available,Not Available,No
KGYWKIBH5PNSEB3YPUA5KDHPGPGI5X4V,Not Available,kindle.last_read,2025-07-21T19:55:59Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-21T04:38:22Z,2025-07-21T19:55:59Z,Not Available,Not Available,Not Available,Not Available,No
7KRWAI2AYO7QURIYLICYT2S4DTQWFXK7,Not Available,kindle.continuous_read,2025-07-20T02:50:23Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-18T16:37:41Z,2025-07-20T02:50:25Z,Not Available,Not Available,Not Available,Not Available,No
7KRWAI2AYO7QURIYLICYT2S4DTQWFXK7,Not Available,kindle.most_recent_read,2025-07-20T02:50:23Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-18T16:37:41Z,2025-07-20T02:50:25Z,Not Available,Not Available,Not Available,Not Available,No
7KRWAI2AYO7QURIYLICYT2S4DTQWFXK7,Not Available,kindle.last_read,2025-07-20T02:50:23Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-18T16:37:41Z,2025-07-20T02:50:25Z,Not Available,Not Available,Not Available,Not Available,No
MZJHLPOQEFK6QOXINYVHNIKWVK53C26Z,Not Available,kindle.continuous_read,2025-07-17T21:13:29Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-16T03:29:33Z,2025-07-18T03:21:58Z,Not Available,Not Available,Not Available,Not Available,No
MZJHLPOQEFK6QOXINYVHNIKWVK53C26Z,Not Available,kindle.most_recent_read,2025-07-17T21:13:29Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-16T03:29:33Z,2025-07-18T03:21:58Z,Not Available,Not Available,Not Available,Not Available,No
MZJHLPOQEFK6QOXINYVHNIKWVK53C26Z,Not Available,kindle.last_read,2025-07-17T21:13:29Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-16T03:29:33Z,2025-07-18T03:21:58Z,Not Available,Not Available,Not Available,Not Available,No
RBEXH5ATPIXTSXDRPADA6TMFIDDTOR4L,Not Available,kindle.continuous_read,2025-07-21T04:37:33Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-15T04:25:22Z,2025-07-21T04:37:35Z,Not Available,Not Available,Not Available,Not Available,No
RBEXH5ATPIXTSXDRPADA6TMFIDDTOR4L,Not Available,kindle.most_recent_read,2025-07-21T04:37:33Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-15T04:25:22Z,2025-07-21T04:37:35Z,Not Available,Not Available,Not Available,Not Available,No
RBEXH5ATPIXTSXDRPADA6TMFIDDTOR4L,Not Available,kindle.last_read,2025-07-21T04:37:33Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-15T04:25:22Z,2025-07-21T04:37:35Z,Not Available,Not Available,Not Available,Not Available,No
CD2J6YLYY6SMOGLTHM77PUX5YBUTBUKC,Not Available,kindle.continuous_read,2025-07-26T04:09:22Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-12T17:26:01Z,2025-07-26T04:09:24Z,Not Available,Not Available,Not Available,Not Available,No
CD2J6YLYY6SMOGLTHM77PUX5YBUTBUKC,Not Available,kindle.most_recent_read,2025-07-26T04:09:22Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-12T17:26:01Z,2025-07-26T04:09:24Z,Not Available,Not Available,Not Available,Not Available,No
CD2J6YLYY6SMOGLTHM77PUX5YBUTBUKC,Not Available,kindle.last_read,2025-07-26T04:09:22Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-12T17:26:01Z,2025-07-26T04:09:24Z,Not Available,Not Available,Not Available,Not Available,No
VE4SJJEMPCNJIYM5H66WC62DAPYE4BQI,Not Available,kindle.continuous_read,2025-07-14T01:20:31Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-11T06:24:35Z,2025-07-14T01:20:33Z,Not Available,Not Available,Not Available,Not Available,No
VE4SJJEMPCNJIYM5H66WC62DAPYE4BQI,Not Available,kindle.most_recent_read,2025-07-14T01:20:31Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-11T06:24:35Z,2025-07-14T01:20:33Z,Not Available,Not Available,Not Available,Not Available,No
VE4SJJEMPCNJIYM5H66WC62DAPYE4BQI,Not Available,kindle.last_read,2025-07-14T01:20:31Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-11T06:24:35Z,2025-07-14T01:20:33Z,Not Available,Not Available,Not Available,Not Available,No
B0DJM99D77,The Woman in Suite 11: A Novel,kindle.continuous_read,2025-07-21T19:56:59Z,G0016T03101203AQ,EBOK,YJBinary,2025-07-11T05:45:06Z,2025-07-21T19:56:59Z,Not Available,Not Available,Not Available,Not Available,No
B0DJM99D77,The Woman in Suite 11: A Novel,kindle.most_recent_read,2025-07-21T19:56:59Z,G0016T03101203AQ,EBOK,YJBinary,2025-07-11T05:45:06Z,2025-07-21T19:56:59Z,Not Available,Not Available,Not Available,Not Available,No
B0DJM99D77,The Woman in Suite 11: A Novel,kindle.last_read,2025-07-15T03:59:45Z,G0016T03101203AQ,EBOK,YJBinary,2025-07-11T05:45:06Z,2025-07-15T03:59:46Z,Not Available,Not Available,Not Available,Not Available,No
SL7WU7EAKIJMP6UUMD2XUOQFJIPQTNPT,Not Available,kindle.continuous_read,2025-07-10T21:30:24Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-06T21:03:00Z,2025-07-10T22:32:53Z,Not Available,Not Available,Not Available,Not Available,No
SL7WU7EAKIJMP6UUMD2XUOQFJIPQTNPT,Not Available,kindle.most_recent_read,2025-07-10T21:30:24Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-06T21:03:00Z,2025-07-10T22:32:53Z,Not Available,Not Available,Not Available,Not Available,No
SL7WU7EAKIJMP6UUMD2XUOQFJIPQTNPT,Not Available,kindle.last_read,2025-07-10T21:30:24Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-06T21:03:00Z,2025-07-10T22:32:53Z,Not Available,Not Available,Not Available,Not Available,No
DLPKNHHPHNJ4DUAQY2GFGV5CUSFQXXJU,Not Available,kindle.continuous_read,2025-07-06T20:09:24Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-06T20:09:25Z,2025-07-06T20:09:25Z,Not Available,Not Available,Not Available,Not Available,No
DLPKNHHPHNJ4DUAQY2GFGV5CUSFQXXJU,Not Available,kindle.most_recent_read,2025-07-06T20:09:24Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-06T20:09:25Z,2025-07-06T20:09:25Z,Not Available,Not Available,Not Available,Not Available,No
DLPKNHHPHNJ4DUAQY2GFGV5CUSFQXXJU,Not Available,kindle.last_read,2025-07-06T20:09:24Z,G0016T03101203AQ,PDOC,YJBinary,2025-07-06T20:09:25Z,2025-07-06T20:09:25Z,Not Available,Not Available,Not Available,Not Available,No
433NYT3NYBLOUOHLMNP7KZE4BASGKFI2,Not Available,kindle.continuous_read,2025-07-26T04:29:33Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-27T22:16:34Z,2025-07-26T04:29:36Z,Not Available,Not Available,Not Available,Not Available,No
433NYT3NYBLOUOHLMNP7KZE4BASGKFI2,Not Available,kindle.most_recent_read,2025-07-26T04:29:33Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-27T22:16:34Z,2025-07-26T04:29:36Z,Not Available,Not Available,Not Available,Not Available,No
433NYT3NYBLOUOHLMNP7KZE4BASGKFI2,Not Available,kindle.last_read,2025-07-26T04:26:18Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-27T22:16:34Z,2025-07-26T04:29:35Z,Not Available,Not Available,Not Available,Not Available,No
43ORQUG7AE42E3A2GE6TJRETZGVMQIFX,Not Available,kindle.continuous_read,2025-07-01T02:37:17Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-24T23:20:43Z,2025-07-01T02:37:18Z,Not Available,Not Available,Not Available,Not Available,No
43ORQUG7AE42E3A2GE6TJRETZGVMQIFX,Not Available,kindle.most_recent_read,2025-07-01T02:37:17Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-24T23:20:43Z,2025-07-01T02:37:18Z,Not Available,Not Available,Not Available,Not Available,No
43ORQUG7AE42E3A2GE6TJRETZGVMQIFX,Not Available,kindle.last_read,2025-06-30T20:58:48Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-24T23:20:43Z,2025-06-30T20:58:51Z,Not Available,Not Available,Not Available,Not Available,No
77X5BC7DFTLU4LZPF46IWOWFXBG44XNJ,Not Available,kindle.continuous_read,2025-07-27T18:29:23Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-24T05:10:55Z,2025-07-27T18:30:23Z,Not Available,Not Available,Not Available,Not Available,No
77X5BC7DFTLU4LZPF46IWOWFXBG44XNJ,Not Available,kindle.most_recent_read,2025-07-27T18:29:23Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-24T05:10:55Z,2025-07-27T18:30:23Z,Not Available,Not Available,Not Available,Not Available,No
77X5BC7DFTLU4LZPF46IWOWFXBG44XNJ,Not Available,kindle.last_read,2025-07-27T02:17:11Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-24T05:10:55Z,2025-07-27T02:17:13Z,Not Available,Not Available,Not Available,Not Available,No
B0DJ7XG2MQ,King of Ashes: A Novel,kindle.continuous_read,2025-06-24T00:01:55Z,G0016T03101203AQ,EBSP,YJBinary,2025-06-24T00:01:57Z,2025-06-24T00:01:57Z,Not Available,Not Available,Not Available,Not Available,No
B0DJ7XG2MQ,King of Ashes: A Novel,kindle.most_recent_read,2025-06-24T00:01:55Z,G0016T03101203AQ,EBSP,YJBinary,2025-06-24T00:01:57Z,2025-06-24T00:01:57Z,Not Available,Not Available,Not Available,Not Available,No
B0DJ7XG2MQ,King of Ashes: A Novel,kindle.last_read,2025-06-24T00:01:55Z,G0016T03101203AQ,EBSP,YJBinary,2025-06-24T00:01:57Z,2025-06-24T00:01:57Z,Not Available,Not Available,Not Available,Not Available,No
B0DHDF2RDL,The River Is Waiting (Oprah's Book Club): A Novel,kindle.continuous_read,2025-06-23T00:48:21Z,G0016T03101203AQ,EBOK,YJBinary,2025-06-19T23:20:20Z,2025-06-23T00:48:22Z,Not Available,Not Available,Not Available,Not Available,No
B0DHDF2RDL,The River Is Waiting (Oprah's Book Club): A Novel,kindle.most_recent_read,2025-06-23T00:48:21Z,G0016T03101203AQ,EBOK,YJBinary,2025-06-19T23:20:20Z,2025-06-23T00:48:22Z,Not Available,Not Available,Not Available,Not Available,No
B0DHDF2RDL,The River Is Waiting (Oprah's Book Club): A Novel,kindle.last_read,2025-06-23T00:48:21Z,G0016T03101203AQ,EBOK,YJBinary,2025-06-19T23:20:20Z,2025-06-23T00:48:22Z,Not Available,Not Available,Not Available,Not Available,No
JPOXUR4EGOMYIE4NQUVJQIDTMPQQNA4F,Not Available,kindle.continuous_read,2025-06-16T02:54:23Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-12T23:37:29Z,2025-06-16T02:54:23Z,Not Available,Not Available,Not Available,Not Available,No
JPOXUR4EGOMYIE4NQUVJQIDTMPQQNA4F,Not Available,kindle.most_recent_read,2025-06-16T02:54:23Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-12T23:37:29Z,2025-06-16T02:54:23Z,Not Available,Not Available,Not Available,Not Available,No
JPOXUR4EGOMYIE4NQUVJQIDTMPQQNA4F,Not Available,kindle.last_read,2025-06-15T21:23:37Z,cf46bcb593354554ac0d6b60551cd370,PDOC,YJBinary,2025-06-12T23:37:29Z,2025-06-15T21:23:41Z,Not Available,Not Available,Not Available,Not Available,No
WE7SRD2LY7QFPPIYNFYUIFGDVUBNHMLP,Not Available,kindle.highlight,2025-06-12T23:27:53Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-12T23:30:44Z,2025-06-12T23:30:44Z,Not Available,Not Available,Not Available,Not Available,No
WE7SRD2LY7QFPPIYNFYUIFGDVUBNHMLP,Not Available,kindle.continuous_read,2025-06-12T23:30:43Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-12T22:15:03Z,2025-06-12T23:30:44Z,Not Available,Not Available,Not Available,Not Available,No
WE7SRD2LY7QFPPIYNFYUIFGDVUBNHMLP,Not Available,kindle.most_recent_read,2025-06-12T23:30:43Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-12T22:15:03Z,2025-06-12T23:30:44Z,Not Available,Not Available,Not Available,Not Available,No
WE7SRD2LY7QFPPIYNFYUIFGDVUBNHMLP,Not Available,kindle.highlight,2025-06-12T22:02:20Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-12T22:15:03Z,2025-06-12T22:15:03Z,Not Available,Not Available,Not Available,Not Available,No
WE7SRD2LY7QFPPIYNFYUIFGDVUBNHMLP,Not Available,kindle.last_read,2025-06-12T23:30:43Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-12T22:15:03Z,2025-06-12T23:30:44Z,Not Available,Not Available,Not Available,Not Available,No
ZPDUB3GM3WAX336MUVRJXWWZQKSYRZ4H,Not Available,kindle.continuous_read,2025-06-19T03:15:14Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-11T04:00:16Z,2025-06-19T03:15:15Z,Not Available,Not Available,Not Available,Not Available,No
ZPDUB3GM3WAX336MUVRJXWWZQKSYRZ4H,Not Available,kindle.most_recent_read,2025-06-19T03:15:14Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-11T04:00:16Z,2025-06-19T03:15:15Z,Not Available,Not Available,Not Available,Not Available,No
ZPDUB3GM3WAX336MUVRJXWWZQKSYRZ4H,Not Available,kindle.last_read,2025-06-19T03:15:14Z,G0016T03101203AQ,PDOC,YJBinary,2025-06-11T04:00:16Z,2025-06-19T03:15:15Z,Not Available,Not Available,Not Available,Not Available,No
B0D9F3KFPM,The Maid's Secret: A Maid Novel (Molly the Maid Book 3),kindle.continuous_read,2025-06-24T04:14:33Z,G0016T03101203AQ,EBOK,YJBinary,2025-06-09T04:57:32Z,2025-06-24T04:14:35Z,Not Available,Not Available,Not Available,Not Available,No
B0D9F3KFPM,The Maid's Secret: A Maid Novel (Molly the Maid Book 3),kindle.most_recent_read,2025-06-24T04:14:33Z,G0016T03101203AQ,EBOK,YJBinary,2025-06-09T04:57:32Z,2025-06-24T04:14:35Z,Not Available,Not Available,Not Available,Not Available,No
B0D9F3KFPM,The Maid's Secret: A Maid Novel (Molly the Maid Book 3),kindle.last_read,2025-06-24T04:14:33Z,G0016T03101203AQ,EBOK,YJBinary,2025-06-09T04:57:32Z,2025-06-24T04:14:35Z,Not Available,Not Available,Not Available,Not Available,No
JNMIUTPQKYQ7HRUKCLKJX5RHPE3OAK4B,Not Available,kindle.continuous_read,2025-06-09T04:30:43Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-30T01:59:59Z,2025-06-09T04:30:46Z,Not Available,Not Available,Not Available,Not Available,No
JNMIUTPQKYQ7HRUKCLKJX5RHPE3OAK4B,Not Available,kindle.most_recent_read,2025-06-09T04:30:43Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-30T01:59:59Z,2025-06-09T04:30:46Z,Not Available,Not Available,Not Available,Not Available,No
JNMIUTPQKYQ7HRUKCLKJX5RHPE3OAK4B,Not Available,kindle.last_read,2025-06-09T04:28:30Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-30T01:59:59Z,2025-06-09T04:28:34Z,Not Available,Not Available,Not Available,Not Available,No
QYRAXQVBLI3LB5QJ4JUGQRWU5LOQXERK,Not Available,kindle.continuous_read,2025-05-30T01:19:44Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-27T22:48:43Z,2025-05-30T01:22:59Z,Not Available,Not Available,Not Available,Not Available,No
QYRAXQVBLI3LB5QJ4JUGQRWU5LOQXERK,Not Available,kindle.most_recent_read,2025-05-30T01:19:44Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-27T22:48:43Z,2025-05-30T01:22:59Z,Not Available,Not Available,Not Available,Not Available,No
QYRAXQVBLI3LB5QJ4JUGQRWU5LOQXERK,Not Available,kindle.last_read,2025-05-29T03:48:43Z,cf46bcb593354554ac0d6b60551cd370,PDOC,YJBinary,2025-05-27T22:48:43Z,2025-05-29T03:51:44Z,Not Available,Not Available,Not Available,Not Available,No
AP5FIAON5SVTMKD5WZJIZMQNHU6IF5Y6,Not Available,kindle.continuous_read,2025-06-11T03:10:00Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-27T22:32:55Z,2025-06-11T03:10:01Z,Not Available,Not Available,Not Available,Not Available,No
AP5FIAON5SVTMKD5WZJIZMQNHU6IF5Y6,Not Available,kindle.most_recent_read,2025-06-11T03:10:00Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-27T22:32:55Z,2025-06-11T03:10:01Z,Not Available,Not Available,Not Available,Not Available,No
AP5FIAON5SVTMKD5WZJIZMQNHU6IF5Y6,Not Available,kindle.last_read,2025-05-29T03:40:26Z,cf46bcb593354554ac0d6b60551cd370,PDOC,YJBinary,2025-05-27T22:32:55Z,2025-05-29T03:40:59Z,Not Available,Not Available,Not Available,Not Available,No
O6S35RM2ZUUGD5GZ4NVTFU7UOPT7RK4U,Not Available,kindle.continuous_read,2025-05-27T22:26:43Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-22T00:44:25Z,2025-05-27T22:26:44Z,Not Available,Not Available,Not Available,Not Available,No
O6S35RM2ZUUGD5GZ4NVTFU7UOPT7RK4U,Not Available,kindle.most_recent_read,2025-05-27T22:26:43Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-22T00:44:25Z,2025-05-27T22:26:44Z,Not Available,Not Available,Not Available,Not Available,No
O6S35RM2ZUUGD5GZ4NVTFU7UOPT7RK4U,Not Available,kindle.last_read,2025-05-27T22:26:43Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-22T00:44:25Z,2025-05-27T22:26:44Z,Not Available,Not Available,Not Available,Not Available,No
FTT7VNOWFIXZCCUGO3PVUC2EFP5UBTOU,Not Available,kindle.continuous_read,2025-05-22T00:16:07Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-20T04:01:05Z,2025-05-22T00:16:08Z,Not Available,Not Available,Not Available,Not Available,No
FTT7VNOWFIXZCCUGO3PVUC2EFP5UBTOU,Not Available,kindle.most_recent_read,2025-05-22T00:16:07Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-20T04:01:05Z,2025-05-22T00:16:08Z,Not Available,Not Available,Not Available,Not Available,No
FTT7VNOWFIXZCCUGO3PVUC2EFP5UBTOU,Not Available,kindle.last_read,2025-05-22T00:16:07Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-20T04:01:05Z,2025-05-22T00:16:08Z,Not Available,Not Available,Not Available,Not Available,No
CLAXYW2N4FTQ76CN6JTRJPY5TJ6LGVCD,Not Available,kindle.continuous_read,2025-05-24T03:40:33Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-15T00:16:36Z,2025-05-24T03:40:36Z,Not Available,Not Available,Not Available,Not Available,No
CLAXYW2N4FTQ76CN6JTRJPY5TJ6LGVCD,Not Available,kindle.most_recent_read,2025-05-24T03:40:33Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-15T00:16:36Z,2025-05-24T03:40:36Z,Not Available,Not Available,Not Available,Not Available,No
CLAXYW2N4FTQ76CN6JTRJPY5TJ6LGVCD,Not Available,kindle.last_read,2025-05-24T03:40:00Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-15T00:16:36Z,2025-05-24T03:40:04Z,Not Available,Not Available,Not Available,Not Available,No
B0CWFMT5SC,Tilt: A Novel,kindle.continuous_read,2025-05-11T03:41:55Z,G0016T03101203AQ,EBOK,YJBinary,2025-05-11T03:41:56Z,2025-05-11T03:41:56Z,Not Available,Not Available,Not Available,Not Available,No
B0CWFMT5SC,Tilt: A Novel,kindle.most_recent_read,2025-05-11T03:41:55Z,G0016T03101203AQ,EBOK,YJBinary,2025-05-11T03:41:56Z,2025-05-11T03:41:56Z,Not Available,Not Available,Not Available,Not Available,No
B0CWFMT5SC,Tilt: A Novel,kindle.last_read,2025-05-11T03:41:55Z,G0016T03101203AQ,EBOK,YJBinary,2025-05-11T03:41:56Z,2025-05-11T03:41:56Z,Not Available,Not Available,Not Available,Not Available,No
RESEYEAJK4EJ4ULJAU6NJ6YSAGXJJQBV,Not Available,kindle.continuous_read,2025-05-15T00:10:55Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-08T04:17:09Z,2025-05-15T00:10:57Z,Not Available,Not Available,Not Available,Not Available,No
RESEYEAJK4EJ4ULJAU6NJ6YSAGXJJQBV,Not Available,kindle.most_recent_read,2025-05-15T00:10:55Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-08T04:17:09Z,2025-05-15T00:10:57Z,Not Available,Not Available,Not Available,Not Available,No
RESEYEAJK4EJ4ULJAU6NJ6YSAGXJJQBV,Not Available,kindle.last_read,2025-05-15T00:10:55Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-08T04:17:09Z,2025-05-15T00:10:57Z,Not Available,Not Available,Not Available,Not Available,No
WF76OBCUMHIJ33X2SQRIIWKQ4MIBU6FK,Not Available,kindle.continuous_read,2025-05-06T03:38:51Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-06T03:38:53Z,2025-05-06T03:38:53Z,Not Available,Not Available,Not Available,Not Available,No
WF76OBCUMHIJ33X2SQRIIWKQ4MIBU6FK,Not Available,kindle.most_recent_read,2025-05-06T03:38:51Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-06T03:38:53Z,2025-05-06T03:38:53Z,Not Available,Not Available,Not Available,Not Available,No
WF76OBCUMHIJ33X2SQRIIWKQ4MIBU6FK,Not Available,kindle.last_read,2025-05-06T03:38:51Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-06T03:38:53Z,2025-05-06T03:38:53Z,Not Available,Not Available,Not Available,Not Available,No
B09SKWT6SF,The Murder of Roger Ackroyd,kindle.continuous_read,2025-05-06T03:29:39Z,G0016T03101203AQ,EBSP,YJBinary,2025-05-06T03:29:41Z,2025-05-06T03:29:41Z,Not Available,Not Available,Not Available,Not Available,No
B09SKWT6SF,The Murder of Roger Ackroyd,kindle.most_recent_read,2025-05-06T03:29:39Z,G0016T03101203AQ,EBSP,YJBinary,2025-05-06T03:29:41Z,2025-05-06T03:29:41Z,Not Available,Not Available,Not Available,Not Available,No
B09SKWT6SF,The Murder of Roger Ackroyd,kindle.last_read,2025-05-06T03:29:39Z,G0016T03101203AQ,EBSP,YJBinary,2025-05-06T03:29:41Z,2025-05-06T03:29:41Z,Not Available,Not Available,Not Available,Not Available,No
B0DY9TZD8Z,"Careless People: A Cautionary Tale of Power, Greed, and Lost Idealism",kindle.continuous_read,2025-05-06T03:16:28Z,G0016T03101203AQ,EBOK,YJBinary,2025-05-06T03:16:29Z,2025-05-06T03:16:29Z,Not Available,Not Available,Not Available,Not Available,No
B0DY9TZD8Z,"Careless People: A Cautionary Tale of Power, Greed, and Lost Idealism",kindle.most_recent_read,2025-05-06T03:16:28Z,G0016T03101203AQ,EBOK,YJBinary,2025-05-06T03:16:29Z,2025-05-06T03:16:29Z,Not Available,Not Available,Not Available,Not Available,No
B0DY9TZD8Z,"Careless People: A Cautionary Tale of Power, Greed, and Lost Idealism",kindle.last_read,2025-05-06T03:16:28Z,G0016T03101203AQ,EBOK,YJBinary,2025-05-06T03:16:29Z,2025-05-06T03:16:29Z,Not Available,Not Available,Not Available,Not Available,No
LTCRXOXA6TOUTCKMTU3ZCVIOM5BKGXOC,Not Available,kindle.continuous_read,2025-05-06T03:09:46Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-04T18:59:12Z,2025-05-06T03:09:48Z,Not Available,Not Available,Not Available,Not Available,No
LTCRXOXA6TOUTCKMTU3ZCVIOM5BKGXOC,Not Available,kindle.most_recent_read,2025-05-06T03:09:46Z,G0016T03101203AQ,PDOC,YJBinary,2025-05-04T18:59:12Z,2025-05-06T03:09:48Z,Not Available,Not Available,Not Available,Not Available,No
