created_timestamp,country,preferred_marketplace,device_family,active_ASIN,content_type,file_auto_marked_as_read
2024-08-08T03:14:43Z,US,www.amazon.com,Kindle for Android,B0CL3FMNKJ,E-Book,B0CL3FMNKJ
2025-02-18T06:29:27Z,US,www.amazon.com,Kindle for Android,B003K15IF8,E-Book,B003K15IF8
2023-02-20T19:31:57Z,US,www.amazon.com,Kindle for Android,B07VDJBKNJ,E-Book,B07VDJBKNJ
2023-12-12T19:39:41Z,US,www.amazon.com,Kindle for Android,B0C5LRCM2F,E-Book,B0C5LRCM2F
